
Segment Number of Voxel Ch=3 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
258,,Segment,3,13,Image 1,5,1,100000001,510000000034,
574,,Segment,3,11,Image 1,4,1,100000001,510000000078,
167,,Segment,3,10,Image 1,4,1,100000001,510000000080,
297,,Segment,3,9,Image 1,4,1,100000001,510000000083,
229,,Segment,3,8,Image 1,4,1,100000001,510000000086,
459,,Segment,3,7,Image 1,4,1,100000001,510000000158,
586,,Segment,3,6,Image 1,3,1,100000001,510000000183,
855,,Segment,3,5,Image 1,2,1,100000001,510000000191,
617,,Segment,3,4,Image 1,2,1,100000001,510000000195,
1842,,Segment,3,3,Image 1,1,1,100000001,510000000202,
1405,,Segment,3,2,Image 1,1,1,100000001,510000000204,
810,,Segment,3,1,Image 1,1,1,100000001,510000000208,
621,,Segment,3,0,Image 1,1,1,100000001,510000000235,
217,,Segment,3,11,Image 1,5,1,100000001,510000000265,
298,,Segment,3,12,Image 1,5,1,100000001,510000000287,
501,,Segment,3,13,Image 1,4,1,100000001,510000000301,
147,,Segment,3,10,Image 1,6,1,100000001,510000000316,
515,,Segment,3,9,Image 1,5,1,100000001,510000000322,
336,,Segment,3,10,Image 1,5,1,100000001,510000000339,
154,,Segment,3,9,Image 1,6,1,100000001,510000000342,
276,,Segment,3,10,Image 1,5,1,100000001,510000000348,
247,,Segment,3,9,Image 1,5,1,100000001,510000000350,
742,,Segment,3,6,Image 1,3,1,100000001,510000000387,
392,,Segment,3,5,Image 1,2,1,100000001,510000000403,
192,,Segment,3,4,Image 1,2,1,100000001,510000000408,
1013,,Segment,3,3,Image 1,2,1,100000001,510000000466,
763,,Segment,3,2,Image 1,1,1,100000001,510000000488,
863,,Segment,3,1,Image 1,1,1,100000001,510000000510,
521,,Segment,3,0,Image 1,1,1,100000001,510000000532,
656,,Segment,3,6,Image 1,2,1,100000001,510000000549,
402,,Segment,3,5,Image 1,3,1,100000001,510000000569,
191,,Segment,3,4,Image 1,3,1,100000001,510000000575,
978,,Segment,3,2,Image 1,1,1,100000000,510000000618,
478,,Segment,3,1,Image 1,1,1,100000000,510000000641,
248,,Segment,3,0,Image 1,1,1,100000000,510000000659,
151,,Segment,3,2,Image 1,2,1,100000000,510000000691,
238,,Segment,3,1,Image 1,2,1,100000000,510000000702,
334,,Segment,3,6,Image 1,3,1,100000001,510000000711,
764,,Segment,3,5,Image 1,2,1,100000001,510000000757,
510,,Segment,3,4,Image 1,2,1,100000001,510000000776,
1017,,Segment,3,3,Image 1,2,1,100000001,510000000831,
291,,Segment,3,1,Image 1,1,1,100000001,510000000847,
78,,Segment,3,0,Image 1,1,1,100000001,510000000852,
220,,Segment,3,6,Image 1,2,1,100000001,510000000891,
122,,Segment,3,5,Image 1,3,1,100000001,510000000893,
169,,Segment,3,4,Image 1,3,1,100000001,510000000897,
119,,Segment,3,4,Image 1,3,1,100000001,510000000900,
409,,Segment,3,4,Image 1,2,1,100000001,510000000923,
443,,Segment,3,3,Image 1,1,1,100000001,510000000940,
445,,Segment,3,4,Image 1,1,1,100000001,510000000963,
453,,Segment,3,4,Image 1,1,1,100000000,510000000989,
274,,Segment,3,3,Image 1,1,1,100000000,510000000995,
809,,Segment,3,2,Image 1,1,1,100000000,510000001022,
450,,Segment,3,1,Image 1,1,1,100000000,510000001036,
506,,Segment,3,0,Image 1,1,1,100000000,510000001060,
564,,Segment,3,7,Image 1,3,1,100000001,510000001117,
1198,,Segment,3,6,Image 1,2,1,100000001,510000001141,
618,,Segment,3,1,Image 1,1,1,100000001,510000001182,
437,,Segment,3,0,Image 1,1,1,100000001,510000001208,
114,,Segment,3,4,Image 1,2,1,100000000,510000001237,
192,,Segment,3,3,Image 1,2,1,100000001,510000001249,
173,,Segment,3,2,Image 1,2,1,100000001,510000001251,
359,,Segment,3,3,Image 1,2,1,100000000,510000001262,
604,,Segment,3,1,Image 1,2,1,100000000,510000001288,
