
Soma Intensity Max Ch=2 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
73,,Soma,2,Image 1,1,100000000,800000000,
53,,Soma,2,Image 1,1,100000001,800000001,
96,,Soma,2,Image 1,1,100000002,800000002,
115,,Soma,2,Image 1,1,100000003,800000003,
12,,Soma,2,Image 1,1,100000004,800000004,
