
Spine Part Min Diameter
 ==================== 
Spine Part Min Diameter Ground,Spine Part Min Diameter Head,Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.695877,0.416667,0.475466,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008380,
0.416667,1.38568,1.01146,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008393,
0.909484,0.52216,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008403,
0.576011,0.577109,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008431,
0.644681,1.38568,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008436,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008441,
0.707568,2.24198,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000008444,
0.416667,0.726009,0.876835,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008448,
0.576011,1.06334,0.577109,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008460,
0.920673,0.683594,1.42989,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008474,
1.26487,0.677083,0.833333,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008479,
0.625916,0.625916,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008481,
0.796819,0.625,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008487,
0.833333,1.11754,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000008491,
0.745531,2.09616,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008494,
0.868738,0.625,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008508,
0.920673,0.683594,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008515,
0.416667,0.768645,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008522,
0.893289,0.468515,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008529,
1.19223,1.06771,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008544,
0.554252,0.655314,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008568,
0.443553,0.934772,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008576,
1.26487,0.833333,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008578,
0.654297,0.483398,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008583,
1.30755,1.74565,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008595,
0.639846,0.639846,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008613,
0.728971,0.728971,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008620,
0.934772,0.934772,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008626,
0.483398,0.483398,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008631,
0.940331,0.796819,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008640,
1.01402,0.579427,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008650,
1.17187,1.63866,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008655,
1.12096,1.21094,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008672,
0.852308,1.50328,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008678,
0.944527,0.944527,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008706,
0.45516,1.52568,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008738,
0.45516,1.13607,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008739,
0.917513,0.917513,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008746,
0.984701,0.984701,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008747,
1.36611,1.36611,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008773,
0.456727,1.0263,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008777,
1.23646,1.23646,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008790,
1.48862,1.5426,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008791,
0.721803,0.721803,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000008810,
0.658249,0.658249,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000008811,
