
Segment Branching Angle
 ==================== 
Segment Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
16.021,°,Segment,3,2,1,100000004,510000000027,
31.8433,°,Segment,2,1,1,100000004,510000000029,
10.8914,°,Segment,1,1,1,100000004,510000000035,
0,°,Segment,0,1,1,100000004,510000000048,
24.5509,°,Segment,21,7,1,100000001,510000000095,
11.8725,°,Segment,20,6,1,100000001,510000000110,
65.6155,°,Segment,19,6,1,100000001,510000000118,
10.7274,°,Segment,18,6,1,100000001,510000000121,
8.17769,°,Segment,17,6,1,100000001,510000000144,
18.9451,°,Segment,16,5,1,100000001,510000000178,
12.4713,°,Segment,15,4,1,100000001,510000000217,
24.0157,°,Segment,14,3,1,100000001,510000000220,
14.5925,°,Segment,13,3,1,100000001,510000000249,
14.4438,°,Segment,12,3,1,100000001,510000000251,
7.4913,°,Segment,11,3,1,100000001,510000000283,
91.9304,°,Segment,9,3,1,100000001,510000000293,
18.6244,°,Segment,8,3,1,100000001,510000000303,
23.0765,°,Segment,7,3,1,100000001,510000000308,
23.6896,°,Segment,6,3,1,100000001,510000000341,
20.3937,°,Segment,5,3,1,100000001,510000000352,
11.6424,°,Segment,4,3,1,100000001,510000000356,
2.17897,°,Segment,3,2,1,100000001,510000000395,
20.048,°,Segment,2,1,1,100000001,510000000419,
9.06818,°,Segment,1,1,1,100000001,510000000441,
0,°,Segment,0,1,1,100000001,510000000469,
23.3827,°,Segment,23,7,1,100000001,510000000487,
17.4636,°,Segment,22,6,1,100000001,510000000489,
67.3871,°,Segment,21,6,1,100000001,510000000499,
10.9118,°,Segment,24,7,1,100000001,510000000502,
44.1229,°,Segment,24,6,1,100000001,510000000505,
86.0508,°,Segment,22,7,1,100000001,510000000507,
21.4077,°,Segment,20,8,1,100000001,510000000513,
43.3966,°,Segment,19,7,1,100000001,510000000526,
96.7033,°,Segment,18,7,1,100000001,510000000541,
82.7394,°,Segment,20,7,1,100000001,510000000546,
27.7349,°,Segment,13,6,1,100000001,510000000559,
43.8881,°,Segment,12,5,1,100000001,510000000579,
21.9503,°,Segment,11,4,1,100000001,510000000588,
6.38482,°,Segment,10,4,1,100000001,510000000603,
67.4497,°,Segment,9,4,1,100000001,510000000620,
59.793,°,Segment,17,5,1,100000001,510000000642,
7.96136,°,Segment,14,6,1,100000001,510000000661,
17.9004,°,Segment,13,5,1,100000001,510000000666,
93.3566,°,Segment,12,4,1,100000001,510000000673,
