
Filament Spine Length (sum)
 ==================== 
Filament Spine Length (sum),Unit,Category,Time,ID,
88.083,µm,Filament,1,100000000,
54.455,µm,Filament,1,100000001,
17.6399,µm,Filament,1,100000002,
75.2211,µm,Filament,1,100000003,
6.07003,µm,Filament,1,100000004,
