
Spine Neck Mean Diameter
 ==================== 
Spine Neck Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,0,1,1,100000000,610000008631,
0.940331,µm,Spine,0,1,1,100000003,610000008640,
1.01402,µm,Spine,0,1,1,100000000,610000008650,
0,µm,Spine,0,1,1,100000000,610000008655,
0.886984,µm,Spine,1,1,1,100000000,610000008666,
0,µm,Spine,0,1,1,100000000,610000008672,
0,µm,Spine,0,1,1,100000000,610000008678,
0,µm,Spine,0,1,1,100000000,610000008706,
0,µm,Spine,4,4,1,100000000,610000008726,
0,µm,Spine,1,2,1,100000000,610000008727,
0,µm,Spine,1,2,1,100000000,610000008728,
0,µm,Spine,1,2,1,100000000,610000008729,
0,µm,Spine,11,4,1,100000000,610000008730,
0,µm,Spine,10,4,1,100000000,610000008731,
0,µm,Spine,9,4,1,100000000,610000008732,
0,µm,Spine,8,3,1,100000000,610000008733,
0,µm,Spine,7,3,1,100000000,610000008734,
0,µm,Spine,3,1,1,100000000,610000008735,
0,µm,Spine,3,1,1,100000000,610000008736,
0,µm,Spine,2,1,1,100000000,610000008737,
0,µm,Spine,0,1,1,100000000,610000008738,
0,µm,Spine,0,1,1,100000000,610000008739,
0,µm,Spine,2,2,1,100000000,610000008743,
0,µm,Spine,1,1,1,100000000,610000008744,
0,µm,Spine,1,2,1,100000000,610000008745,
0,µm,Spine,0,1,1,100000000,610000008746,
0,µm,Spine,0,1,1,100000000,610000008747,
0,µm,Spine,9,4,1,100000000,610000008753,
0,µm,Spine,2,1,1,100000000,610000008754,
0,µm,Spine,2,1,1,100000000,610000008755,
0,µm,Spine,2,1,1,100000000,610000008756,
0,µm,Spine,4,2,1,100000000,610000008757,
0,µm,Spine,4,1,1,100000000,610000008758,
0,µm,Spine,4,1,1,100000000,610000008759,
0,µm,Spine,4,1,1,100000000,610000008760,
0,µm,Spine,6,3,1,100000000,610000008762,
0,µm,Spine,7,2,1,100000000,610000008763,
0,µm,Spine,8,2,1,100000000,610000008764,
0,µm,Spine,7,2,1,100000000,610000008765,
0,µm,Spine,5,1,1,100000000,610000008766,
0,µm,Spine,5,1,1,100000000,610000008767,
0,µm,Spine,3,1,1,100000000,610000008768,
0,µm,Spine,3,1,1,100000000,610000008769,
0,µm,Spine,2,2,1,100000000,610000008770,
0,µm,Spine,1,2,1,100000000,610000008771,
0,µm,Spine,0,1,1,100000000,610000008773,
0,µm,Spine,0,1,1,100000000,610000008777,
0,µm,Spine,10,4,1,100000001,610000008778,
0,µm,Spine,13,5,1,100000001,610000008779,
0,µm,Spine,14,5,1,100000001,610000008780,
0,µm,Spine,13,6,1,100000001,610000008781,
0,µm,Spine,12,5,1,100000001,610000008782,
0,µm,Spine,10,4,1,100000001,610000008783,
0,µm,Spine,6,4,1,100000001,610000008784,
0,µm,Spine,6,4,1,100000001,610000008785,
0,µm,Spine,4,2,1,100000001,610000008786,
0,µm,Spine,2,1,1,100000001,610000008787,
0,µm,Spine,1,1,1,100000001,610000008788,
0,µm,Spine,0,1,1,100000001,610000008790,
0,µm,Spine,0,1,1,100000001,610000008791,
0,µm,Spine,5,2,1,100000001,610000008793,
0,µm,Spine,6,4,1,100000001,610000008794,
0,µm,Spine,4,5,1,100000001,610000008795,
0,µm,Spine,4,5,1,100000001,610000008796,
0,µm,Spine,3,3,1,100000001,610000008797,
0,µm,Spine,2,2,1,100000001,610000008798,
0,µm,Spine,2,2,1,100000001,610000008799,
0,µm,Spine,2,2,1,100000001,610000008800,
0,µm,Spine,1,1,1,100000001,610000008801,
0,µm,Spine,3,2,1,100000002,610000008802,
0,µm,Spine,3,2,1,100000002,610000008803,
0,µm,Spine,1,1,1,100000002,610000008804,
0,µm,Spine,1,1,1,100000002,610000008805,
0,µm,Spine,1,1,1,100000002,610000008806,
0,µm,Spine,1,2,1,100000002,610000008807,
0,µm,Spine,3,2,1,100000002,610000008809,
0,µm,Spine,0,1,1,100000002,610000008810,
0,µm,Spine,0,1,1,100000002,610000008811,
0,µm,Spine,19,2,1,100000003,610000008813,
0,µm,Spine,18,2,1,100000003,610000008814,
0,µm,Spine,16,1,1,100000003,610000008815,
0,µm,Spine,17,2,1,100000003,610000008816,
0,µm,Spine,13,1,1,100000003,610000008817,
0,µm,Spine,13,2,1,100000003,610000008818,
0,µm,Spine,11,1,1,100000003,610000008819,
0,µm,Spine,12,3,1,100000003,610000008820,
0,µm,Spine,11,2,1,100000003,610000008821,
0,µm,Spine,12,3,1,100000003,610000008822,
0,µm,Spine,13,3,1,100000003,610000008823,
0,µm,Spine,11,3,1,100000003,610000008824,
0,µm,Spine,8,1,1,100000003,610000008825,
0,µm,Spine,7,1,1,100000003,610000008826,
0,µm,Spine,7,2,1,100000003,610000008827,
0,µm,Spine,7,2,1,100000003,610000008828,
0,µm,Spine,6,4,1,100000003,610000008829,
0,µm,Spine,5,2,1,100000003,610000008830,
0,µm,Spine,5,2,1,100000003,610000008831,
0,µm,Spine,3,2,1,100000003,610000008832,
0,µm,Spine,6,5,1,100000003,610000008833,
0,µm,Spine,5,4,1,100000003,610000008834,
0,µm,Spine,5,4,1,100000003,610000008835,
0,µm,Spine,1,2,1,100000003,610000008836,
0,µm,Spine,0,1,1,100000003,610000008837,
0,µm,Spine,2,1,1,100000003,610000008840,
0,µm,Spine,4,3,1,100000003,610000008843,
0,µm,Spine,4,2,1,100000003,610000008844,
0,µm,Spine,4,2,1,100000003,610000008845,
0,µm,Spine,4,2,1,100000003,610000008846,
0,µm,Spine,3,2,1,100000003,610000008847,
0,µm,Spine,7,1,1,100000003,610000008848,
0,µm,Spine,6,2,1,100000003,610000008849,
0,µm,Spine,4,2,1,100000003,610000008850,
0,µm,Spine,3,1,1,100000003,610000008851,
0,µm,Spine,3,2,1,100000003,610000008852,
0,µm,Spine,0,1,1,100000003,610000008853,
0,µm,Spine,0,1,1,100000003,610000008854,
0,µm,Spine,0,1,1,100000003,610000008855,
0,µm,Spine,8,4,1,100000003,610000008856,
0,µm,Spine,8,4,1,100000003,610000008857,
0,µm,Spine,0,1,1,100000003,610000008858,
0,µm,Spine,0,1,1,100000003,610000008859,
