
Segment Number of Voxel Ch=1 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
215,,Segment,1,3,Image 1,2,1,100000004,510000000027,
234,,Segment,1,2,Image 1,1,1,100000004,510000000029,
471,,Segment,1,1,Image 1,1,1,100000004,510000000035,
244,,Segment,1,0,Image 1,1,1,100000004,510000000048,
486,,Segment,1,21,Image 1,7,1,100000001,510000000095,
211,,Segment,1,20,Image 1,6,1,100000001,510000000110,
138,,Segment,1,19,Image 1,6,1,100000001,510000000118,
58,,Segment,1,18,Image 1,6,1,100000001,510000000121,
170,,Segment,1,17,Image 1,6,1,100000001,510000000144,
553,,Segment,1,16,Image 1,5,1,100000001,510000000178,
298,,Segment,1,15,Image 1,4,1,100000001,510000000217,
200,,Segment,1,14,Image 1,3,1,100000001,510000000220,
861,,Segment,1,13,Image 1,3,1,100000001,510000000249,
133,,Segment,1,12,Image 1,3,1,100000001,510000000251,
995,,Segment,1,11,Image 1,3,1,100000001,510000000283,
492,,Segment,1,9,Image 1,3,1,100000001,510000000293,
374,,Segment,1,8,Image 1,3,1,100000001,510000000303,
190,,Segment,1,7,Image 1,3,1,100000001,510000000308,
456,,Segment,1,6,Image 1,3,1,100000001,510000000341,
247,,Segment,1,5,Image 1,3,1,100000001,510000000352,
231,,Segment,1,4,Image 1,3,1,100000001,510000000356,
445,,Segment,1,3,Image 1,2,1,100000001,510000000395,
740,,Segment,1,2,Image 1,1,1,100000001,510000000419,
461,,Segment,1,1,Image 1,1,1,100000001,510000000441,
577,,Segment,1,0,Image 1,1,1,100000001,510000000469,
102,,Segment,1,23,Image 1,7,1,100000001,510000000487,
73,,Segment,1,22,Image 1,6,1,100000001,510000000489,
205,,Segment,1,21,Image 1,6,1,100000001,510000000499,
39,,Segment,1,24,Image 1,7,1,100000001,510000000502,
73,,Segment,1,24,Image 1,6,1,100000001,510000000505,
131,,Segment,1,22,Image 1,7,1,100000001,510000000507,
87,,Segment,1,20,Image 1,8,1,100000001,510000000513,
244,,Segment,1,19,Image 1,7,1,100000001,510000000526,
139,,Segment,1,18,Image 1,7,1,100000001,510000000541,
127,,Segment,1,20,Image 1,7,1,100000001,510000000546,
74,,Segment,1,13,Image 1,6,1,100000001,510000000559,
830,,Segment,1,12,Image 1,5,1,100000001,510000000579,
1026,,Segment,1,11,Image 1,4,1,100000001,510000000588,
700,,Segment,1,10,Image 1,4,1,100000001,510000000603,
908,,Segment,1,9,Image 1,4,1,100000001,510000000620,
279,,Segment,1,17,Image 1,5,1,100000001,510000000642,
