
Soma Intensity Sum Ch=4 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
30452,,Soma,4,Image 1,1,100000000,800000000,
15674,,Soma,4,Image 1,1,100000001,800000001,
17740,,Soma,4,Image 1,1,100000002,800000002,
44355,,Soma,4,Image 1,1,100000003,800000003,
5223,,Soma,4,Image 1,1,100000004,800000004,
