
Spine Attachment Pt Time
 ==================== 
Spine Attachment Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,3,2,1,100000002,610000008330,
0,s,Spine,6,3,1,100000001,610000008342,
0,s,Spine,13,5,1,100000001,610000008354,
0,s,Spine,5,5,1,100000001,610000008360,
0,s,Spine,3,1,1,100000000,610000008367,
0,s,Spine,6,4,1,100000001,610000008370,
0,s,Spine,2,1,1,100000003,610000008372,
0,s,Spine,0,1,1,100000003,610000008403,
0,s,Spine,14,4,1,100000003,610000008405,
0,s,Spine,6,4,1,100000001,610000008411,
0,s,Spine,9,5,1,100000000,610000008416,
0,s,Spine,2,1,1,100000000,610000008420,
0,s,Spine,2,1,1,100000002,610000008422,
0,s,Spine,3,4,1,100000001,610000008450,
0,s,Spine,13,1,1,100000003,610000008456,
0,s,Spine,2,2,1,100000004,610000008476,
0,s,Spine,11,3,1,100000003,610000008483,
0,s,Spine,3,1,1,100000003,610000008505,
0,s,Spine,0,1,1,100000000,610000008508,
0,s,Spine,8,4,1,100000000,610000008510,
0,s,Spine,2,3,1,100000001,610000008518,
0,s,Spine,3,2,1,100000004,610000008531,
0,s,Spine,6,3,1,100000000,610000008535,
0,s,Spine,2,1,1,100000001,610000008538,
0,s,Spine,4,1,1,100000000,610000008540,
0,s,Spine,0,1,1,100000000,610000008544,
0,s,Spine,5,4,1,100000000,610000008547,
0,s,Spine,3,2,1,100000000,610000008557,
0,s,Spine,4,1,1,100000003,610000008585,
0,s,Spine,5,1,1,100000000,610000008601,
0,s,Spine,0,1,1,100000003,610000008640,
0,s,Spine,1,1,1,100000000,610000008666,
0,s,Spine,1,1,1,,610000008862,
0,s,Spine,1,2,1,,610000008862,
0,s,Spine,2,1,1,,610000008863,
0,s,Spine,1,1,1,,610000008863,
0,s,Spine,1,2,1,,610000008863,
0,s,Spine,1,1,1,,610000008864,
0,s,Spine,11,4,1,,610000008864,
0,s,Spine,5,4,1,,610000008865,
0,s,Spine,6,4,1,,610000008865,
0,s,Spine,1,1,1,,610000008865,
0,s,Spine,10,4,1,,610000008865,
0,s,Spine,5,4,1,,610000008866,
0,s,Spine,6,4,1,,610000008866,
0,s,Spine,3,2,1,,610000008866,
0,s,Spine,9,4,1,,610000008866,
0,s,Spine,8,3,1,,610000008867,
0,s,Spine,13,5,1,,610000008867,
0,s,Spine,3,2,1,,610000008867,
0,s,Spine,6,4,1,,610000008868,
0,s,Spine,14,5,1,,610000008868,
0,s,Spine,0,1,1,,610000008868,
0,s,Spine,7,3,1,,610000008868,
0,s,Spine,3,2,1,,610000008869,
0,s,Spine,3,1,1,,610000008869,
0,s,Spine,13,6,1,,610000008869,
0,s,Spine,5,2,1,,610000008870,
0,s,Spine,0,1,1,,610000008870,
0,s,Spine,3,1,1,,610000008870,
0,s,Spine,12,5,1,,610000008870,
0,s,Spine,7,2,1,,610000008871,
0,s,Spine,2,1,1,,610000008871,
0,s,Spine,10,4,1,,610000008871,
0,s,Spine,7,2,1,,610000008872,
0,s,Spine,1,2,1,,610000008872,
0,s,Spine,10,4,1,,610000008872,
0,s,Spine,5,2,1,,610000008873,
0,s,Spine,1,2,1,,610000008873,
0,s,Spine,7,1,1,,610000008873,
0,s,Spine,1,2,1,,610000008874,
0,s,Spine,8,1,1,,610000008874,
0,s,Spine,4,4,1,,610000008875,
0,s,Spine,0,1,1,,610000008875,
0,s,Spine,12,3,1,,610000008875,
0,s,Spine,2,2,1,,610000008876,
0,s,Spine,2,1,1,,610000008876,
0,s,Spine,13,3,1,,610000008876,
0,s,Spine,11,3,1,,610000008877,
0,s,Spine,2,1,1,,610000008877,
0,s,Spine,2,2,1,,610000008878,
0,s,Spine,2,1,1,,610000008878,
0,s,Spine,12,3,1,,610000008878,
0,s,Spine,1,1,1,,610000008879,
0,s,Spine,9,4,1,,610000008879,
0,s,Spine,3,3,1,,610000008880,
0,s,Spine,1,2,1,,610000008880,
0,s,Spine,19,2,1,,610000008880,
0,s,Spine,2,2,1,,610000008881,
0,s,Spine,4,5,1,,610000008881,
0,s,Spine,18,2,1,,610000008881,
0,s,Spine,4,5,1,,610000008882,
0,s,Spine,6,4,1,,610000008883,
0,s,Spine,3,1,1,,610000008883,
0,s,Spine,8,2,1,,610000008884,
0,s,Spine,13,1,1,,610000008884,
0,s,Spine,7,2,1,,610000008885,
0,s,Spine,13,2,1,,610000008885,
0,s,Spine,5,1,1,,610000008886,
0,s,Spine,4,3,1,,610000008887,
0,s,Spine,5,1,1,,610000008887,
0,s,Spine,7,2,1,,610000008888,
0,s,Spine,4,2,1,,610000008888,
0,s,Spine,6,3,1,,610000008889,
0,s,Spine,4,2,1,,610000008889,
0,s,Spine,0,1,1,,610000008890,
0,s,Spine,4,2,1,,610000008890,
0,s,Spine,0,1,1,,610000008891,
0,s,Spine,3,2,1,,610000008891,
0,s,Spine,0,1,1,,610000008892,
0,s,Spine,1,2,1,,610000008892,
0,s,Spine,1,1,1,,610000008893,
0,s,Spine,8,4,1,,610000008893,
0,s,Spine,2,2,1,,610000008894,
0,s,Spine,8,4,1,,610000008894,
0,s,Spine,0,1,1,,610000008895,
0,s,Spine,3,2,1,,610000008896,
0,s,Spine,4,1,1,,610000008897,
0,s,Spine,3,1,1,,610000008897,
0,s,Spine,4,1,1,,610000008898,
0,s,Spine,4,2,1,,610000008898,
0,s,Spine,6,2,1,,610000008899,
0,s,Spine,4,2,1,,610000008899,
0,s,Spine,0,1,1,,610000008900,
0,s,Spine,7,1,1,,610000008900,
0,s,Spine,2,1,1,,610000008901,
0,s,Spine,0,1,1,,610000008902,
0,s,Spine,0,1,1,,610000008903,
0,s,Spine,0,1,1,,610000008904,
