
Spine Center Number of Voxel Ch=3 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
10,,Spine,3,3,Image 1,2,1,100000002,610000008330,
13,,Spine,3,6,Image 1,3,1,100000001,610000008342,
9,,Spine,3,13,Image 1,5,1,100000001,610000008350,
5,,Spine,3,13,Image 1,5,1,100000001,610000008354,
7,,Spine,3,5,Image 1,5,1,100000001,610000008360,
8,,Spine,3,3,Image 1,1,1,100000000,610000008367,
4,,Spine,3,6,Image 1,4,1,100000001,610000008370,
3,,Spine,3,2,Image 1,1,1,100000003,610000008372,
8,,Spine,3,0,Image 1,1,1,100000003,610000008380,
8,,Spine,3,5,Image 1,4,1,100000000,610000008387,
6,,Spine,3,0,Image 1,1,1,100000000,610000008393,
9,,Spine,3,1,Image 1,1,1,100000000,610000008401,
3,,Spine,3,0,Image 1,1,1,100000003,610000008403,
3,,Spine,3,14,Image 1,4,1,100000003,610000008405,
5,,Spine,3,7,Image 1,2,1,100000000,610000008409,
3,,Spine,3,6,Image 1,4,1,100000001,610000008411,
4,,Spine,3,7,Image 1,2,1,100000000,610000008414,
3,,Spine,3,9,Image 1,5,1,100000000,610000008416,
5,,Spine,3,2,Image 1,1,1,100000000,610000008420,
3,,Spine,3,2,Image 1,1,1,100000002,610000008422,
5,,Spine,3,12,Image 1,3,1,100000003,610000008426,
5,,Spine,3,0,Image 1,1,1,100000003,610000008431,
5,,Spine,3,0,Image 1,1,1,100000000,610000008436,
5,,Spine,3,0,Image 1,1,1,100000003,610000008441,
2,,Spine,3,0,Image 1,1,1,100000002,610000008444,
4,,Spine,3,0,Image 1,1,1,100000000,610000008448,
2,,Spine,3,3,Image 1,4,1,100000001,610000008450,
4,,Spine,3,2,Image 1,2,1,100000004,610000008454,
3,,Spine,3,13,Image 1,1,1,100000003,610000008456,
4,,Spine,3,0,Image 1,1,1,100000003,610000008460,
4,,Spine,3,1,Image 1,1,1,100000003,610000008464,
3,,Spine,3,4,Image 1,5,1,100000001,610000008466,
6,,Spine,3,0,Image 1,1,1,100000003,610000008474,
3,,Spine,3,2,Image 1,2,1,100000004,610000008476,
4,,Spine,3,0,Image 1,1,1,100000001,610000008479,
2,,Spine,3,0,Image 1,1,1,100000003,610000008481,
3,,Spine,3,11,Image 1,3,1,100000003,610000008483,
5,,Spine,3,0,Image 1,1,1,100000003,610000008487,
3,,Spine,3,0,Image 1,1,1,100000002,610000008491,
3,,Spine,3,0,Image 1,1,1,100000000,610000008494,
4,,Spine,3,2,Image 1,3,1,100000001,610000008500,
4,,Spine,3,3,Image 1,1,1,100000003,610000008505,
3,,Spine,3,0,Image 1,1,1,100000000,610000008508,
3,,Spine,3,8,Image 1,4,1,100000000,610000008510,
5,,Spine,3,0,Image 1,1,1,100000003,610000008515,
3,,Spine,3,2,Image 1,3,1,100000001,610000008518,
5,,Spine,3,0,Image 1,1,1,100000003,610000008522,
3,,Spine,3,11,Image 1,2,1,100000003,610000008524,
5,,Spine,3,0,Image 1,1,1,100000000,610000008529,
3,,Spine,3,3,Image 1,2,1,100000004,610000008531,
4,,Spine,3,6,Image 1,3,1,100000000,610000008535,
