
Soma Position X
 ==================== 
Soma Position X,Unit,Category,Collection,Time,FilamentID,ID,
2465.12,µm,Soma,Soma Position,1,100000000,800000000,
2416.11,µm,Soma,Soma Position,1,100000001,800000001,
2431.89,µm,Soma,Soma Position,1,100000002,800000002,
2403.43,µm,Soma,Soma Position,1,100000003,800000003,
2384.73,µm,Soma,Soma Position,1,100000004,800000004,
