
Spine Terminal Pt Position X
 ==================== 
Spine Terminal Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
2446.98,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000008330,
2426.15,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000008342,
2387.98,µm,Spine,Spine Terminal Pt Position,13,5,1,100000001,610000008350,
2388.98,µm,Spine,Spine Terminal Pt Position,13,5,1,100000001,610000008354,
2425.32,µm,Spine,Spine Terminal Pt Position,5,5,1,100000001,610000008360,
2478.82,µm,Spine,Spine Terminal Pt Position,3,1,1,100000000,610000008367,
2403.14,µm,Spine,Spine Terminal Pt Position,6,4,1,100000001,610000008370,
2401.82,µm,Spine,Spine Terminal Pt Position,2,1,1,100000003,610000008372,
2403.32,µm,Spine,Spine Terminal Pt Position,,,1,,610000008374,
2483.65,µm,Spine,Spine Terminal Pt Position,5,4,1,100000000,610000008387,
2461.98,µm,Spine,Spine Terminal Pt Position,,,1,,610000008389,
2471.32,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000008401,
2394.65,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000008403,
2421.18,µm,Spine,Spine Terminal Pt Position,14,4,1,100000003,610000008405,
2453.82,µm,Spine,Spine Terminal Pt Position,7,2,1,100000000,610000008409,
2396.32,µm,Spine,Spine Terminal Pt Position,6,4,1,100000001,610000008411,
2454.48,µm,Spine,Spine Terminal Pt Position,7,2,1,100000000,610000008414,
2465.82,µm,Spine,Spine Terminal Pt Position,9,5,1,100000000,610000008416,
2466.48,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000008420,
2447.98,µm,Spine,Spine Terminal Pt Position,2,1,1,100000002,610000008422,
2421.82,µm,Spine,Spine Terminal Pt Position,12,3,1,100000003,610000008426,
2403.82,µm,Spine,Spine Terminal Pt Position,,,1,,610000008428,
2461.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000008433,
2402.98,µm,Spine,Spine Terminal Pt Position,,,1,,610000008438,
2464.48,µm,Spine,Spine Terminal Pt Position,,,1,,610000008446,
2421.32,µm,Spine,Spine Terminal Pt Position,3,4,1,100000001,610000008450,
2387.98,µm,Spine,Spine Terminal Pt Position,,,1,,610000008452,
2429.32,µm,Spine,Spine Terminal Pt Position,13,1,1,100000003,610000008456,
2403.98,µm,Spine,Spine Terminal Pt Position,,,1,,610000008458,
2401.15,µm,Spine,Spine Terminal Pt Position,1,1,1,100000003,610000008464,
2431.15,µm,Spine,Spine Terminal Pt Position,4,5,1,100000001,610000008466,
2390.15,µm,Spine,Spine Terminal Pt Position,2,2,1,100000004,610000008476,
2410.82,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000008479,
2437.48,µm,Spine,Spine Terminal Pt Position,11,3,1,100000003,610000008483,
2402.82,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000008487,
2427.48,µm,Spine,Spine Terminal Pt Position,,,1,,610000008490,
2466.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000008493,
2393.65,µm,Spine,Spine Terminal Pt Position,3,1,1,100000003,610000008505,
2470.98,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000008508,
2464.15,µm,Spine,Spine Terminal Pt Position,8,4,1,100000000,610000008510,
2406.98,µm,Spine,Spine Terminal Pt Position,2,3,1,100000001,610000008518,
2400.82,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000008522,
2423.15,µm,Spine,Spine Terminal Pt Position,11,2,1,100000003,610000008524,
2463.98,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000008529,
2375.65,µm,Spine,Spine Terminal Pt Position,3,2,1,100000004,610000008531,
2482.95,µm,Spine,Spine Terminal Pt Position,6,3,1,100000000,610000008535,
2416.48,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000008538,
2480.98,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000008540,
2398.65,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000008542,
2469.67,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000008544,
2483.98,µm,Spine,Spine Terminal Pt Position,5,4,1,100000000,610000008547,
2467.82,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000008551,
2456.5,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000008557,
2415.82,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000008565,
2406.82,µm,Spine,Spine Terminal Pt Position,,,1,,610000008567,
2461.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000008575,
2411.32,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000008578,
2416.82,µm,Spine,Spine Terminal Pt Position,4,1,1,100000003,610000008585,
2432.48,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000008589,
2460.48,µm,Spine,Spine Terminal Pt Position,5,1,1,100000000,610000008601,
2416.32,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000008608,
2402.82,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000008640,
2471.65,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000008666,
2433.32,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000008862,
2471.65,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000008862,
2408.82,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000008862,
2432.98,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000008863,
2404.32,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000008863,
2406.82,µm,Spine,Spine Terminal Pt Position,6,5,1,,610000008864,
2432.82,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000008864,
2393.48,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000008864,
2490.16,µm,Spine,Spine Terminal Pt Position,11,4,1,,610000008864,
2410.82,µm,Spine,Spine Terminal Pt Position,5,4,1,,610000008865,
2397.78,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000008865,
2432.48,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000008865,
2487.65,µm,Spine,Spine Terminal Pt Position,10,4,1,,610000008865,
2410.33,µm,Spine,Spine Terminal Pt Position,5,4,1,,610000008866,
2443.37,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000008866,
2398.65,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000008866,
2483.15,µm,Spine,Spine Terminal Pt Position,9,4,1,,610000008866,
2444.65,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000008867,
2490.13,µm,Spine,Spine Terminal Pt Position,8,3,1,,610000008867,
2408.31,µm,Spine,Spine Terminal Pt Position,13,5,1,,610000008867,
2415.18,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000008868,
2400.48,µm,Spine,Spine Terminal Pt Position,14,5,1,,610000008868,
2430.15,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000008868,
2487.98,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000008868,
2416.48,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000008869,
2434.48,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000008869,
2478.65,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000008869,
2386.01,µm,Spine,Spine Terminal Pt Position,13,6,1,,610000008869,
2417.32,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000008870,
2426.98,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000008870,
2477.14,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000008870,
2391.32,µm,Spine,Spine Terminal Pt Position,12,5,1,,610000008870,
2429.82,µm,Spine,Spine Terminal Pt Position,,,1,,610000008871,
2428.48,µm,Spine,Spine Terminal Pt Position,7,2,1,,610000008871,
2473.83,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000008871,
2402.67,µm,Spine,Spine Terminal Pt Position,10,4,1,,610000008871,
2426.48,µm,Spine,Spine Terminal Pt Position,7,2,1,,610000008872,
2473.32,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000008872,
2395.32,µm,Spine,Spine Terminal Pt Position,10,4,1,,610000008872,
