
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
8.5364,,Surface,2,Image 1,1,0,
9.82214,,Surface,2,Image 1,1,1,
6.51181,,Surface,2,Image 1,1,2,
12.5922,,Surface,2,Image 1,1,3,
4.12535,,Surface,2,Image 1,1,4,
