
Spine Attachment Pt Branching Angle
 ==================== 
Spine Attachment Pt Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
95.7003,°,Spine,3,2,1,100000002,610000008330,
80.8902,°,Spine,6,3,1,100000001,610000008342,
64.0184,°,Spine,5,5,1,100000001,610000008360,
93.1175,°,Spine,3,1,1,100000000,610000008367,
75.8594,°,Spine,6,4,1,100000001,610000008370,
83.943,°,Spine,2,1,1,100000003,610000008372,
82.9749,°,Spine,0,1,1,100000003,610000008403,
84.4385,°,Spine,14,4,1,100000003,610000008405,
78.7138,°,Spine,6,4,1,100000001,610000008411,
67.6678,°,Spine,9,5,1,100000000,610000008416,
83.7551,°,Spine,2,1,1,100000000,610000008420,
52.1336,°,Spine,2,1,1,100000002,610000008422,
90.454,°,Spine,3,4,1,100000001,610000008450,
97.0563,°,Spine,13,1,1,100000003,610000008456,
108.209,°,Spine,2,2,1,100000004,610000008476,
76.0856,°,Spine,11,3,1,100000003,610000008483,
89.6681,°,Spine,2,3,1,100000001,610000008500,
77.5003,°,Spine,3,1,1,100000003,610000008505,
76.0018,°,Spine,0,1,1,100000000,610000008508,
93.2139,°,Spine,8,4,1,100000000,610000008510,
80.6457,°,Spine,2,3,1,100000001,610000008518,
85.0654,°,Spine,3,2,1,100000004,610000008531,
91.6872,°,Spine,6,3,1,100000000,610000008535,
83.4408,°,Spine,2,1,1,100000001,610000008538,
89.9398,°,Spine,4,1,1,100000000,610000008540,
91.0264,°,Spine,0,1,1,100000000,610000008544,
76.6336,°,Spine,3,2,1,100000000,610000008557,
81.18,°,Spine,4,1,1,100000003,610000008585,
89.7835,°,Spine,5,1,1,100000000,610000008601,
51.4534,°,Spine,4,4,1,100000000,610000008726,
89.1715,°,Spine,1,2,1,100000000,610000008727,
69.0788,°,Spine,1,2,1,100000000,610000008728,
82.0756,°,Spine,1,2,1,100000000,610000008729,
77.5194,°,Spine,11,4,1,100000000,610000008730,
87.2203,°,Spine,10,4,1,100000000,610000008731,
81.2662,°,Spine,9,4,1,100000000,610000008732,
119.841,°,Spine,8,3,1,100000000,610000008733,
72.9271,°,Spine,7,3,1,100000000,610000008734,
82.8666,°,Spine,3,1,1,100000000,610000008735,
57.7625,°,Spine,3,1,1,100000000,610000008736,
96.233,°,Spine,2,1,1,100000000,610000008737,
77.4014,°,Spine,0,1,1,100000000,610000008738,
77.4014,°,Spine,0,1,1,100000000,610000008739,
59.7868,°,Spine,2,2,1,100000000,610000008743,
85.8287,°,Spine,1,1,1,100000000,610000008744,
97.4985,°,Spine,1,2,1,100000000,610000008745,
85.1823,°,Spine,0,1,1,100000000,610000008746,
79.9351,°,Spine,0,1,1,100000000,610000008747,
72.4921,°,Spine,9,4,1,100000000,610000008753,
72.1486,°,Spine,2,1,1,100000000,610000008754,
85.4871,°,Spine,2,1,1,100000000,610000008755,
62.6183,°,Spine,2,1,1,100000000,610000008756,
73.6786,°,Spine,4,2,1,100000000,610000008757,
45.539,°,Spine,4,1,1,100000000,610000008760,
91.9731,°,Spine,6,3,1,100000000,610000008762,
74.3823,°,Spine,7,2,1,100000000,610000008763,
87.5975,°,Spine,8,2,1,100000000,610000008764,
84.2719,°,Spine,5,1,1,100000000,610000008766,
114.212,°,Spine,5,1,1,100000000,610000008767,
