
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2.55997,,Surface,2,Image 1,1,0,
3.10314,,Surface,2,Image 1,1,1,
2.53544,,Surface,2,Image 1,1,2,
4.28517,,Surface,2,Image 1,1,3,
1.81418,,Surface,2,Image 1,1,4,
