
Soma Intensity Mean Ch=1 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
83.6048,,Soma,1,Image 1,1,100000000,800000000,
70.7193,,Soma,1,Image 1,1,100000001,800000001,
59.2359,,Soma,1,Image 1,1,100000002,800000002,
67.522,,Soma,1,Image 1,1,100000003,800000003,
54.6179,,Soma,1,Image 1,1,100000004,800000004,
