
Spine Center Intensity Mean Ch=4 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.1,,Spine,4,3,Image 1,2,1,100000002,610000008330,
1.84615,,Spine,4,6,Image 1,3,1,100000001,610000008342,
1.22222,,Spine,4,13,Image 1,5,1,100000001,610000008350,
0.6,,Spine,4,13,Image 1,5,1,100000001,610000008354,
0,,Spine,4,5,Image 1,5,1,100000001,610000008360,
48.25,,Spine,4,3,Image 1,1,1,100000000,610000008367,
0.5,,Spine,4,6,Image 1,4,1,100000001,610000008370,
1,,Spine,4,2,Image 1,1,1,100000003,610000008372,
2.875,,Spine,4,0,Image 1,1,1,100000003,610000008380,
1.625,,Spine,4,5,Image 1,4,1,100000000,610000008387,
1,,Spine,4,0,Image 1,1,1,100000000,610000008393,
0.666667,,Spine,4,1,Image 1,1,1,100000000,610000008401,
3.33333,,Spine,4,0,Image 1,1,1,100000003,610000008403,
1.66667,,Spine,4,14,Image 1,4,1,100000003,610000008405,
1.2,,Spine,4,7,Image 1,2,1,100000000,610000008409,
1,,Spine,4,6,Image 1,4,1,100000001,610000008411,
1.75,,Spine,4,7,Image 1,2,1,100000000,610000008414,
7,,Spine,4,9,Image 1,5,1,100000000,610000008416,
1.4,,Spine,4,2,Image 1,1,1,100000000,610000008420,
20.6667,,Spine,4,2,Image 1,1,1,100000002,610000008422,
2.8,,Spine,4,12,Image 1,3,1,100000003,610000008426,
1,,Spine,4,0,Image 1,1,1,100000003,610000008431,
1,,Spine,4,0,Image 1,1,1,100000000,610000008436,
0.6,,Spine,4,0,Image 1,1,1,100000003,610000008441,
0.5,,Spine,4,0,Image 1,1,1,100000002,610000008444,
0.5,,Spine,4,0,Image 1,1,1,100000000,610000008448,
0.5,,Spine,4,3,Image 1,4,1,100000001,610000008450,
0.75,,Spine,4,2,Image 1,2,1,100000004,610000008454,
2.66667,,Spine,4,13,Image 1,1,1,100000003,610000008456,
1,,Spine,4,0,Image 1,1,1,100000003,610000008460,
2.5,,Spine,4,1,Image 1,1,1,100000003,610000008464,
1,,Spine,4,4,Image 1,5,1,100000001,610000008466,
1,,Spine,4,0,Image 1,1,1,100000003,610000008474,
1,,Spine,4,2,Image 1,2,1,100000004,610000008476,
3.25,,Spine,4,0,Image 1,1,1,100000001,610000008479,
1.5,,Spine,4,0,Image 1,1,1,100000003,610000008481,
0.666667,,Spine,4,11,Image 1,3,1,100000003,610000008483,
0.4,,Spine,4,0,Image 1,1,1,100000003,610000008487,
0.333333,,Spine,4,0,Image 1,1,1,100000002,610000008491,
9.33333,,Spine,4,0,Image 1,1,1,100000000,610000008494,
1.25,,Spine,4,2,Image 1,3,1,100000001,610000008500,
1.25,,Spine,4,3,Image 1,1,1,100000003,610000008505,
0.666667,,Spine,4,0,Image 1,1,1,100000000,610000008508,
0,,Spine,4,8,Image 1,4,1,100000000,610000008510,
1.8,,Spine,4,0,Image 1,1,1,100000003,610000008515,
2.33333,,Spine,4,2,Image 1,3,1,100000001,610000008518,
2.4,,Spine,4,0,Image 1,1,1,100000003,610000008522,
2.33333,,Spine,4,11,Image 1,2,1,100000003,610000008524,
1.8,,Spine,4,0,Image 1,1,1,100000000,610000008529,
