
Filament Volume (sum)
 ==================== 
Filament Volume (sum),Unit,Category,Time,ID,
613.406,µm^3,Filament,1,100000000,
553.7,µm^3,Filament,1,100000001,
126.84,µm^3,Filament,1,100000002,
599.385,µm^3,Filament,1,100000003,
42.1919,µm^3,Filament,1,100000004,
