
Segment Center Number of Voxel Ch=5 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
42,,Segment,5,6,Image 1,2,1,100000001,510000000046,
37,,Segment,5,5,Image 1,2,1,100000001,510000000082,
3,,Segment,5,4,Image 1,1,1,100000001,510000000084,
5,,Segment,5,3,Image 1,1,1,100000001,510000000088,
11,,Segment,5,2,Image 1,1,1,100000001,510000000098,
12,,Segment,5,1,Image 1,1,1,100000001,510000000109,
25,,Segment,5,0,Image 1,1,1,100000001,510000000137,
13,,Segment,5,5,Image 1,1,1,100000001,510000000174,
11,,Segment,5,3,Image 1,2,1,100000001,510000000184,
21,,Segment,5,4,Image 1,2,1,100000001,510000000204,
15,,Segment,5,2,Image 1,2,1,100000001,510000000218,
5,,Segment,5,1,Image 1,2,1,100000001,510000000222,
14,,Segment,5,7,Image 1,3,1,100000002,510000000235,
88,,Segment,5,6,Image 1,3,1,100000002,510000000322,
29,,Segment,5,5,Image 1,3,1,100000002,510000000350,
20,,Segment,5,4,Image 1,3,1,100000002,510000000369,
14,,Segment,5,3,Image 1,3,1,100000002,510000000382,
5,,Segment,5,2,Image 1,3,1,100000002,510000000386,
24,,Segment,5,1,Image 1,2,1,100000002,510000000409,
4,,Segment,5,0,Image 1,1,1,100000002,510000000418,
5,,Segment,5,7,Image 1,4,1,100000002,510000000442,
23,,Segment,5,6,Image 1,4,1,100000002,510000000464,
10,,Segment,5,8,Image 1,6,1,100000002,510000000473,
5,,Segment,5,7,Image 1,6,1,100000002,510000000477,
4,,Segment,5,6,Image 1,5,1,100000002,510000000480,
10,,Segment,5,5,Image 1,5,1,100000002,510000000489,
6,,Segment,5,4,Image 1,4,1,100000002,510000000494,
6,,Segment,5,7,Image 1,5,1,100000002,510000000500,
3,,Segment,5,6,Image 1,6,1,100000002,510000000502,
4,,Segment,5,5,Image 1,4,1,100000002,510000000506,
12,,Segment,5,3,Image 1,4,1,100000002,510000000517,
3,,Segment,5,2,Image 1,2,1,100000002,510000000519,
6,,Segment,5,6,Image 1,1,1,100000000,510000000524,
21,,Segment,5,5,Image 1,1,1,100000000,510000000544,
31,,Segment,5,4,Image 1,1,1,100000000,510000000574,
5,,Segment,5,3,Image 1,1,1,100000000,510000000578,
6,,Segment,5,2,Image 1,1,1,100000000,510000000583,
6,,Segment,5,1,Image 1,1,1,100000000,510000000588,
8,,Segment,5,0,Image 1,1,1,100000000,510000000597,
60,,Segment,5,1,Image 1,2,1,100000000,510000000671,
10,,Segment,5,0,Image 1,1,1,100000000,510000000690,
50,,Segment,5,3,Image 1,1,1,100000002,510000000740,
33,,Segment,5,2,Image 1,1,1,100000002,510000000772,
3,,Segment,5,1,Image 1,1,1,100000002,510000000774,
9,,Segment,5,0,Image 1,1,1,100000002,510000000790,
4,,Segment,5,3,Image 1,3,1,100000002,510000000794,
40,,Segment,5,2,Image 1,2,1,100000002,510000000833,
5,,Segment,5,1,Image 1,1,1,100000002,510000000837,
5,,Segment,5,3,Image 1,2,1,100000002,510000000841,
7,,Segment,5,3,Image 1,2,1,100000002,510000000847,
3,,Segment,5,6,Image 1,2,1,100000000,510000000850,
6,,Segment,5,3,Image 1,3,1,100000002,510000000855,
23,,Segment,5,2,Image 1,2,1,100000002,510000000877,
17,,Segment,5,5,Image 1,2,1,100000000,510000000893,
3,,Segment,5,3,Image 1,2,1,100000002,510000000895,
32,,Segment,5,0,Image 1,1,1,100000001,510000000931,
15,,Segment,5,1,Image 1,2,1,100000002,510000000972,
37,,Segment,5,0,Image 1,1,1,100000000,510000001008,
15,,Segment,5,4,Image 1,2,1,100000000,510000001031,
5,,Segment,5,2,Image 1,1,1,100000002,510000001035,
8,,Segment,5,3,Image 1,2,1,100000000,510000001042,
12,,Segment,5,2,Image 1,2,1,100000000,510000001053,
33,,Segment,5,1,Image 1,2,1,100000001,510000001085,
5,,Segment,5,0,Image 1,1,1,100000001,510000001093,
8,,Segment,5,1,Image 1,2,1,100000000,510000001100,
25,,Segment,5,0,Image 1,1,1,100000000,510000001132,
9,,Segment,5,0,Image 1,1,1,100000001,510000001142,
13,,Segment,5,0,Image 1,1,1,100000000,510000001259,
4,,Segment,5,2,Image 1,1,1,100000001,510000001277,
4,,Segment,5,1,Image 1,1,1,100000001,510000001280,
3,,Segment,5,2,Image 1,2,1,100000001,510000001289,
4,,Segment,5,0,Image 1,1,1,100000001,510000001293,
3,,Segment,5,0,Image 1,1,1,100000001,510000001300,
5,,Segment,5,0,Image 1,1,1,100000001,510000001326,
6,,Segment,5,0,Image 1,1,1,100000000,510000001375,
2,,Segment,5,1,Image 1,1,1,100000000,510000001392,
2,,Segment,5,6,Image 1,3,1,100000001,510000001395,
2,,Segment,5,5,Image 1,4,1,100000002,510000001399,
2,,Segment,5,8,Image 1,7,1,100000002,510000001400,
