
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
3.88199,,Surface,1,Image 1,1,0,
3.29332,,Surface,1,Image 1,1,1,
3.50023,,Surface,1,Image 1,1,2,
