
Soma Intensity Mean Ch=3 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
74.7298,,Soma,3,Image 1,1,100000000,800000000,
58.2782,,Soma,3,Image 1,1,100000001,800000001,
33.9612,,Soma,3,Image 1,1,100000002,800000002,
