
Segment Number of Voxel Ch=3 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
487,,Segment,3,6,Image 1,2,1,100000001,510000000046,
834,,Segment,3,5,Image 1,2,1,100000001,510000000082,
178,,Segment,3,4,Image 1,1,1,100000001,510000000084,
262,,Segment,3,3,Image 1,1,1,100000001,510000000088,
728,,Segment,3,2,Image 1,1,1,100000001,510000000098,
227,,Segment,3,1,Image 1,1,1,100000001,510000000109,
338,,Segment,3,0,Image 1,1,1,100000001,510000000137,
524,,Segment,3,5,Image 1,1,1,100000001,510000000174,
299,,Segment,3,3,Image 1,2,1,100000001,510000000184,
498,,Segment,3,4,Image 1,2,1,100000001,510000000204,
282,,Segment,3,2,Image 1,2,1,100000001,510000000218,
135,,Segment,3,1,Image 1,2,1,100000001,510000000222,
192,,Segment,3,7,Image 1,3,1,100000002,510000000235,
1696,,Segment,3,6,Image 1,3,1,100000002,510000000322,
767,,Segment,3,5,Image 1,3,1,100000002,510000000350,
524,,Segment,3,4,Image 1,3,1,100000002,510000000369,
408,,Segment,3,3,Image 1,3,1,100000002,510000000382,
197,,Segment,3,2,Image 1,3,1,100000002,510000000386,
304,,Segment,3,1,Image 1,2,1,100000002,510000000409,
251,,Segment,3,0,Image 1,1,1,100000002,510000000418,
97,,Segment,3,7,Image 1,4,1,100000002,510000000442,
390,,Segment,3,6,Image 1,4,1,100000002,510000000464,
184,,Segment,3,8,Image 1,6,1,100000002,510000000473,
84,,Segment,3,7,Image 1,6,1,100000002,510000000477,
107,,Segment,3,6,Image 1,5,1,100000002,510000000480,
231,,Segment,3,5,Image 1,5,1,100000002,510000000489,
202,,Segment,3,4,Image 1,4,1,100000002,510000000494,
232,,Segment,3,7,Image 1,5,1,100000002,510000000500,
88,,Segment,3,6,Image 1,6,1,100000002,510000000502,
153,,Segment,3,5,Image 1,4,1,100000002,510000000506,
191,,Segment,3,3,Image 1,4,1,100000002,510000000517,
276,,Segment,3,2,Image 1,2,1,100000002,510000000519,
149,,Segment,3,6,Image 1,1,1,100000000,510000000524,
649,,Segment,3,5,Image 1,1,1,100000000,510000000544,
838,,Segment,3,4,Image 1,1,1,100000000,510000000574,
267,,Segment,3,3,Image 1,1,1,100000000,510000000578,
321,,Segment,3,2,Image 1,1,1,100000000,510000000583,
361,,Segment,3,1,Image 1,1,1,100000000,510000000588,
326,,Segment,3,0,Image 1,1,1,100000000,510000000597,
1065,,Segment,3,1,Image 1,2,1,100000000,510000000671,
217,,Segment,3,0,Image 1,1,1,100000000,510000000690,
880,,Segment,3,3,Image 1,1,1,100000002,510000000740,
1457,,Segment,3,2,Image 1,1,1,100000002,510000000772,
462,,Segment,3,1,Image 1,1,1,100000002,510000000774,
478,,Segment,3,0,Image 1,1,1,100000002,510000000790,
114,,Segment,3,3,Image 1,3,1,100000002,510000000794,
529,,Segment,3,2,Image 1,2,1,100000002,510000000833,
239,,Segment,3,1,Image 1,1,1,100000002,510000000837,
139,,Segment,3,3,Image 1,2,1,100000002,510000000841,
180,,Segment,3,3,Image 1,2,1,100000002,510000000847,
97,,Segment,3,6,Image 1,2,1,100000000,510000000850,
118,,Segment,3,3,Image 1,3,1,100000002,510000000855,
821,,Segment,3,2,Image 1,2,1,100000002,510000000877,
359,,Segment,3,5,Image 1,2,1,100000000,510000000893,
114,,Segment,3,3,Image 1,2,1,100000002,510000000895,
1192,,Segment,3,0,Image 1,1,1,100000001,510000000931,
621,,Segment,3,1,Image 1,2,1,100000002,510000000972,
601,,Segment,3,0,Image 1,1,1,100000000,510000001008,
400,,Segment,3,4,Image 1,2,1,100000000,510000001031,
120,,Segment,3,2,Image 1,1,1,100000002,510000001035,
226,,Segment,3,3,Image 1,2,1,100000000,510000001042,
322,,Segment,3,2,Image 1,2,1,100000000,510000001053,
464,,Segment,3,1,Image 1,2,1,100000001,510000001085,
241,,Segment,3,0,Image 1,1,1,100000001,510000001093,
327,,Segment,3,1,Image 1,2,1,100000000,510000001100,
562,,Segment,3,0,Image 1,1,1,100000000,510000001132,
446,,Segment,3,0,Image 1,1,1,100000001,510000001142,
1089,,Segment,3,0,Image 1,1,1,100000000,510000001259,
146,,Segment,3,2,Image 1,1,1,100000001,510000001277,
178,,Segment,3,1,Image 1,1,1,100000001,510000001280,
96,,Segment,3,2,Image 1,2,1,100000001,510000001289,
373,,Segment,3,0,Image 1,1,1,100000001,510000001293,
292,,Segment,3,0,Image 1,1,1,100000001,510000001300,
115,,Segment,3,0,Image 1,1,1,100000001,510000001326,
217,,Segment,3,0,Image 1,1,1,100000000,510000001375,
108,,Segment,3,1,Image 1,1,1,100000000,510000001392,
61,,Segment,3,6,Image 1,3,1,100000001,510000001395,
88,,Segment,3,5,Image 1,4,1,100000002,510000001399,
52,,Segment,3,8,Image 1,7,1,100000002,510000001400,
