
Soma Intensity Median Ch=1 Img=1
 ==================== 
Soma Intensity Median,Unit,Category,Channel,Image,Time,FilamentID,ID,
1.03125,,Soma,1,Image 1,1,100000000,800000000,
1.00781,,Soma,1,Image 1,1,100000001,800000001,
1.03125,,Soma,1,Image 1,1,100000002,800000002,
