
Spine Attachment Pt Time
 ==================== 
Spine Attachment Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,0,1,1,100000000,610000001546,
0,s,Spine,6,3,1,100000002,610000001555,
0,s,Spine,6,2,1,100000001,610000001562,
0,s,Spine,1,2,1,100000000,610000001569,
0,s,Spine,6,1,1,100000000,610000001577,
0,s,Spine,5,3,1,100000002,610000001599,
0,s,Spine,0,1,1,100000000,610000001615,
0,s,Spine,0,1,1,100000000,610000001617,
0,s,Spine,6,3,1,100000002,610000001629,
0,s,Spine,5,2,1,100000000,610000001631,
0,s,Spine,0,1,1,100000001,610000001642,
0,s,Spine,0,1,1,100000002,610000001684,
0,s,Spine,3,1,1,100000002,610000001701,
0,s,Spine,5,2,1,100000001,610000001706,
0,s,Spine,5,3,1,100000002,610000001723,
0,s,Spine,6,3,1,100000002,610000001742,
0,s,Spine,3,1,1,100000002,610000001755,
0,s,Spine,6,3,1,100000002,610000001758,
0,s,Spine,6,3,1,100000002,610000001768,
0,s,Spine,1,2,1,100000000,610000001783,
0,s,Spine,0,1,1,,610000002017,
0,s,Spine,4,2,1,,610000002017,
0,s,Spine,0,1,1,,610000002018,
0,s,Spine,4,2,1,,610000002018,
0,s,Spine,2,2,1,,610000002018,
0,s,Spine,3,2,1,,610000002019,
0,s,Spine,4,1,1,,610000002019,
0,s,Spine,4,3,1,,610000002020,
0,s,Spine,5,2,1,,610000002020,
0,s,Spine,5,1,1,,610000002020,
0,s,Spine,4,3,1,,610000002021,
0,s,Spine,6,2,1,,610000002021,
0,s,Spine,5,2,1,,610000002021,
0,s,Spine,6,1,1,,610000002022,
0,s,Spine,6,3,1,,610000002022,
0,s,Spine,1,2,1,,610000002023,
0,s,Spine,5,2,1,,610000002023,
0,s,Spine,6,3,1,,610000002023,
0,s,Spine,6,2,1,,610000002024,
0,s,Spine,1,2,1,,610000002024,
0,s,Spine,6,3,1,,610000002024,
0,s,Spine,1,2,1,,610000002025,
0,s,Spine,0,1,1,,610000002025,
0,s,Spine,6,3,1,,610000002025,
0,s,Spine,0,1,1,,610000002026,
0,s,Spine,6,3,1,,610000002026,
0,s,Spine,0,1,1,,610000002027,
0,s,Spine,2,1,1,,610000002027,
0,s,Spine,0,1,1,,610000002028,
0,s,Spine,3,2,1,,610000002028,
0,s,Spine,1,2,1,,610000002029,
0,s,Spine,0,1,1,,610000002029,
0,s,Spine,1,2,1,,610000002030,
0,s,Spine,0,1,1,,610000002030,
0,s,Spine,3,1,1,,610000002030,
0,s,Spine,0,1,1,,610000002031,
0,s,Spine,0,1,1,,610000002033,
