
Spine Attachment Pt Distance from Origin
 ==================== 
Spine Attachment Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21788.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000000,610000001546,
21769.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000002,610000001555,
21775.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000001,610000001562,
21784.4,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000000,610000001569,
21780.6,µm,Spine,Spine Attachment Pt Distance from Origin,6,1,1,100000000,610000001577,
21768.3,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000002,610000001599,
21788.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000000,610000001615,
21787.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000000,610000001617,
21768.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000002,610000001629,
21781.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000000,610000001631,
21764.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000001642,
21763.2,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000001684,
21763.2,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,100000002,610000001701,
21771.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000001,610000001706,
21769.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000002,610000001723,
21769.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000002,610000001742,
21763.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,100000002,610000001755,
21769,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000002,610000001758,
21769,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000002,610000001768,
21785.8,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000000,610000001783,
21768.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002017,
21784.1,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000002017,
21769.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002018,
21783.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000002018,
21764.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000002018,
21770.2,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000002019,
21782.8,µm,Spine,Spine Attachment Pt Distance from Origin,4,1,1,,610000002019,
21766.8,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000002020,
21781.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000002020,
21769.9,µm,Spine,Spine Attachment Pt Distance from Origin,5,1,1,,610000002020,
21767.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000002021,
21780.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000002021,
21772.8,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000002021,
21780.6,µm,Spine,Spine Attachment Pt Distance from Origin,6,1,1,,610000002022,
21769.2,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000002022,
21785.9,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000002023,
21773.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000002023,
21769,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000002023,
21775.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000002024,
21786,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000002024,
21769,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000002024,
21785,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000002025,
21765.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002025,
21768.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000002025,
21788.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002026,
21768.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000002026,
21788.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002027,
21762.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000002027,
21788.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002028,
21763.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000002028,
21766.7,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000002029,
21789,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002029,
21767.8,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000002030,
21787.9,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002030,
21763.3,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000002030,
21764.6,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002031,
21768,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002033,
