
Spine Terminal Pt Diameter
 ==================== 
Spine Terminal Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.1625,µm,Spine,0,1,1,100000000,610000001542,
0.1625,µm,Spine,0,1,1,100000000,610000001546,
0.213281,µm,Spine,1,2,1,100000000,610000001550,
0.24375,µm,Spine,1,2,1,100000000,610000001553,
0.1625,µm,Spine,6,3,1,100000002,610000001555,
0.246076,µm,Spine,6,1,1,100000000,610000001559,
0.223185,µm,Spine,6,2,1,100000001,610000001562,
0.658694,µm,Spine,3,1,1,100000002,610000001567,
0.298939,µm,Spine,1,2,1,100000000,610000001569,
1.6051,µm,Spine,3,1,1,100000002,610000001575,
0.214556,µm,Spine,6,1,1,100000000,610000001577,
0.334345,µm,Spine,3,1,1,100000002,610000001581,
0.1625,µm,Spine,3,1,1,100000002,610000001587,
0.284142,µm,Spine,3,1,1,100000002,610000001592,
0.419539,µm,Spine,3,1,1,100000002,610000001597,
0.271006,µm,Spine,5,3,1,100000002,610000001599,
0.321017,µm,Spine,3,1,1,100000002,610000001606,
0.243819,µm,Spine,3,1,1,100000002,610000001611,
0.236268,µm,Spine,4,2,1,100000000,610000001613,
0.1625,µm,Spine,0,1,1,100000000,610000001615,
0.185858,µm,Spine,0,1,1,100000000,610000001617,
0.349204,µm,Spine,4,2,1,100000000,610000001619,
1.10981,µm,Spine,0,1,1,100000001,610000001622,
0.173926,µm,Spine,0,1,1,100000001,610000001627,
0.220142,µm,Spine,6,3,1,100000002,610000001629,
0.246998,µm,Spine,5,2,1,100000000,610000001631,
0.233594,µm,Spine,3,1,1,100000002,610000001635,
0.243819,µm,Spine,3,1,1,100000002,610000001640,
0.256628,µm,Spine,0,1,1,100000001,610000001642,
0.243819,µm,Spine,3,1,1,100000002,610000001646,
0.462194,µm,Spine,0,1,1,100000001,610000001651,
0.460462,µm,Spine,3,1,1,100000002,610000001655,
0.176644,µm,Spine,6,2,1,100000001,610000001657,
0.637305,µm,Spine,0,1,1,100000001,610000001660,
0.759578,µm,Spine,0,1,1,100000001,610000001664,
0.326983,µm,Spine,0,1,1,100000001,610000001668,
0.222129,µm,Spine,3,1,1,100000002,610000001671,
1.05625,µm,Spine,3,1,1,100000002,610000001674,
0.359562,µm,Spine,3,1,1,100000002,610000001681,
0.1625,µm,Spine,0,1,1,100000002,610000001684,
0.270737,µm,Spine,3,1,1,100000002,610000001687,
0.573198,µm,Spine,3,1,1,100000002,610000001690,
0.830577,µm,Spine,0,1,1,100000001,610000001695,
0.355914,µm,Spine,0,1,1,100000001,610000001699,
0.25749,µm,Spine,3,1,1,100000002,610000001701,
0.51543,µm,Spine,3,1,1,100000002,610000001703,
0.177734,µm,Spine,5,2,1,100000001,610000001706,
0.326983,µm,Spine,0,1,1,100000001,610000001710,
0.568125,µm,Spine,0,1,1,100000001,610000001713,
0.1625,µm,Spine,3,1,1,100000002,610000001715,
0.491626,µm,Spine,0,1,1,100000001,610000001718,
0.419539,µm,Spine,3,1,1,100000002,610000001721,
0.172656,µm,Spine,5,3,1,100000002,610000001723,
0.259319,µm,Spine,1,2,1,100000001,610000001725,
0.265649,µm,Spine,3,1,1,100000002,610000001727,
0.54585,µm,Spine,3,1,1,100000002,610000001730,
0.419539,µm,Spine,3,1,1,100000002,610000001733,
0.1625,µm,Spine,0,1,1,100000000,610000001735,
0.359562,µm,Spine,3,1,1,100000002,610000001739,
0.304586,µm,Spine,6,3,1,100000002,610000001742,
0.650791,µm,Spine,3,1,1,100000002,610000001745,
0.491328,µm,Spine,0,1,1,100000000,610000001751,
0.1625,µm,Spine,3,1,1,100000002,610000001755,
0.1625,µm,Spine,6,3,1,100000002,610000001758,
0.377764,µm,Spine,3,1,1,100000002,610000001764,
0.238423,µm,Spine,3,1,1,100000002,610000001766,
0.358008,µm,Spine,6,3,1,100000002,610000001768,
0.460462,µm,Spine,3,1,1,100000002,610000001770,
0.710937,µm,Spine,0,1,1,100000001,610000001774,
0.243819,µm,Spine,3,1,1,100000002,610000001776,
0.561412,µm,Spine,0,1,1,100000001,610000001778,
0.259242,µm,Spine,1,2,1,100000000,610000001783,
0.750029,µm,Spine,0,1,1,100000000,610000001785,
0.96741,µm,Spine,0,1,1,100000001,610000001790,
0.394242,µm,Spine,0,1,1,100000001,610000001792,
0.718484,µm,Spine,0,1,1,100000000,610000001795,
0.247845,µm,Spine,0,1,1,100000000,610000001799,
0.471007,µm,Spine,0,1,1,100000001,610000001804,
0.40625,µm,Spine,0,1,1,100000001,610000001807,
0.321017,µm,Spine,3,1,1,100000002,610000001810,
0.48121,µm,Spine,3,1,1,100000002,610000001812,
0.658694,µm,Spine,3,1,1,100000002,610000001819,
0.684277,µm,Spine,0,1,1,100000000,610000001822,
0.314525,µm,Spine,3,1,1,100000002,610000001826,
0.419539,µm,Spine,3,1,1,100000002,610000001828,
1.00969,µm,Spine,0,1,1,100000000,610000001831,
0.368759,µm,Spine,0,1,1,100000000,610000001836,
0.1625,µm,Spine,0,1,1,100000001,610000001840,
0.284142,µm,Spine,3,1,1,100000002,610000001843,
0.341943,µm,Spine,0,1,1,100000001,610000001846,
0.684859,µm,Spine,3,1,1,100000002,610000001849,
0.830577,µm,Spine,0,1,1,100000001,610000001852,
0.826026,µm,Spine,0,1,1,100000001,610000001854,
0.710937,µm,Spine,0,1,1,100000001,610000001857,
0.58169,µm,Spine,0,1,1,100000001,610000001859,
0.8125,µm,Spine,0,1,1,100000000,610000001862,
0.522751,µm,Spine,0,1,1,100000001,610000001868,
0.377764,µm,Spine,3,1,1,100000002,610000001872,
0.716494,µm,Spine,0,1,1,100000001,610000001878,
0.580888,µm,Spine,0,1,1,100000001,610000001881,
0.96741,µm,Spine,0,1,1,100000001,610000001888,
0.47418,µm,Spine,0,1,1,100000001,610000001892,
0.830577,µm,Spine,0,1,1,100000001,610000001894,
0.779052,µm,Spine,0,1,1,100000000,610000001897,
