
Segment Branch Depth
 ==================== 
Segment Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
6,,Segment,6,2,1,100000001,510000000046,
5,,Segment,5,2,1,100000001,510000000082,
4,,Segment,4,1,1,100000001,510000000084,
3,,Segment,3,1,1,100000001,510000000088,
2,,Segment,2,1,1,100000001,510000000098,
1,,Segment,1,1,1,100000001,510000000109,
0,,Segment,0,1,1,100000001,510000000137,
5,,Segment,5,1,1,100000001,510000000174,
3,,Segment,3,2,1,100000001,510000000184,
4,,Segment,4,2,1,100000001,510000000204,
2,,Segment,2,2,1,100000001,510000000218,
1,,Segment,1,2,1,100000001,510000000222,
7,,Segment,7,3,1,100000002,510000000235,
6,,Segment,6,3,1,100000002,510000000322,
5,,Segment,5,3,1,100000002,510000000350,
4,,Segment,4,3,1,100000002,510000000369,
3,,Segment,3,3,1,100000002,510000000382,
2,,Segment,2,3,1,100000002,510000000386,
1,,Segment,1,2,1,100000002,510000000409,
0,,Segment,0,1,1,100000002,510000000418,
7,,Segment,7,4,1,100000002,510000000442,
6,,Segment,6,4,1,100000002,510000000464,
8,,Segment,8,6,1,100000002,510000000473,
7,,Segment,7,6,1,100000002,510000000477,
6,,Segment,6,5,1,100000002,510000000480,
5,,Segment,5,5,1,100000002,510000000489,
4,,Segment,4,4,1,100000002,510000000494,
7,,Segment,7,5,1,100000002,510000000500,
6,,Segment,6,6,1,100000002,510000000502,
5,,Segment,5,4,1,100000002,510000000506,
3,,Segment,3,4,1,100000002,510000000517,
2,,Segment,2,2,1,100000002,510000000519,
6,,Segment,6,1,1,100000000,510000000524,
5,,Segment,5,1,1,100000000,510000000544,
4,,Segment,4,1,1,100000000,510000000574,
3,,Segment,3,1,1,100000000,510000000578,
2,,Segment,2,1,1,100000000,510000000583,
1,,Segment,1,1,1,100000000,510000000588,
0,,Segment,0,1,1,100000000,510000000597,
1,,Segment,1,2,1,100000000,510000000671,
0,,Segment,0,1,1,100000000,510000000690,
3,,Segment,3,1,1,100000002,510000000740,
2,,Segment,2,1,1,100000002,510000000772,
1,,Segment,1,1,1,100000002,510000000774,
0,,Segment,0,1,1,100000002,510000000790,
3,,Segment,3,3,1,100000002,510000000794,
2,,Segment,2,2,1,100000002,510000000833,
1,,Segment,1,1,1,100000002,510000000837,
3,,Segment,3,2,1,100000002,510000000841,
3,,Segment,3,2,1,100000002,510000000847,
6,,Segment,6,2,1,100000000,510000000850,
3,,Segment,3,3,1,100000002,510000000855,
2,,Segment,2,2,1,100000002,510000000877,
5,,Segment,5,2,1,100000000,510000000893,
3,,Segment,3,2,1,100000002,510000000895,
0,,Segment,0,1,1,100000001,510000000931,
1,,Segment,1,2,1,100000002,510000000972,
0,,Segment,0,1,1,100000000,510000001008,
4,,Segment,4,2,1,100000000,510000001031,
2,,Segment,2,1,1,100000002,510000001035,
3,,Segment,3,2,1,100000000,510000001042,
2,,Segment,2,2,1,100000000,510000001053,
1,,Segment,1,2,1,100000001,510000001085,
0,,Segment,0,1,1,100000001,510000001093,
1,,Segment,1,2,1,100000000,510000001100,
0,,Segment,0,1,1,100000000,510000001132,
0,,Segment,0,1,1,100000001,510000001142,
0,,Segment,0,1,1,100000000,510000001259,
2,,Segment,2,1,1,100000001,510000001277,
1,,Segment,1,1,1,100000001,510000001280,
2,,Segment,2,2,1,100000001,510000001289,
0,,Segment,0,1,1,100000001,510000001293,
0,,Segment,0,1,1,100000001,510000001300,
0,,Segment,0,1,1,100000001,510000001326,
0,,Segment,0,1,1,100000000,510000001375,
1,,Segment,1,1,1,100000000,510000001392,
6,,Segment,6,3,1,100000001,510000001395,
5,,Segment,5,4,1,100000002,510000001399,
8,,Segment,8,7,1,100000002,510000001400,
