
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
28.3103,,Surface,3,Image 1,1,0,
19.5789,,Surface,3,Image 1,1,1,
10.2799,,Surface,3,Image 1,1,2,
