
Spine Center Intensity Max Ch=3 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
76,,Spine,3,0,Image 1,1,1,100000000,610000001542,
76,,Spine,3,0,Image 1,1,1,100000000,610000001546,
38,,Spine,3,1,Image 1,2,1,100000000,610000001550,
44,,Spine,3,1,Image 1,2,1,100000000,610000001553,
55,,Spine,3,6,Image 1,3,1,100000002,610000001555,
46,,Spine,3,6,Image 1,1,1,100000000,610000001559,
44,,Spine,3,6,Image 1,2,1,100000001,610000001562,
67,,Spine,3,2,Image 1,1,1,100000002,610000001567,
26,,Spine,3,1,Image 1,2,1,100000000,610000001569,
45,,Spine,3,2,Image 1,1,1,100000002,610000001575,
46,,Spine,3,6,Image 1,1,1,100000000,610000001577,
58,,Spine,3,2,Image 1,1,1,100000002,610000001581,
132,,Spine,3,3,Image 1,1,1,100000002,610000001587,
60,,Spine,3,2,Image 1,1,1,100000002,610000001592,
67,,Spine,3,2,Image 1,1,1,100000002,610000001597,
55,,Spine,3,5,Image 1,3,1,100000002,610000001599,
90,,Spine,3,2,Image 1,1,1,100000002,610000001606,
66,,Spine,3,2,Image 1,1,1,100000002,610000001611,
21,,Spine,3,4,Image 1,2,1,100000000,610000001613,
32,,Spine,3,0,Image 1,1,1,100000000,610000001615,
23,,Spine,3,0,Image 1,1,1,100000000,610000001617,
50,,Spine,3,4,Image 1,2,1,100000000,610000001619,
41,,Spine,3,0,Image 1,1,1,100000001,610000001622,
81,,Spine,3,0,Image 1,1,1,100000001,610000001627,
53,,Spine,3,6,Image 1,3,1,100000002,610000001629,
24,,Spine,3,5,Image 1,2,1,100000000,610000001631,
132,,Spine,3,3,Image 1,1,1,100000002,610000001635,
60,,Spine,3,2,Image 1,1,1,100000002,610000001640,
58,,Spine,3,0,Image 1,1,1,100000001,610000001642,
52,,Spine,3,2,Image 1,1,1,100000002,610000001646,
83,,Spine,3,0,Image 1,1,1,100000001,610000001651,
72,,Spine,3,2,Image 1,1,1,100000002,610000001655,
7,,Spine,3,6,Image 1,2,1,100000001,610000001657,
41,,Spine,3,0,Image 1,1,1,100000001,610000001660,
