
Spine Neck Max Diameter
 ==================== 
Spine Neck Max Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,0,1,1,100000000,610000001926,
0,µm,Spine,0,1,1,100000000,610000001932,
0,µm,Spine,6,1,1,100000000,610000001942,
0,µm,Spine,6,2,1,100000000,610000001943,
0,µm,Spine,5,2,1,100000000,610000001944,
0,µm,Spine,4,1,1,100000000,610000001945,
0,µm,Spine,4,2,1,100000000,610000001946,
0,µm,Spine,4,2,1,100000000,610000001947,
0,µm,Spine,1,2,1,100000000,610000001948,
0,µm,Spine,1,2,1,100000000,610000001949,
0,µm,Spine,1,2,1,100000000,610000001950,
0,µm,Spine,0,1,1,100000000,610000001956,
0,µm,Spine,0,1,1,100000000,610000001957,
0,µm,Spine,0,1,1,100000000,610000001958,
0,µm,Spine,0,1,1,100000000,610000001959,
0,µm,Spine,0,1,1,100000000,610000001960,
0,µm,Spine,6,2,1,100000001,610000001964,
0,µm,Spine,5,2,1,100000001,610000001965,
0,µm,Spine,5,2,1,100000001,610000001966,
0,µm,Spine,5,2,1,100000001,610000001967,
0,µm,Spine,5,1,1,100000001,610000001968,
0,µm,Spine,3,2,1,100000001,610000001969,
0,µm,Spine,0,1,1,100000001,610000001970,
0,µm,Spine,0,1,1,100000001,610000001971,
0,µm,Spine,0,1,1,100000001,610000001977,
0,µm,Spine,0,1,1,100000001,610000001978,
0,µm,Spine,0,1,1,100000001,610000001979,
0,µm,Spine,0,1,1,100000001,610000001980,
0,µm,Spine,0,1,1,100000001,610000001981,
0,µm,Spine,1,2,1,100000001,610000001982,
0,µm,Spine,1,2,1,100000001,610000001983,
0,µm,Spine,2,1,1,100000001,610000001984,
0,µm,Spine,0,1,1,100000001,610000001985,
0,µm,Spine,6,3,1,100000002,610000001986,
0,µm,Spine,6,3,1,100000002,610000001987,
0,µm,Spine,6,3,1,100000002,610000001988,
0,µm,Spine,6,3,1,100000002,610000001989,
0,µm,Spine,6,3,1,100000002,610000001990,
0,µm,Spine,4,3,1,100000002,610000001991,
0,µm,Spine,4,3,1,100000002,610000001992,
0,µm,Spine,5,4,1,100000002,610000001993,
0,µm,Spine,2,2,1,100000002,610000001994,
0,µm,Spine,0,1,1,100000002,610000001995,
0,µm,Spine,3,1,1,100000002,610000001999,
0,µm,Spine,3,1,1,100000002,610000002000,
0,µm,Spine,3,2,1,100000002,610000002001,
0,µm,Spine,2,1,1,100000002,610000002002,
