
Soma Ellipsoid Axis A X
 ==================== 
Soma Ellipsoid Axis A X,Unit,Category,Collection,Time,FilamentID,ID,
0.0696828,µm,Soma,Soma Ellipsoid Axis A,1,100000000,800000000,
0.622104,µm,Soma,Soma Ellipsoid Axis A,1,100000001,800000001,
0.932687,µm,Soma,Soma Ellipsoid Axis A,1,100000002,800000002,
