
Spine Intensity Min Ch=2 Img=1
 ==================== 
Spine Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
11,,Spine,2,0,Image 1,1,1,100000000,610000001542,
11,,Spine,2,0,Image 1,1,1,100000000,610000001546,
2,,Spine,2,1,Image 1,2,1,100000000,610000001550,
0,,Spine,2,1,Image 1,2,1,100000000,610000001553,
2,,Spine,2,6,Image 1,3,1,100000002,610000001555,
6,,Spine,2,6,Image 1,1,1,100000000,610000001559,
7,,Spine,2,6,Image 1,2,1,100000001,610000001562,
5,,Spine,2,2,Image 1,1,1,100000002,610000001567,
2,,Spine,2,1,Image 1,2,1,100000000,610000001569,
1,,Spine,2,2,Image 1,1,1,100000002,610000001575,
9,,Spine,2,6,Image 1,1,1,100000000,610000001577,
15,,Spine,2,2,Image 1,1,1,100000002,610000001581,
13,,Spine,2,3,Image 1,1,1,100000002,610000001587,
9,,Spine,2,2,Image 1,1,1,100000002,610000001592,
12,,Spine,2,2,Image 1,1,1,100000002,610000001597,
2,,Spine,2,5,Image 1,3,1,100000002,610000001599,
16,,Spine,2,2,Image 1,1,1,100000002,610000001606,
17,,Spine,2,2,Image 1,1,1,100000002,610000001611,
4,,Spine,2,4,Image 1,2,1,100000000,610000001613,
2,,Spine,2,0,Image 1,1,1,100000000,610000001615,
1,,Spine,2,0,Image 1,1,1,100000000,610000001617,
5,,Spine,2,4,Image 1,2,1,100000000,610000001619,
0,,Spine,2,0,Image 1,1,1,100000001,610000001622,
17,,Spine,2,0,Image 1,1,1,100000001,610000001627,
3,,Spine,2,6,Image 1,3,1,100000002,610000001629,
7,,Spine,2,5,Image 1,2,1,100000000,610000001631,
2,,Spine,2,3,Image 1,1,1,100000002,610000001635,
33,,Spine,2,2,Image 1,1,1,100000002,610000001640,
1,,Spine,2,0,Image 1,1,1,100000001,610000001642,
13,,Spine,2,2,Image 1,1,1,100000002,610000001646,
14,,Spine,2,0,Image 1,1,1,100000001,610000001651,
8,,Spine,2,2,Image 1,1,1,100000002,610000001655,
7,,Spine,2,6,Image 1,2,1,100000001,610000001657,
13,,Spine,2,0,Image 1,1,1,100000001,610000001660,
5,,Spine,2,0,Image 1,1,1,100000001,610000001664,
14,,Spine,2,0,Image 1,1,1,100000001,610000001668,
15,,Spine,2,2,Image 1,1,1,100000002,610000001671,
9,,Spine,2,2,Image 1,1,1,100000002,610000001674,
14,,Spine,2,2,Image 1,1,1,100000002,610000001681,
8,,Spine,2,0,Image 1,1,1,100000002,610000001684,
15,,Spine,2,2,Image 1,1,1,100000002,610000001687,
10,,Spine,2,2,Image 1,1,1,100000002,610000001690,
15,,Spine,2,0,Image 1,1,1,100000001,610000001695,
3,,Spine,2,0,Image 1,1,1,100000001,610000001699,
8,,Spine,2,3,Image 1,1,1,100000002,610000001701,
10,,Spine,2,2,Image 1,1,1,100000002,610000001703,
10,,Spine,2,5,Image 1,2,1,100000001,610000001706,
11,,Spine,2,0,Image 1,1,1,100000001,610000001710,
5,,Spine,2,0,Image 1,1,1,100000001,610000001713,
26,,Spine,2,2,Image 1,1,1,100000002,610000001715,
8,,Spine,2,0,Image 1,1,1,100000001,610000001718,
12,,Spine,2,2,Image 1,1,1,100000002,610000001721,
6,,Spine,2,5,Image 1,3,1,100000002,610000001723,
6,,Spine,2,1,Image 1,2,1,100000001,610000001725,
16,,Spine,2,2,Image 1,1,1,100000002,610000001727,
14,,Spine,2,2,Image 1,1,1,100000002,610000001730,
13,,Spine,2,2,Image 1,1,1,100000002,610000001733,
7,,Spine,2,0,Image 1,1,1,100000000,610000001735,
16,,Spine,2,2,Image 1,1,1,100000002,610000001739,
3,,Spine,2,6,Image 1,3,1,100000002,610000001742,
3,,Spine,2,2,Image 1,1,1,100000002,610000001745,
17,,Spine,2,0,Image 1,1,1,100000000,610000001751,
4,,Spine,2,3,Image 1,1,1,100000002,610000001755,
13,,Spine,2,6,Image 1,3,1,100000002,610000001758,
25,,Spine,2,2,Image 1,1,1,100000002,610000001764,
12,,Spine,2,2,Image 1,1,1,100000002,610000001766,
4,,Spine,2,6,Image 1,3,1,100000002,610000001768,
8,,Spine,2,2,Image 1,1,1,100000002,610000001770,
6,,Spine,2,0,Image 1,1,1,100000001,610000001774,
27,,Spine,2,2,Image 1,1,1,100000002,610000001776,
24,,Spine,2,0,Image 1,1,1,100000001,610000001778,
6,,Spine,2,1,Image 1,2,1,100000000,610000001783,
11,,Spine,2,0,Image 1,1,1,100000000,610000001785,
1,,Spine,2,0,Image 1,1,1,100000001,610000001790,
2,,Spine,2,0,Image 1,1,1,100000001,610000001792,
11,,Spine,2,0,Image 1,1,1,100000000,610000001795,
16,,Spine,2,0,Image 1,1,1,100000000,610000001799,
14,,Spine,2,0,Image 1,1,1,100000001,610000001804,
11,,Spine,2,0,Image 1,1,1,100000001,610000001807,
23,,Spine,2,2,Image 1,1,1,100000002,610000001810,
10,,Spine,2,2,Image 1,1,1,100000002,610000001812,
5,,Spine,2,2,Image 1,1,1,100000002,610000001819,
14,,Spine,2,0,Image 1,1,1,100000000,610000001822,
32,,Spine,2,2,Image 1,1,1,100000002,610000001826,
22,,Spine,2,2,Image 1,1,1,100000002,610000001828,
5,,Spine,2,0,Image 1,1,1,100000000,610000001831,
15,,Spine,2,0,Image 1,1,1,100000000,610000001836,
39,,Spine,2,0,Image 1,1,1,100000001,610000001840,
32,,Spine,2,2,Image 1,1,1,100000002,610000001843,
15,,Spine,2,0,Image 1,1,1,100000001,610000001846,
6,,Spine,2,2,Image 1,1,1,100000002,610000001849,
15,,Spine,2,0,Image 1,1,1,100000001,610000001852,
15,,Spine,2,0,Image 1,1,1,100000001,610000001854,
8,,Spine,2,0,Image 1,1,1,100000001,610000001857,
15,,Spine,2,0,Image 1,1,1,100000001,610000001859,
9,,Spine,2,0,Image 1,1,1,100000000,610000001862,
21,,Spine,2,0,Image 1,1,1,100000001,610000001868,
25,,Spine,2,2,Image 1,1,1,100000002,610000001872,
14,,Spine,2,0,Image 1,1,1,100000001,610000001878,
4,,Spine,2,0,Image 1,1,1,100000001,610000001881,
1,,Spine,2,0,Image 1,1,1,100000001,610000001888,
11,,Spine,2,0,Image 1,1,1,100000001,610000001892,
9,,Spine,2,0,Image 1,1,1,100000001,610000001894,
10,,Spine,2,0,Image 1,1,1,100000000,610000001897,
12,,Spine,2,0,Image 1,1,1,100000001,610000001899,
6,,Spine,2,0,Image 1,1,1,100000000,610000001901,
49,,Spine,2,0,Image 1,1,1,100000000,610000001905,
5,,Spine,2,0,Image 1,1,1,100000001,610000001910,
31,,Spine,2,0,Image 1,1,1,100000000,610000001914,
35,,Spine,2,0,Image 1,1,1,100000000,610000001922,
17,,Spine,2,0,Image 1,1,1,100000001,610000001924,
21,,Spine,2,0,Image 1,1,1,100000000,610000001926,
17,,Spine,2,0,Image 1,1,1,100000000,610000001932,
8,,Spine,2,6,Image 1,1,1,100000000,610000001942,
8,,Spine,2,6,Image 1,2,1,100000000,610000001943,
7,,Spine,2,5,Image 1,2,1,100000000,610000001944,
6,,Spine,2,4,Image 1,1,1,100000000,610000001945,
9,,Spine,2,4,Image 1,2,1,100000000,610000001946,
9,,Spine,2,4,Image 1,2,1,100000000,610000001947,
13,,Spine,2,1,Image 1,2,1,100000000,610000001948,
5,,Spine,2,1,Image 1,2,1,100000000,610000001949,
1,,Spine,2,1,Image 1,2,1,100000000,610000001950,
13,,Spine,2,0,Image 1,1,1,100000000,610000001956,
10,,Spine,2,0,Image 1,1,1,100000000,610000001957,
8,,Spine,2,0,Image 1,1,1,100000000,610000001958,
3,,Spine,2,0,Image 1,1,1,100000000,610000001959,
3,,Spine,2,0,Image 1,1,1,100000000,610000001960,
7,,Spine,2,6,Image 1,2,1,100000001,610000001964,
4,,Spine,2,5,Image 1,2,1,100000001,610000001965,
4,,Spine,2,5,Image 1,2,1,100000001,610000001966,
3,,Spine,2,5,Image 1,2,1,100000001,610000001967,
5,,Spine,2,5,Image 1,1,1,100000001,610000001968,
7,,Spine,2,3,Image 1,2,1,100000001,610000001969,
8,,Spine,2,0,Image 1,1,1,100000001,610000001970,
2,,Spine,2,0,Image 1,1,1,100000001,610000001971,
18,,Spine,2,0,Image 1,1,1,100000001,610000001977,
5,,Spine,2,0,Image 1,1,1,100000001,610000001978,
4,,Spine,2,0,Image 1,1,1,100000001,610000001979,
17,,Spine,2,0,Image 1,1,1,100000001,610000001980,
2,,Spine,2,0,Image 1,1,1,100000001,610000001981,
24,,Spine,2,1,Image 1,2,1,100000001,610000001982,
6,,Spine,2,1,Image 1,2,1,100000001,610000001983,
16,,Spine,2,2,Image 1,1,1,100000001,610000001984,
21,,Spine,2,0,Image 1,1,1,100000001,610000001985,
3,,Spine,2,6,Image 1,3,1,100000002,610000001986,
18,,Spine,2,6,Image 1,3,1,100000002,610000001987,
4,,Spine,2,6,Image 1,3,1,100000002,610000001988,
10,,Spine,2,6,Image 1,3,1,100000002,610000001989,
4,,Spine,2,6,Image 1,3,1,100000002,610000001990,
4,,Spine,2,4,Image 1,3,1,100000002,610000001991,
7,,Spine,2,4,Image 1,3,1,100000002,610000001992,
2,,Spine,2,5,Image 1,4,1,100000002,610000001993,
7,,Spine,2,2,Image 1,2,1,100000002,610000001994,
14,,Spine,2,0,Image 1,1,1,100000002,610000001995,
14,,Spine,2,3,Image 1,1,1,100000002,610000001999,
15,,Spine,2,3,Image 1,1,1,100000002,610000002000,
5,,Spine,2,3,Image 1,2,1,100000002,610000002001,
9,,Spine,2,2,Image 1,1,1,100000002,610000002002,
