
Spine Part Max Diameter
 ==================== 
Spine Part Max Diameter Ground,Spine Part Max Diameter Head,Spine Part Max Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.24688,0.1625,0.1625,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001542,
0.24688,0.1625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001546,
0.283208,0.1625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001615,
0.502704,0.185858,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001617,
0.29341,1.10981,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001622,
0.351252,0.208203,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001627,
0.417138,0.256628,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001642,
0.639844,0.559267,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001651,
0.573476,0.637305,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001660,
0.435114,0.759578,0.667885,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001664,
0.284156,0.326983,0.355914,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001668,
0.427414,0.1625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000001684,
0.608196,0.830577,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001695,
0.531848,0.355914,0.40304,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001699,
0.40304,0.326983,0.355914,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001710,
0.385146,0.568125,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001713,
0.424023,0.491626,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001718,
0.275356,0.1625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001735,
0.33641,0.491328,0.491671,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001751,
0.495815,0.710937,0.52019,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001774,
0.561412,0.561412,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001778,
0.750029,0.750029,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001785,
0.532683,0.96741,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001790,
0.599718,0.394242,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001792,
0.718484,0.718484,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001795,
0.460478,0.247845,0.221722,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001799,
0.567796,0.471007,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001804,
0.485596,0.40625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001807,
0.700464,0.684277,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001822,
0.832812,1.00969,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001831,
0.411158,0.368759,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001836,
0.265332,0.1625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001840,
0.560982,0.341943,0.458724,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001846,
0.735838,0.830577,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001852,
0.826026,0.826026,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001854,
0.52019,0.710937,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001857,
0.58169,0.58169,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001859,
0.8125,0.8125,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001862,
