
Soma Intensity Sum Ch=1 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
29393,,Soma,1,Image 1,1,100000000,800000000,
24086,,Soma,1,Image 1,1,100000001,800000001,
38352,,Soma,1,Image 1,1,100000002,800000002,
