
Spine Number of Voxel Ch=1 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
51,,Spine,1,0,Image 1,1,1,100000000,610000001542,
46,,Spine,1,0,Image 1,1,1,100000000,610000001546,
114,,Spine,1,1,Image 1,2,1,100000000,610000001550,
106,,Spine,1,1,Image 1,2,1,100000000,610000001553,
73,,Spine,1,6,Image 1,3,1,100000002,610000001555,
143,,Spine,1,6,Image 1,1,1,100000000,610000001559,
108,,Spine,1,6,Image 1,2,1,100000001,610000001562,
395,,Spine,1,2,Image 1,1,1,100000002,610000001567,
85,,Spine,1,1,Image 1,2,1,100000000,610000001569,
4093,,Spine,1,2,Image 1,1,1,100000002,610000001575,
117,,Spine,1,6,Image 1,1,1,100000000,610000001577,
88,,Spine,1,2,Image 1,1,1,100000002,610000001581,
153,,Spine,1,3,Image 1,1,1,100000002,610000001587,
56,,Spine,1,2,Image 1,1,1,100000002,610000001592,
137,,Spine,1,2,Image 1,1,1,100000002,610000001597,
144,,Spine,1,5,Image 1,3,1,100000002,610000001599,
59,,Spine,1,2,Image 1,1,1,100000002,610000001606,
425,,Spine,1,2,Image 1,1,1,100000002,610000001611,
74,,Spine,1,4,Image 1,2,1,100000000,610000001613,
49,,Spine,1,0,Image 1,1,1,100000000,610000001615,
233,,Spine,1,0,Image 1,1,1,100000000,610000001617,
127,,Spine,1,4,Image 1,2,1,100000000,610000001619,
1701,,Spine,1,0,Image 1,1,1,100000001,610000001622,
78,,Spine,1,0,Image 1,1,1,100000001,610000001627,
69,,Spine,1,6,Image 1,3,1,100000002,610000001629,
118,,Spine,1,5,Image 1,2,1,100000000,610000001631,
246,,Spine,1,3,Image 1,1,1,100000002,610000001635,
72,,Spine,1,2,Image 1,1,1,100000002,610000001640,
160,,Spine,1,0,Image 1,1,1,100000001,610000001642,
128,,Spine,1,2,Image 1,1,1,100000002,610000001646,
417,,Spine,1,0,Image 1,1,1,100000001,610000001651,
494,,Spine,1,2,Image 1,1,1,100000002,610000001655,
53,,Spine,1,6,Image 1,2,1,100000001,610000001657,
381,,Spine,1,0,Image 1,1,1,100000001,610000001660,
582,,Spine,1,0,Image 1,1,1,100000001,610000001664,
105,,Spine,1,0,Image 1,1,1,100000001,610000001668,
190,,Spine,1,2,Image 1,1,1,100000002,610000001671,
1466,,Spine,1,2,Image 1,1,1,100000002,610000001674,
495,,Spine,1,2,Image 1,1,1,100000002,610000001681,
140,,Spine,1,0,Image 1,1,1,100000002,610000001684,
357,,Spine,1,2,Image 1,1,1,100000002,610000001687,
233,,Spine,1,2,Image 1,1,1,100000002,610000001690,
875,,Spine,1,0,Image 1,1,1,100000001,610000001695,
224,,Spine,1,0,Image 1,1,1,100000001,610000001699,
119,,Spine,1,3,Image 1,1,1,100000002,610000001701,
239,,Spine,1,2,Image 1,1,1,100000002,610000001703,
148,,Spine,1,5,Image 1,2,1,100000001,610000001706,
162,,Spine,1,0,Image 1,1,1,100000001,610000001710,
243,,Spine,1,0,Image 1,1,1,100000001,610000001713,
22,,Spine,1,2,Image 1,1,1,100000002,610000001715,
227,,Spine,1,0,Image 1,1,1,100000001,610000001718,
116,,Spine,1,2,Image 1,1,1,100000002,610000001721,
105,,Spine,1,5,Image 1,3,1,100000002,610000001723,
87,,Spine,1,1,Image 1,2,1,100000001,610000001725,
91,,Spine,1,2,Image 1,1,1,100000002,610000001727,
506,,Spine,1,2,Image 1,1,1,100000002,610000001730,
128,,Spine,1,2,Image 1,1,1,100000002,610000001733,
49,,Spine,1,0,Image 1,1,1,100000000,610000001735,
278,,Spine,1,2,Image 1,1,1,100000002,610000001739,
178,,Spine,1,6,Image 1,3,1,100000002,610000001742,
379,,Spine,1,2,Image 1,1,1,100000002,610000001745,
215,,Spine,1,0,Image 1,1,1,100000000,610000001751,
151,,Spine,1,3,Image 1,1,1,100000002,610000001755,
166,,Spine,1,6,Image 1,3,1,100000002,610000001758,
97,,Spine,1,2,Image 1,1,1,100000002,610000001764,
30,,Spine,1,2,Image 1,1,1,100000002,610000001766,
