
Segment Branching Angle B
 ==================== 
Segment Branching Angle B,Unit,Category,Depth,Level,Time,FilamentID,ID,
33.8226,°,Segment,6,2,1,100000001,510000000046,
110.335,°,Segment,5,2,1,100000001,510000000082,
68.5132,°,Segment,4,1,1,100000001,510000000084,
32.8782,°,Segment,3,1,1,100000001,510000000088,
46.8039,°,Segment,2,1,1,100000001,510000000098,
25.2256,°,Segment,1,1,1,100000001,510000000109,
0,°,Segment,0,1,1,100000001,510000000137,
50.7024,°,Segment,5,1,1,100000001,510000000174,
58.5341,°,Segment,3,2,1,100000001,510000000184,
69.2718,°,Segment,4,2,1,100000001,510000000204,
35.6118,°,Segment,2,2,1,100000001,510000000218,
83.0272,°,Segment,1,2,1,100000001,510000000222,
54.1234,°,Segment,7,3,1,100000002,510000000235,
59.0066,°,Segment,6,3,1,100000002,510000000322,
40.4482,°,Segment,5,3,1,100000002,510000000350,
26.2372,°,Segment,4,3,1,100000002,510000000369,
6.37714,°,Segment,3,3,1,100000002,510000000382,
1.93452,°,Segment,2,3,1,100000002,510000000386,
47.3099,°,Segment,1,2,1,100000002,510000000409,
0,°,Segment,0,1,1,100000002,510000000418,
98.2582,°,Segment,7,4,1,100000002,510000000442,
59.1647,°,Segment,6,4,1,100000002,510000000464,
23.3902,°,Segment,8,6,1,100000002,510000000473,
61.7557,°,Segment,7,6,1,100000002,510000000477,
12.6278,°,Segment,6,5,1,100000002,510000000480,
25.8053,°,Segment,5,5,1,100000002,510000000489,
53.7333,°,Segment,4,4,1,100000002,510000000494,
78.6746,°,Segment,7,5,1,100000002,510000000500,
102.066,°,Segment,6,6,1,100000002,510000000502,
65.7875,°,Segment,5,4,1,100000002,510000000506,
46.0186,°,Segment,3,4,1,100000002,510000000517,
109.891,°,Segment,2,2,1,100000002,510000000519,
57.8484,°,Segment,6,1,1,100000000,510000000524,
34.4723,°,Segment,5,1,1,100000000,510000000544,
24.4476,°,Segment,4,1,1,100000000,510000000574,
25.4146,°,Segment,3,1,1,100000000,510000000578,
50.3942,°,Segment,2,1,1,100000000,510000000583,
6.44634,°,Segment,1,1,1,100000000,510000000588,
0,°,Segment,0,1,1,100000000,510000000597,
12.6608,°,Segment,1,2,1,100000000,510000000671,
0,°,Segment,0,1,1,100000000,510000000690,
14.9416,°,Segment,3,1,1,100000002,510000000740,
20.5154,°,Segment,2,1,1,100000002,510000000772,
51.3087,°,Segment,1,1,1,100000002,510000000774,
0,°,Segment,0,1,1,100000002,510000000790,
84.4279,°,Segment,3,3,1,100000002,510000000794,
41.4957,°,Segment,2,2,1,100000002,510000000833,
64.0798,°,Segment,1,1,1,100000002,510000000837,
25.1126,°,Segment,3,2,1,100000002,510000000841,
71.0796,°,Segment,3,2,1,100000002,510000000847,
61.6793,°,Segment,6,2,1,100000000,510000000850,
72.2884,°,Segment,3,3,1,100000002,510000000855,
37.228,°,Segment,2,2,1,100000002,510000000877,
58.5081,°,Segment,5,2,1,100000000,510000000893,
56.288,°,Segment,3,2,1,100000002,510000000895,
0,°,Segment,0,1,1,100000001,510000000931,
69.3484,°,Segment,1,2,1,100000002,510000000972,
0,°,Segment,0,1,1,100000000,510000001008,
80.3184,°,Segment,4,2,1,100000000,510000001031,
31.6428,°,Segment,2,1,1,100000002,510000001035,
97.3081,°,Segment,3,2,1,100000000,510000001042,
64.8884,°,Segment,2,2,1,100000000,510000001053,
67.2742,°,Segment,1,2,1,100000001,510000001085,
0,°,Segment,0,1,1,100000001,510000001093,
67.5708,°,Segment,1,2,1,100000000,510000001100,
0,°,Segment,0,1,1,100000000,510000001132,
0,°,Segment,0,1,1,100000001,510000001142,
0,°,Segment,0,1,1,100000000,510000001259,
21.0533,°,Segment,2,1,1,100000001,510000001277,
49.3441,°,Segment,1,1,1,100000001,510000001280,
84.369,°,Segment,2,2,1,100000001,510000001289,
0,°,Segment,0,1,1,100000001,510000001293,
0,°,Segment,0,1,1,100000001,510000001300,
0,°,Segment,0,1,1,100000001,510000001326,
0,°,Segment,0,1,1,100000000,510000001375,
90.9513,°,Segment,1,1,1,100000000,510000001392,
51.0654,°,Segment,6,3,1,100000001,510000001395,
79.3449,°,Segment,5,4,1,100000002,510000001399,
46.0795,°,Segment,8,7,1,100000002,510000001400,
