
Segment Straightness
 ==================== 
Segment Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.587105,,Segment,6,2,1,100000001,510000000046,
0.854986,,Segment,5,2,1,100000001,510000000082,
0.995759,,Segment,4,1,1,100000001,510000000084,
0.938333,,Segment,3,1,1,100000001,510000000088,
0.885677,,Segment,2,1,1,100000001,510000000098,
0.964109,,Segment,1,1,1,100000001,510000000109,
0.882718,,Segment,0,1,1,100000001,510000000137,
0.903451,,Segment,5,1,1,100000001,510000000174,
0.861208,,Segment,3,2,1,100000001,510000000184,
0.846098,,Segment,4,2,1,100000001,510000000204,
0.961822,,Segment,2,2,1,100000001,510000000218,
0.994903,,Segment,1,2,1,100000001,510000000222,
0.969599,,Segment,7,3,1,100000002,510000000235,
0.910078,,Segment,6,3,1,100000002,510000000322,
0.980255,,Segment,5,3,1,100000002,510000000350,
0.975506,,Segment,4,3,1,100000002,510000000369,
0.978733,,Segment,3,3,1,100000002,510000000382,
0.996036,,Segment,2,3,1,100000002,510000000386,
0.934309,,Segment,1,2,1,100000002,510000000409,
0.974834,,Segment,0,1,1,100000002,510000000418,
0.997846,,Segment,7,4,1,100000002,510000000442,
0.876934,,Segment,6,4,1,100000002,510000000464,
0.967811,,Segment,8,6,1,100000002,510000000473,
0.984613,,Segment,7,6,1,100000002,510000000477,
0.961855,,Segment,6,5,1,100000002,510000000480,
0.955914,,Segment,5,5,1,100000002,510000000489,
0.996455,,Segment,4,4,1,100000002,510000000494,
0.976361,,Segment,7,5,1,100000002,510000000500,
0.99725,,Segment,6,6,1,100000002,510000000502,
0.989295,,Segment,5,4,1,100000002,510000000506,
0.857998,,Segment,3,4,1,100000002,510000000517,
0.993262,,Segment,2,2,1,100000002,510000000519,
0.908175,,Segment,6,1,1,100000000,510000000524,
0.963506,,Segment,5,1,1,100000000,510000000544,
0.967791,,Segment,4,1,1,100000000,510000000574,
0.981203,,Segment,3,1,1,100000000,510000000578,
0.967701,,Segment,2,1,1,100000000,510000000583,
0.967304,,Segment,1,1,1,100000000,510000000588,
0.990265,,Segment,0,1,1,100000000,510000000597,
0.838334,,Segment,1,2,1,100000000,510000000671,
0.938071,,Segment,0,1,1,100000000,510000000690,
0.799811,,Segment,3,1,1,100000002,510000000740,
0.917183,,Segment,2,1,1,100000002,510000000772,
0.99058,,Segment,1,1,1,100000002,510000000774,
0.965529,,Segment,0,1,1,100000002,510000000790,
0.99874,,Segment,3,3,1,100000002,510000000794,
0.856273,,Segment,2,2,1,100000002,510000000833,
0.948318,,Segment,1,1,1,100000002,510000000837,
0.979319,,Segment,3,2,1,100000002,510000000841,
0.964613,,Segment,3,2,1,100000002,510000000847,
0.944551,,Segment,6,2,1,100000000,510000000850,
0.941666,,Segment,3,3,1,100000002,510000000855,
0.919621,,Segment,2,2,1,100000002,510000000877,
0.902758,,Segment,5,2,1,100000000,510000000893,
0.996475,,Segment,3,2,1,100000002,510000000895,
0.86373,,Segment,0,1,1,100000001,510000000931,
0.864973,,Segment,1,2,1,100000002,510000000972,
0.681889,,Segment,0,1,1,100000000,510000001008,
0.908208,,Segment,4,2,1,100000000,510000001031,
0.983231,,Segment,2,1,1,100000002,510000001035,
0.97453,,Segment,3,2,1,100000000,510000001042,
0.995524,,Segment,2,2,1,100000000,510000001053,
0.952254,,Segment,1,2,1,100000001,510000001085,
0.991426,,Segment,0,1,1,100000001,510000001093,
0.980236,,Segment,1,2,1,100000000,510000001100,
0.916898,,Segment,0,1,1,100000000,510000001132,
0.945547,,Segment,0,1,1,100000001,510000001142,
0.901034,,Segment,0,1,1,100000000,510000001259,
0.973432,,Segment,2,1,1,100000001,510000001277,
0.996166,,Segment,1,1,1,100000001,510000001280,
0.99306,,Segment,2,2,1,100000001,510000001289,
0.988054,,Segment,0,1,1,100000001,510000001293,
0.997353,,Segment,0,1,1,100000001,510000001300,
0.963193,,Segment,0,1,1,100000001,510000001326,
0.991785,,Segment,0,1,1,100000000,510000001375,
1,,Segment,1,1,1,100000000,510000001392,
1,,Segment,6,3,1,100000001,510000001395,
1,,Segment,5,4,1,100000002,510000001399,
1,,Segment,8,7,1,100000002,510000001400,
