
Soma Intensity Max Ch=4 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
68,,Soma,4,Image 1,1,100000000,800000000,
30,,Soma,4,Image 1,1,100000001,800000001,
82,,Soma,4,Image 1,1,100000002,800000002,
