
Spine Center Number of Voxel Ch=1 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
6,,Spine,1,0,Image 1,1,1,100000000,610000001542,
5,,Spine,1,0,Image 1,1,1,100000000,610000001546,
5,,Spine,1,1,Image 1,2,1,100000000,610000001550,
4,,Spine,1,1,Image 1,2,1,100000000,610000001553,
3,,Spine,1,6,Image 1,3,1,100000002,610000001555,
3,,Spine,1,6,Image 1,1,1,100000000,610000001559,
4,,Spine,1,6,Image 1,2,1,100000001,610000001562,
5,,Spine,1,2,Image 1,1,1,100000002,610000001567,
3,,Spine,1,1,Image 1,2,1,100000000,610000001569,
6,,Spine,1,2,Image 1,1,1,100000002,610000001575,
3,,Spine,1,6,Image 1,1,1,100000000,610000001577,
4,,Spine,1,2,Image 1,1,1,100000002,610000001581,
6,,Spine,1,3,Image 1,1,1,100000002,610000001587,
5,,Spine,1,2,Image 1,1,1,100000002,610000001592,
5,,Spine,1,2,Image 1,1,1,100000002,610000001597,
3,,Spine,1,5,Image 1,3,1,100000002,610000001599,
6,,Spine,1,2,Image 1,1,1,100000002,610000001606,
5,,Spine,1,2,Image 1,1,1,100000002,610000001611,
3,,Spine,1,4,Image 1,2,1,100000000,610000001613,
3,,Spine,1,0,Image 1,1,1,100000000,610000001615,
3,,Spine,1,0,Image 1,1,1,100000000,610000001617,
3,,Spine,1,4,Image 1,2,1,100000000,610000001619,
3,,Spine,1,0,Image 1,1,1,100000001,610000001622,
5,,Spine,1,0,Image 1,1,1,100000001,610000001627,
3,,Spine,1,6,Image 1,3,1,100000002,610000001629,
3,,Spine,1,5,Image 1,2,1,100000000,610000001631,
5,,Spine,1,3,Image 1,1,1,100000002,610000001635,
5,,Spine,1,2,Image 1,1,1,100000002,610000001640,
3,,Spine,1,0,Image 1,1,1,100000001,610000001642,
4,,Spine,1,2,Image 1,1,1,100000002,610000001646,
5,,Spine,1,0,Image 1,1,1,100000001,610000001651,
4,,Spine,1,2,Image 1,1,1,100000002,610000001655,
3,,Spine,1,6,Image 1,2,1,100000001,610000001657,
3,,Spine,1,0,Image 1,1,1,100000001,610000001660,
4,,Spine,1,0,Image 1,1,1,100000001,610000001664,
4,,Spine,1,0,Image 1,1,1,100000001,610000001668,
3,,Spine,1,2,Image 1,1,1,100000002,610000001671,
3,,Spine,1,2,Image 1,1,1,100000002,610000001674,
5,,Spine,1,2,Image 1,1,1,100000002,610000001681,
3,,Spine,1,0,Image 1,1,1,100000002,610000001684,
3,,Spine,1,2,Image 1,1,1,100000002,610000001687,
3,,Spine,1,2,Image 1,1,1,100000002,610000001690,
5,,Spine,1,0,Image 1,1,1,100000001,610000001695,
4,,Spine,1,0,Image 1,1,1,100000001,610000001699,
3,,Spine,1,3,Image 1,1,1,100000002,610000001701,
2,,Spine,1,2,Image 1,1,1,100000002,610000001703,
4,,Spine,1,5,Image 1,2,1,100000001,610000001706,
4,,Spine,1,0,Image 1,1,1,100000001,610000001710,
3,,Spine,1,0,Image 1,1,1,100000001,610000001713,
2,,Spine,1,2,Image 1,1,1,100000002,610000001715,
3,,Spine,1,0,Image 1,1,1,100000001,610000001718,
3,,Spine,1,2,Image 1,1,1,100000002,610000001721,
3,,Spine,1,5,Image 1,3,1,100000002,610000001723,
3,,Spine,1,1,Image 1,2,1,100000001,610000001725,
2,,Spine,1,2,Image 1,1,1,100000002,610000001727,
2,,Spine,1,2,Image 1,1,1,100000002,610000001730,
3,,Spine,1,2,Image 1,1,1,100000002,610000001733,
3,,Spine,1,0,Image 1,1,1,100000000,610000001735,
3,,Spine,1,2,Image 1,1,1,100000002,610000001739,
4,,Spine,1,6,Image 1,3,1,100000002,610000001742,
2,,Spine,1,2,Image 1,1,1,100000002,610000001745,
4,,Spine,1,0,Image 1,1,1,100000000,610000001751,
4,,Spine,1,3,Image 1,1,1,100000002,610000001755,
4,,Spine,1,6,Image 1,3,1,100000002,610000001758,
3,,Spine,1,2,Image 1,1,1,100000002,610000001764,
2,,Spine,1,2,Image 1,1,1,100000002,610000001766,
3,,Spine,1,6,Image 1,3,1,100000002,610000001768,
2,,Spine,1,2,Image 1,1,1,100000002,610000001770,
4,,Spine,1,0,Image 1,1,1,100000001,610000001774,
2,,Spine,1,2,Image 1,1,1,100000002,610000001776,
2,,Spine,1,0,Image 1,1,1,100000001,610000001778,
5,,Spine,1,1,Image 1,2,1,100000000,610000001783,
2,,Spine,1,0,Image 1,1,1,100000000,610000001785,
5,,Spine,1,0,Image 1,1,1,100000001,610000001790,
3,,Spine,1,0,Image 1,1,1,100000001,610000001792,
2,,Spine,1,0,Image 1,1,1,100000000,610000001795,
4,,Spine,1,0,Image 1,1,1,100000000,610000001799,
3,,Spine,1,0,Image 1,1,1,100000001,610000001804,
3,,Spine,1,0,Image 1,1,1,100000001,610000001807,
3,,Spine,1,2,Image 1,1,1,100000002,610000001810,
2,,Spine,1,2,Image 1,1,1,100000002,610000001812,
2,,Spine,1,2,Image 1,1,1,100000002,610000001819,
3,,Spine,1,0,Image 1,1,1,100000000,610000001822,
2,,Spine,1,2,Image 1,1,1,100000002,610000001826,
2,,Spine,1,2,Image 1,1,1,100000002,610000001828,
3,,Spine,1,0,Image 1,1,1,100000000,610000001831,
3,,Spine,1,0,Image 1,1,1,100000000,610000001836,
2,,Spine,1,0,Image 1,1,1,100000001,610000001840,
2,,Spine,1,2,Image 1,1,1,100000002,610000001843,
4,,Spine,1,0,Image 1,1,1,100000001,610000001846,
2,,Spine,1,2,Image 1,1,1,100000002,610000001849,
3,,Spine,1,0,Image 1,1,1,100000001,610000001852,
2,,Spine,1,0,Image 1,1,1,100000001,610000001854,
3,,Spine,1,0,Image 1,1,1,100000001,610000001857,
2,,Spine,1,0,Image 1,1,1,100000001,610000001859,
2,,Spine,1,0,Image 1,1,1,100000000,610000001862,
3,,Spine,1,0,Image 1,1,1,100000001,610000001868,
2,,Spine,1,2,Image 1,1,1,100000002,610000001872,
2,,Spine,1,0,Image 1,1,1,100000001,610000001878,
2,,Spine,1,0,Image 1,1,1,100000001,610000001881,
3,,Spine,1,0,Image 1,1,1,100000001,610000001888,
2,,Spine,1,0,Image 1,1,1,100000001,610000001892,
2,,Spine,1,0,Image 1,1,1,100000001,610000001894,
2,,Spine,1,0,Image 1,1,1,100000000,610000001897,
