
Spine Center Intensity Median Ch=5 Img=1
 ==================== 
Spine Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,5,0,Image 1,1,1,100000000,610000001542,
0,,Spine,5,0,Image 1,1,1,100000000,610000001546,
0,,Spine,5,1,Image 1,2,1,100000000,610000001550,
0,,Spine,5,1,Image 1,2,1,100000000,610000001553,
0,,Spine,5,6,Image 1,3,1,100000002,610000001555,
0,,Spine,5,6,Image 1,1,1,100000000,610000001559,
0,,Spine,5,6,Image 1,2,1,100000001,610000001562,
0,,Spine,5,2,Image 1,1,1,100000002,610000001567,
0,,Spine,5,1,Image 1,2,1,100000000,610000001569,
0,,Spine,5,2,Image 1,1,1,100000002,610000001575,
0,,Spine,5,6,Image 1,1,1,100000000,610000001577,
0,,Spine,5,2,Image 1,1,1,100000002,610000001581,
0.0625,,Spine,5,3,Image 1,1,1,100000002,610000001587,
0,,Spine,5,2,Image 1,1,1,100000002,610000001592,
0,,Spine,5,2,Image 1,1,1,100000002,610000001597,
18.0156,,Spine,5,5,Image 1,3,1,100000002,610000001599,
0,,Spine,5,2,Image 1,1,1,100000002,610000001606,
0,,Spine,5,2,Image 1,1,1,100000002,610000001611,
0,,Spine,5,4,Image 1,2,1,100000000,610000001613,
0,,Spine,5,0,Image 1,1,1,100000000,610000001615,
0,,Spine,5,0,Image 1,1,1,100000000,610000001617,
22.0312,,Spine,5,4,Image 1,2,1,100000000,610000001619,
0,,Spine,5,0,Image 1,1,1,100000001,610000001622,
0,,Spine,5,0,Image 1,1,1,100000001,610000001627,
0,,Spine,5,6,Image 1,3,1,100000002,610000001629,
0,,Spine,5,5,Image 1,2,1,100000000,610000001631,
0.0625,,Spine,5,3,Image 1,1,1,100000002,610000001635,
0,,Spine,5,2,Image 1,1,1,100000002,610000001640,
0,,Spine,5,0,Image 1,1,1,100000001,610000001642,
0,,Spine,5,2,Image 1,1,1,100000002,610000001646,
0,,Spine,5,0,Image 1,1,1,100000001,610000001651,
0,,Spine,5,2,Image 1,1,1,100000002,610000001655,
0,,Spine,5,6,Image 1,2,1,100000001,610000001657,
0,,Spine,5,0,Image 1,1,1,100000001,610000001660,
0,,Spine,5,0,Image 1,1,1,100000001,610000001664,
0,,Spine,5,0,Image 1,1,1,100000001,610000001668,
0,,Spine,5,2,Image 1,1,1,100000002,610000001671,
0,,Spine,5,2,Image 1,1,1,100000002,610000001674,
0,,Spine,5,2,Image 1,1,1,100000002,610000001681,
0,,Spine,5,0,Image 1,1,1,100000002,610000001684,
0,,Spine,5,2,Image 1,1,1,100000002,610000001687,
0,,Spine,5,2,Image 1,1,1,100000002,610000001690,
0,,Spine,5,0,Image 1,1,1,100000001,610000001695,
0,,Spine,5,0,Image 1,1,1,100000001,610000001699,
0.015625,,Spine,5,3,Image 1,1,1,100000002,610000001701,
0,,Spine,5,2,Image 1,1,1,100000002,610000001703,
10.0625,,Spine,5,5,Image 1,2,1,100000001,610000001706,
0,,Spine,5,0,Image 1,1,1,100000001,610000001710,
0,,Spine,5,0,Image 1,1,1,100000001,610000001713,
0,,Spine,5,2,Image 1,1,1,100000002,610000001715,
0,,Spine,5,0,Image 1,1,1,100000001,610000001718,
0,,Spine,5,2,Image 1,1,1,100000002,610000001721,
0,,Spine,5,5,Image 1,3,1,100000002,610000001723,
0.03125,,Spine,5,1,Image 1,2,1,100000001,610000001725,
0,,Spine,5,2,Image 1,1,1,100000002,610000001727,
0,,Spine,5,2,Image 1,1,1,100000002,610000001730,
0,,Spine,5,2,Image 1,1,1,100000002,610000001733,
0,,Spine,5,0,Image 1,1,1,100000000,610000001735,
0,,Spine,5,2,Image 1,1,1,100000002,610000001739,
0,,Spine,5,6,Image 1,3,1,100000002,610000001742,
0,,Spine,5,2,Image 1,1,1,100000002,610000001745,
0,,Spine,5,0,Image 1,1,1,100000000,610000001751,
11.0313,,Spine,5,3,Image 1,1,1,100000002,610000001755,
0,,Spine,5,6,Image 1,3,1,100000002,610000001758,
0,,Spine,5,2,Image 1,1,1,100000002,610000001764,
0,,Spine,5,2,Image 1,1,1,100000002,610000001766,
0,,Spine,5,6,Image 1,3,1,100000002,610000001768,
0,,Spine,5,2,Image 1,1,1,100000002,610000001770,
0,,Spine,5,0,Image 1,1,1,100000001,610000001774,
0,,Spine,5,2,Image 1,1,1,100000002,610000001776,
0,,Spine,5,0,Image 1,1,1,100000001,610000001778,
35.0625,,Spine,5,1,Image 1,2,1,100000000,610000001783,
0,,Spine,5,0,Image 1,1,1,100000000,610000001785,
0,,Spine,5,0,Image 1,1,1,100000001,610000001790,
0,,Spine,5,0,Image 1,1,1,100000001,610000001792,
0,,Spine,5,0,Image 1,1,1,100000000,610000001795,
0,,Spine,5,0,Image 1,1,1,100000000,610000001799,
0,,Spine,5,0,Image 1,1,1,100000001,610000001804,
0,,Spine,5,0,Image 1,1,1,100000001,610000001807,
0,,Spine,5,2,Image 1,1,1,100000002,610000001810,
0,,Spine,5,2,Image 1,1,1,100000002,610000001812,
0,,Spine,5,2,Image 1,1,1,100000002,610000001819,
0,,Spine,5,0,Image 1,1,1,100000000,610000001822,
0,,Spine,5,2,Image 1,1,1,100000002,610000001826,
0,,Spine,5,2,Image 1,1,1,100000002,610000001828,
0,,Spine,5,0,Image 1,1,1,100000000,610000001831,
0,,Spine,5,0,Image 1,1,1,100000000,610000001836,
0,,Spine,5,0,Image 1,1,1,100000001,610000001840,
0,,Spine,5,2,Image 1,1,1,100000002,610000001843,
0,,Spine,5,0,Image 1,1,1,100000001,610000001846,
0,,Spine,5,2,Image 1,1,1,100000002,610000001849,
0,,Spine,5,0,Image 1,1,1,100000001,610000001852,
0,,Spine,5,0,Image 1,1,1,100000001,610000001854,
0,,Spine,5,0,Image 1,1,1,100000001,610000001857,
0,,Spine,5,0,Image 1,1,1,100000001,610000001859,
0,,Spine,5,0,Image 1,1,1,100000000,610000001862,
0,,Spine,5,0,Image 1,1,1,100000001,610000001868,
0,,Spine,5,2,Image 1,1,1,100000002,610000001872,
0,,Spine,5,0,Image 1,1,1,100000001,610000001878,
0,,Spine,5,0,Image 1,1,1,100000001,610000001881,
0,,Spine,5,0,Image 1,1,1,100000001,610000001888,
0,,Spine,5,0,Image 1,1,1,100000001,610000001892,
0,,Spine,5,0,Image 1,1,1,100000001,610000001894,
0,,Spine,5,0,Image 1,1,1,100000000,610000001897,
0,,Spine,5,0,Image 1,1,1,100000001,610000001899,
0,,Spine,5,0,Image 1,1,1,100000000,610000001901,
0,,Spine,5,0,Image 1,1,1,100000000,610000001905,
0,,Spine,5,0,Image 1,1,1,100000001,610000001910,
0,,Spine,5,0,Image 1,1,1,100000000,610000001914,
0,,Spine,5,0,Image 1,1,1,100000000,610000001922,
0,,Spine,5,0,Image 1,1,1,100000001,610000001924,
0,,Spine,5,0,Image 1,1,1,100000000,610000001926,
0,,Spine,5,0,Image 1,1,1,100000000,610000001932,
0,,Spine,5,6,Image 1,1,1,100000000,610000001942,
0,,Spine,5,6,Image 1,2,1,100000000,610000001943,
0,,Spine,5,5,Image 1,2,1,100000000,610000001944,
3.50391,,Spine,5,4,Image 1,1,1,100000000,610000001945,
0,,Spine,5,4,Image 1,2,1,100000000,610000001946,
24.0039,,Spine,5,4,Image 1,2,1,100000000,610000001947,
0,,Spine,5,1,Image 1,2,1,100000000,610000001948,
7.00781,,Spine,5,1,Image 1,2,1,100000000,610000001949,
0,,Spine,5,1,Image 1,2,1,100000000,610000001950,
0,,Spine,5,0,Image 1,1,1,100000000,610000001956,
0,,Spine,5,0,Image 1,1,1,100000000,610000001957,
0,,Spine,5,0,Image 1,1,1,100000000,610000001958,
0,,Spine,5,0,Image 1,1,1,100000000,610000001959,
0,,Spine,5,0,Image 1,1,1,100000000,610000001960,
0,,Spine,5,6,Image 1,2,1,100000001,610000001964,
0,,Spine,5,5,Image 1,2,1,100000001,610000001965,
8.01562,,Spine,5,5,Image 1,2,1,100000001,610000001966,
0,,Spine,5,5,Image 1,2,1,100000001,610000001967,
0,,Spine,5,5,Image 1,1,1,100000001,610000001968,
0,,Spine,5,3,Image 1,2,1,100000001,610000001969,
0,,Spine,5,0,Image 1,1,1,100000001,610000001970,
0,,Spine,5,0,Image 1,1,1,100000001,610000001971,
0,,Spine,5,0,Image 1,1,1,100000001,610000001977,
0,,Spine,5,0,Image 1,1,1,100000001,610000001978,
0,,Spine,5,0,Image 1,1,1,100000001,610000001979,
0,,Spine,5,0,Image 1,1,1,100000001,610000001980,
0,,Spine,5,0,Image 1,1,1,100000001,610000001981,
19.5312,,Spine,5,1,Image 1,2,1,100000001,610000001982,
14.5156,,Spine,5,1,Image 1,2,1,100000001,610000001983,
0,,Spine,5,2,Image 1,1,1,100000001,610000001984,
0,,Spine,5,0,Image 1,1,1,100000001,610000001985,
0,,Spine,5,6,Image 1,3,1,100000002,610000001986,
0,,Spine,5,6,Image 1,3,1,100000002,610000001987,
37.5312,,Spine,5,6,Image 1,3,1,100000002,610000001988,
10.0156,,Spine,5,6,Image 1,3,1,100000002,610000001989,
0,,Spine,5,6,Image 1,3,1,100000002,610000001990,
0,,Spine,5,4,Image 1,3,1,100000002,610000001991,
0,,Spine,5,4,Image 1,3,1,100000002,610000001992,
0,,Spine,5,5,Image 1,4,1,100000002,610000001993,
0,,Spine,5,2,Image 1,2,1,100000002,610000001994,
0,,Spine,5,0,Image 1,1,1,100000002,610000001995,
32.5625,,Spine,5,3,Image 1,1,1,100000002,610000001999,
32.5625,,Spine,5,3,Image 1,1,1,100000002,610000002000,
34.5312,,Spine,5,3,Image 1,2,1,100000002,610000002001,
0,,Spine,5,2,Image 1,1,1,100000002,610000002002,
