
Spine Center Intensity Sum Ch=2 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
179,,Spine,2,0,Image 1,1,1,100000000,610000001542,
143,,Spine,2,0,Image 1,1,1,100000000,610000001546,
131,,Spine,2,1,Image 1,2,1,100000000,610000001550,
96,,Spine,2,1,Image 1,2,1,100000000,610000001553,
77,,Spine,2,6,Image 1,3,1,100000002,610000001555,
106,,Spine,2,6,Image 1,1,1,100000000,610000001559,
105,,Spine,2,6,Image 1,2,1,100000001,610000001562,
186,,Spine,2,2,Image 1,1,1,100000002,610000001567,
56,,Spine,2,1,Image 1,2,1,100000000,610000001569,
222,,Spine,2,2,Image 1,1,1,100000002,610000001575,
124,,Spine,2,6,Image 1,1,1,100000000,610000001577,
164,,Spine,2,2,Image 1,1,1,100000002,610000001581,
283,,Spine,2,3,Image 1,1,1,100000002,610000001587,
193,,Spine,2,2,Image 1,1,1,100000002,610000001592,
207,,Spine,2,2,Image 1,1,1,100000002,610000001597,
88,,Spine,2,5,Image 1,3,1,100000002,610000001599,
308,,Spine,2,2,Image 1,1,1,100000002,610000001606,
248,,Spine,2,2,Image 1,1,1,100000002,610000001611,
50,,Spine,2,4,Image 1,2,1,100000000,610000001613,
48,,Spine,2,0,Image 1,1,1,100000000,610000001615,
31,,Spine,2,0,Image 1,1,1,100000000,610000001617,
85,,Spine,2,4,Image 1,2,1,100000000,610000001619,
90,,Spine,2,0,Image 1,1,1,100000001,610000001622,
268,,Spine,2,0,Image 1,1,1,100000001,610000001627,
109,,Spine,2,6,Image 1,3,1,100000002,610000001629,
71,,Spine,2,5,Image 1,2,1,100000000,610000001631,
282,,Spine,2,3,Image 1,1,1,100000002,610000001635,
257,,Spine,2,2,Image 1,1,1,100000002,610000001640,
97,,Spine,2,0,Image 1,1,1,100000001,610000001642,
158,,Spine,2,2,Image 1,1,1,100000002,610000001646,
263,,Spine,2,0,Image 1,1,1,100000001,610000001651,
185,,Spine,2,2,Image 1,1,1,100000002,610000001655,
91,,Spine,2,6,Image 1,2,1,100000001,610000001657,
112,,Spine,2,0,Image 1,1,1,100000001,610000001660,
174,,Spine,2,0,Image 1,1,1,100000001,610000001664,
152,,Spine,2,0,Image 1,1,1,100000001,610000001668,
107,,Spine,2,2,Image 1,1,1,100000002,610000001671,
157,,Spine,2,2,Image 1,1,1,100000002,610000001674,
259,,Spine,2,2,Image 1,1,1,100000002,610000001681,
127,,Spine,2,0,Image 1,1,1,100000002,610000001684,
105,,Spine,2,2,Image 1,1,1,100000002,610000001687,
97,,Spine,2,2,Image 1,1,1,100000002,610000001690,
283,,Spine,2,0,Image 1,1,1,100000001,610000001695,
203,,Spine,2,0,Image 1,1,1,100000001,610000001699,
130,,Spine,2,3,Image 1,1,1,100000002,610000001701,
71,,Spine,2,2,Image 1,1,1,100000002,610000001703,
199,,Spine,2,5,Image 1,2,1,100000001,610000001706,
177,,Spine,2,0,Image 1,1,1,100000001,610000001710,
116,,Spine,2,0,Image 1,1,1,100000001,610000001713,
98,,Spine,2,2,Image 1,1,1,100000002,610000001715,
117,,Spine,2,0,Image 1,1,1,100000001,610000001718,
142,,Spine,2,2,Image 1,1,1,100000002,610000001721,
114,,Spine,2,5,Image 1,3,1,100000002,610000001723,
158,,Spine,2,1,Image 1,2,1,100000001,610000001725,
75,,Spine,2,2,Image 1,1,1,100000002,610000001727,
75,,Spine,2,2,Image 1,1,1,100000002,610000001730,
166,,Spine,2,2,Image 1,1,1,100000002,610000001733,
