
Spine Area
 ==================== 
Spine Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.436433,µm^2,Spine,0,1,1,100000000,610000001542,
0.327524,µm^2,Spine,0,1,1,100000000,610000001546,
0.625909,µm^2,Spine,1,2,1,100000000,610000001550,
0.565525,µm^2,Spine,1,2,1,100000000,610000001553,
0.249301,µm^2,Spine,6,3,1,100000002,610000001555,
0.811411,µm^2,Spine,6,1,1,100000000,610000001559,
0.363852,µm^2,Spine,6,2,1,100000001,610000001562,
1.32431,µm^2,Spine,3,1,1,100000002,610000001567,
0.44361,µm^2,Spine,1,2,1,100000000,610000001569,
6.41768,µm^2,Spine,3,1,1,100000002,610000001575,
0.485324,µm^2,Spine,6,1,1,100000000,610000001577,
0.47302,µm^2,Spine,3,1,1,100000002,610000001581,
0.394406,µm^2,Spine,3,1,1,100000002,610000001587,
0.447479,µm^2,Spine,3,1,1,100000002,610000001592,
0.672427,µm^2,Spine,3,1,1,100000002,610000001597,
0.340749,µm^2,Spine,5,3,1,100000002,610000001599,
0.453113,µm^2,Spine,3,1,1,100000002,610000001606,
0.817439,µm^2,Spine,3,1,1,100000002,610000001611,
0.318885,µm^2,Spine,4,2,1,100000000,610000001613,
0.169465,µm^2,Spine,0,1,1,100000000,610000001615,
0.463301,µm^2,Spine,0,1,1,100000000,610000001617,
0.430132,µm^2,Spine,4,2,1,100000000,610000001619,
2.94653,µm^2,Spine,0,1,1,100000001,610000001622,
0.372964,µm^2,Spine,0,1,1,100000001,610000001627,
0.277333,µm^2,Spine,6,3,1,100000002,610000001629,
0.302435,µm^2,Spine,5,2,1,100000000,610000001631,
0.669204,µm^2,Spine,3,1,1,100000002,610000001635,
0.58671,µm^2,Spine,3,1,1,100000002,610000001640,
0.461332,µm^2,Spine,0,1,1,100000001,610000001642,
0.34081,µm^2,Spine,3,1,1,100000002,610000001646,
1.06901,µm^2,Spine,0,1,1,100000001,610000001651,
1.11075,µm^2,Spine,3,1,1,100000002,610000001655,
0.234201,µm^2,Spine,6,2,1,100000001,610000001657,
0.931835,µm^2,Spine,0,1,1,100000001,610000001660,
1.53981,µm^2,Spine,0,1,1,100000001,610000001664,
0.53042,µm^2,Spine,0,1,1,100000001,610000001668,
0.0867722,µm^2,Spine,3,1,1,100000002,610000001671,
2.47941,µm^2,Spine,3,1,1,100000002,610000001674,
0.843256,µm^2,Spine,3,1,1,100000002,610000001681,
0.259403,µm^2,Spine,0,1,1,100000002,610000001684,
0.249386,µm^2,Spine,3,1,1,100000002,610000001687,
0.712107,µm^2,Spine,3,1,1,100000002,610000001690,
1.98633,µm^2,Spine,0,1,1,100000001,610000001695,
0.407604,µm^2,Spine,0,1,1,100000001,610000001699,
0.376621,µm^2,Spine,3,1,1,100000002,610000001701,
0.41731,µm^2,Spine,3,1,1,100000002,610000001703,
0.3001,µm^2,Spine,5,2,1,100000001,610000001706,
0.419288,µm^2,Spine,0,1,1,100000001,610000001710,
0.765194,µm^2,Spine,0,1,1,100000001,610000001713,
0.0967969,µm^2,Spine,3,1,1,100000002,610000001715,
0.812224,µm^2,Spine,0,1,1,100000001,610000001718,
0.508808,µm^2,Spine,3,1,1,100000002,610000001721,
0.259585,µm^2,Spine,5,3,1,100000002,610000001723,
0.436689,µm^2,Spine,1,2,1,100000001,610000001725,
0.140948,µm^2,Spine,3,1,1,100000002,610000001727,
0.468022,µm^2,Spine,3,1,1,100000002,610000001730,
0.422125,µm^2,Spine,3,1,1,100000002,610000001733,
0.169022,µm^2,Spine,0,1,1,100000000,610000001735,
0.346399,µm^2,Spine,3,1,1,100000002,610000001739,
0.49469,µm^2,Spine,6,3,1,100000002,610000001742,
0.665279,µm^2,Spine,3,1,1,100000002,610000001745,
0.83051,µm^2,Spine,0,1,1,100000000,610000001751,
0.495415,µm^2,Spine,3,1,1,100000002,610000001755,
0.323128,µm^2,Spine,6,3,1,100000002,610000001758,
0.403552,µm^2,Spine,3,1,1,100000002,610000001764,
0.117509,µm^2,Spine,3,1,1,100000002,610000001766,
0.410388,µm^2,Spine,6,3,1,100000002,610000001768,
0.333048,µm^2,Spine,3,1,1,100000002,610000001770,
1.28496,µm^2,Spine,0,1,1,100000001,610000001774,
0.102764,µm^2,Spine,3,1,1,100000002,610000001776,
0.495089,µm^2,Spine,0,1,1,100000001,610000001778,
0.490158,µm^2,Spine,1,2,1,100000000,610000001783,
0.88364,µm^2,Spine,0,1,1,100000000,610000001785,
2.36604,µm^2,Spine,0,1,1,100000001,610000001790,
0.355128,µm^2,Spine,0,1,1,100000001,610000001792,
0.810874,µm^2,Spine,0,1,1,100000000,610000001795,
0.248046,µm^2,Spine,0,1,1,100000000,610000001799,
0.432375,µm^2,Spine,0,1,1,100000001,610000001804,
0.374462,µm^2,Spine,0,1,1,100000001,610000001807,
0.335291,µm^2,Spine,3,1,1,100000002,610000001810,
0.44969,µm^2,Spine,3,1,1,100000002,610000001812,
0.681534,µm^2,Spine,3,1,1,100000002,610000001819,
0.885976,µm^2,Spine,0,1,1,100000000,610000001822,
0.189923,µm^2,Spine,3,1,1,100000002,610000001826,
0.27648,µm^2,Spine,3,1,1,100000002,610000001828,
2.01619,µm^2,Spine,0,1,1,100000000,610000001831,
0.435532,µm^2,Spine,0,1,1,100000000,610000001836,
0.0469967,µm^2,Spine,0,1,1,100000001,610000001840,
0.191434,µm^2,Spine,3,1,1,100000002,610000001843,
0.564086,µm^2,Spine,0,1,1,100000001,610000001846,
0.736754,µm^2,Spine,3,1,1,100000002,610000001849,
1.41595,µm^2,Spine,0,1,1,100000001,610000001852,
1.07178,µm^2,Spine,0,1,1,100000001,610000001854,
1.08529,µm^2,Spine,0,1,1,100000001,610000001857,
0.531499,µm^2,Spine,0,1,1,100000001,610000001859,
1.04969,µm^2,Spine,0,1,1,100000000,610000001862,
0.536565,µm^2,Spine,0,1,1,100000001,610000001868,
0.224161,µm^2,Spine,3,1,1,100000002,610000001872,
0.806389,µm^2,Spine,0,1,1,100000001,610000001878,
0.530035,µm^2,Spine,0,1,1,100000001,610000001881,
1.82445,µm^2,Spine,0,1,1,100000001,610000001888,
0.353189,µm^2,Spine,0,1,1,100000001,610000001892,
1.08363,µm^2,Spine,0,1,1,100000001,610000001894,
0.953351,µm^2,Spine,0,1,1,100000000,610000001897,
0.701994,µm^2,Spine,0,1,1,100000001,610000001899,
0.299018,µm^2,Spine,0,1,1,100000000,610000001901,
0.276215,µm^2,Spine,0,1,1,100000000,610000001905,
1.22806,µm^2,Spine,0,1,1,100000001,610000001910,
0.299018,µm^2,Spine,0,1,1,100000000,610000001914,
0.45493,µm^2,Spine,0,1,1,100000000,610000001922,
0.379655,µm^2,Spine,0,1,1,100000001,610000001924,
0.74491,µm^2,Spine,0,1,1,100000000,610000001926,
0.348696,µm^2,Spine,0,1,1,100000000,610000001932,
0.220438,µm^2,Spine,6,1,1,100000000,610000001942,
0.236355,µm^2,Spine,6,2,1,100000000,610000001943,
0.533154,µm^2,Spine,5,2,1,100000000,610000001944,
0.334339,µm^2,Spine,4,1,1,100000000,610000001945,
0.177335,µm^2,Spine,4,2,1,100000000,610000001946,
0.296699,µm^2,Spine,4,2,1,100000000,610000001947,
0.0990567,µm^2,Spine,1,2,1,100000000,610000001948,
0.344739,µm^2,Spine,1,2,1,100000000,610000001949,
0.447169,µm^2,Spine,1,2,1,100000000,610000001950,
0.142348,µm^2,Spine,0,1,1,100000000,610000001956,
0.131032,µm^2,Spine,0,1,1,100000000,610000001957,
0.106469,µm^2,Spine,0,1,1,100000000,610000001958,
0.16472,µm^2,Spine,0,1,1,100000000,610000001959,
0.261059,µm^2,Spine,0,1,1,100000000,610000001960,
0.140807,µm^2,Spine,6,2,1,100000001,610000001964,
0.181679,µm^2,Spine,5,2,1,100000001,610000001965,
0.181828,µm^2,Spine,5,2,1,100000001,610000001966,
0.134221,µm^2,Spine,5,2,1,100000001,610000001967,
0.132033,µm^2,Spine,5,1,1,100000001,610000001968,
0.132277,µm^2,Spine,3,2,1,100000001,610000001969,
0.143064,µm^2,Spine,0,1,1,100000001,610000001970,
0.297829,µm^2,Spine,0,1,1,100000001,610000001971,
0.32542,µm^2,Spine,0,1,1,100000001,610000001977,
0.617677,µm^2,Spine,0,1,1,100000001,610000001978,
0.270089,µm^2,Spine,0,1,1,100000001,610000001979,
0.252186,µm^2,Spine,0,1,1,100000001,610000001980,
0.201686,µm^2,Spine,0,1,1,100000001,610000001981,
0.167235,µm^2,Spine,1,2,1,100000001,610000001982,
0.145294,µm^2,Spine,1,2,1,100000001,610000001983,
0.131933,µm^2,Spine,2,1,1,100000001,610000001984,
0.389091,µm^2,Spine,0,1,1,100000001,610000001985,
0.192595,µm^2,Spine,6,3,1,100000002,610000001986,
0.144123,µm^2,Spine,6,3,1,100000002,610000001987,
0.33347,µm^2,Spine,6,3,1,100000002,610000001988,
0.180281,µm^2,Spine,6,3,1,100000002,610000001989,
0.284448,µm^2,Spine,6,3,1,100000002,610000001990,
0.145002,µm^2,Spine,4,3,1,100000002,610000001991,
0.17534,µm^2,Spine,4,3,1,100000002,610000001992,
0.270351,µm^2,Spine,5,4,1,100000002,610000001993,
0.20791,µm^2,Spine,2,2,1,100000002,610000001994,
0.214432,µm^2,Spine,0,1,1,100000002,610000001995,
0.220077,µm^2,Spine,3,1,1,100000002,610000001999,
0.321472,µm^2,Spine,3,1,1,100000002,610000002000,
0.168439,µm^2,Spine,3,2,1,100000002,610000002001,
0.124956,µm^2,Spine,2,1,1,100000002,610000002002,
