
Soma Intensity Max Ch=3 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
196,,Soma,3,Image 1,1,100000000,800000000,
190,,Soma,3,Image 1,1,100000001,800000001,
194,,Soma,3,Image 1,1,100000002,800000002,
170,,Soma,3,Image 1,1,100000003,800000003,
