
Position Y
 ==================== 
Position Y,Unit,Category,Collection,Time,ID,
18117.7,µm,Surface,Position,1,0,
18177.2,µm,Surface,Position,1,1,
18107.4,µm,Surface,Position,1,2,
18184.8,µm,Surface,Position,1,3,
