
Spine Part Min Diameter Head
 ==================== 
Spine Part Min Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,Spine Part Min Diameter,7,2,1,100000001,610000007000,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007037,
0.668507,µm,Spine,Spine Part Min Diameter,3,3,1,100000003,610000007066,
0.668507,µm,Spine,Spine Part Min Diameter,3,3,1,100000003,610000007096,
0.668507,µm,Spine,Spine Part Min Diameter,3,3,1,100000003,610000007124,
0.416667,µm,Spine,Spine Part Min Diameter,3,3,1,100000003,610000007147,
0.833333,µm,Spine,Spine Part Min Diameter,6,1,1,100000000,610000007172,
0.833333,µm,Spine,Spine Part Min Diameter,6,1,1,100000000,610000007198,
0.833333,µm,Spine,Spine Part Min Diameter,6,1,1,100000000,610000007222,
0.833333,µm,Spine,Spine Part Min Diameter,6,1,1,100000000,610000007247,
0.768505,µm,Spine,Spine Part Min Diameter,6,1,1,100000000,610000007270,
0.833333,µm,Spine,Spine Part Min Diameter,6,1,1,100000000,610000007294,
0.833333,µm,Spine,Spine Part Min Diameter,6,1,1,100000000,610000007317,
0.820611,µm,Spine,Spine Part Min Diameter,6,1,1,100000000,610000007339,
0.416667,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000007357,
0.514484,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000007378,
0.449905,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000007398,
0.449905,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000007418,
0.449905,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000007437,
0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000007469,
0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000007500,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007521,
0.67594,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007542,
0.807332,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007561,
0.586423,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007579,
0.586423,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007597,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007614,
0.416667,µm,Spine,Spine Part Min Diameter,12,4,1,100000000,610000007623,
0.416667,µm,Spine,Spine Part Min Diameter,3,1,1,100000003,610000007635,
0.416667,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000007651,
0.591202,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007660,
0.499138,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007667,
0.440106,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000007679,
0.664062,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007693,
0.416667,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007706,
0.416667,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007718,
0.416667,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007729,
0.466619,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007744,
0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007758,
0.641805,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007767,
0.540462,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007775,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007784,
0.625,µm,Spine,Spine Part Min Diameter,4,1,1,100000000,610000007796,
0.514145,µm,Spine,Spine Part Min Diameter,4,1,1,100000000,610000007805,
0.57937,µm,Spine,Spine Part Min Diameter,7,3,1,100000001,610000007810,
0.416667,µm,Spine,Spine Part Min Diameter,7,3,1,100000001,610000007814,
0.416667,µm,Spine,Spine Part Min Diameter,6,5,1,100000002,610000007816,
0.84826,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007829,
0.879806,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000007836,
1.04167,µm,Spine,Spine Part Min Diameter,10,6,1,100000000,610000007842,
0.728453,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000007849,
1.04167,µm,Spine,Spine Part Min Diameter,10,6,1,100000000,610000007854,
1.10649,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000007859,
0.416667,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000007867,
0.936916,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007877,
1.03841,µm,Spine,Spine Part Min Diameter,10,6,1,100000000,610000007880,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007883,
0.479298,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000007887,
1.003,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000007891,
0.625,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000007899,
1.73824,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007906,
0.676835,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000007911,
1.22903,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000007918,
1.45725,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000007926,
0.667061,µm,Spine,Spine Part Min Diameter,3,1,1,100000003,610000007930,
0.83601,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000007934,
0.486574,µm,Spine,Spine Part Min Diameter,6,3,1,100000000,610000007936,
0.880008,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000007942,
