
Intensity Sum of Square Ch=2 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
3.87493e+07,,Surface,2,Image 1,1,0,
4.47733e+07,,Surface,2,Image 1,1,1,
2.79122e+07,,Surface,2,Image 1,1,2,
6.12172e+07,,Surface,2,Image 1,1,3,
