
Spine Part Length
 ==================== 
Spine Part Length Ground,Spine Part Length Head,Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
2.76896,2.26469,3.1599,µm,Spine,Spine Part Length,0,1,1,100000003,610000007037,
1.67866,2.45296,2.30589,µm,Spine,Spine Part Length,0,1,1,100000003,610000007521,
1.67866,2.05156,2.24991,µm,Spine,Spine Part Length,0,1,1,100000003,610000007542,
1.43642,1.92164,2.22544,µm,Spine,Spine Part Length,0,1,1,100000003,610000007561,
1.43642,1.78829,1.94524,µm,Spine,Spine Part Length,0,1,1,100000003,610000007579,
1.43642,1.48415,1.92254,µm,Spine,Spine Part Length,0,1,1,100000003,610000007597,
1.43642,1.41982,1.69107,µm,Spine,Spine Part Length,0,1,1,100000003,610000007614,
1.3541,0.735918,0.75396,µm,Spine,Spine Part Length,0,1,1,100000001,610000007660,
1.04599,0.594795,0.925332,µm,Spine,Spine Part Length,0,1,1,100000001,610000007667,
1.15397,0.757208,0.731839,µm,Spine,Spine Part Length,0,1,1,100000003,610000007784,
1.50667,1.60097,0.993773,µm,Spine,Spine Part Length,0,1,1,100000003,610000007829,
0.979216,1.27889,0.85381,µm,Spine,Spine Part Length,0,1,1,100000003,610000007877,
0.64826,0.208333,0.417429,µm,Spine,Spine Part Length,0,1,1,100000003,610000007883,
1.0333,0.716333,0.30753,µm,Spine,Spine Part Length,0,1,1,100000002,610000007942,
0.478977,0.610223,0.579032,µm,Spine,Spine Part Length,0,1,1,100000000,610000007955,
0.227828,1.18827,0.468272,µm,Spine,Spine Part Length,0,1,1,100000003,610000007967,
0.783009,0.811932,0.545243,µm,Spine,Spine Part Length,0,1,1,100000002,610000007976,
0.890433,0.477971,0.566156,µm,Spine,Spine Part Length,0,1,1,100000003,610000007993,
0.252419,0.592576,0.344249,µm,Spine,Spine Part Length,0,1,1,100000000,610000008007,
0.33857,1.09391,0.345805,µm,Spine,Spine Part Length,0,1,1,100000003,610000008024,
0.198648,0.381168,0.365333,µm,Spine,Spine Part Length,0,1,1,100000002,610000008027,
0.825049,0.636307,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000008033,
0.718966,0.66569,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000008036,
0.362095,0.394412,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000008063,
0.6304,0.633829,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000008070,
0.256992,0.670248,0.373067,µm,Spine,Spine Part Length,0,1,1,100000000,610000008094,
0.350143,0.664031,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000008105,
0.342165,0.553343,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000008109,
0.669927,0.532992,0.324748,µm,Spine,Spine Part Length,0,1,1,100000002,610000008114,
0.173656,0.443256,0.303534,µm,Spine,Spine Part Length,0,1,1,100000000,610000008117,
0.662052,0.454719,0.303996,µm,Spine,Spine Part Length,0,1,1,100000003,610000008125,
0.403661,0.3125,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000008128,
0.506846,0.354698,0.322981,µm,Spine,Spine Part Length,0,1,1,100000000,610000008139,
0.752068,0.412776,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000008148,
0.287666,0.443372,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000008157,
0.462748,0.312035,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000008163,
0.765168,0.416667,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000008172,
0.673911,0.676344,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000008175,
0.377499,0.549315,0.392774,µm,Spine,Spine Part Length,0,1,1,100000000,610000008189,
0.644149,0.743301,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000008239,
0.651322,0.336914,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000008243,
0.656765,0.351562,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000008247,
0.343393,0.347295,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000008265,
0.873991,0.561017,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000008269,
0.845018,0.502557,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000008288,
0.62332,0.353147,0,µm,Spine,Spine Part Length,0,1,1,100000003,610000008290,
0.273795,0.574341,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000008296,
1.19655,0.815862,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000008315,
