
Segment No. Spines
 ==================== 
Segment No. Spines,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Segment,0,1,1,100000000,510000006443,
0,,Segment,0,1,1,100000002,510000006461,
1,,Segment,0,1,1,100000002,510000006489,
0,,Segment,1,2,1,100000000,510000006496,
0,,Segment,0,1,1,100000000,510000006506,
0,,Segment,1,2,1,100000003,510000006519,
1,,Segment,0,1,1,100000003,510000006561,
0,,Segment,0,1,1,100000001,510000006575,
0,,Segment,0,1,1,100000001,510000006604,
0,,Segment,0,1,1,100000000,510000006606,
4,,Segment,1,2,1,100000001,510000006627,
0,,Segment,2,2,1,100000000,510000006629,
0,,Segment,14,7,1,100000000,510000006630,
0,,Segment,10,3,1,100000000,510000006631,
0,,Segment,5,4,1,100000001,510000006636,
0,,Segment,3,2,1,100000001,510000006637,
0,,Segment,5,2,1,100000001,510000006638,
0,,Segment,6,2,1,100000001,510000006639,
0,,Segment,3,2,1,100000002,510000006640,
0,,Segment,3,3,1,100000003,510000006643,
0,,Segment,3,4,1,100000003,510000006644,
3,,Segment,0,1,1,,,
