
Spine Part Max Diameter Ground
 ==================== 
Spine Part Max Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1.50292,µm,Spine,Spine Part Max Diameter,7,2,1,100000001,610000007000,
0.786973,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007037,
1.03704,µm,Spine,Spine Part Max Diameter,3,3,1,100000003,610000007066,
1.03704,µm,Spine,Spine Part Max Diameter,3,3,1,100000003,610000007096,
1.03704,µm,Spine,Spine Part Max Diameter,3,3,1,100000003,610000007124,
1.03704,µm,Spine,Spine Part Max Diameter,3,3,1,100000003,610000007147,
0.809924,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007172,
0.809924,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007198,
0.809924,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007222,
0.809924,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007247,
0.809924,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007270,
0.809924,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007294,
0.809924,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007317,
0.809924,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007339,
1.14262,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000007357,
1.36972,µm,Spine,Spine Part Max Diameter,3,2,1,100000003,610000007378,
1.36972,µm,Spine,Spine Part Max Diameter,3,2,1,100000003,610000007398,
1.36972,µm,Spine,Spine Part Max Diameter,3,2,1,100000003,610000007418,
1.36972,µm,Spine,Spine Part Max Diameter,3,2,1,100000003,610000007437,
2.28265,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000007469,
2.28265,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000007500,
0.6285,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007521,
0.6285,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007542,
0.6285,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007561,
0.6285,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007579,
0.6285,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007597,
0.6285,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007614,
