
Spine Center Number of Voxel Ch=4 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
35,,Spine,4,7,Image 1,2,1,100000001,610000007000,
29,,Spine,4,0,Image 1,1,1,100000003,610000007037,
30,,Spine,4,3,Image 1,3,1,100000003,610000007066,
31,,Spine,4,3,Image 1,3,1,100000003,610000007096,
29,,Spine,4,3,Image 1,3,1,100000003,610000007124,
24,,Spine,4,3,Image 1,3,1,100000003,610000007147,
26,,Spine,4,6,Image 1,1,1,100000000,610000007172,
27,,Spine,4,6,Image 1,1,1,100000000,610000007198,
25,,Spine,4,6,Image 1,1,1,100000000,610000007222,
26,,Spine,4,6,Image 1,1,1,100000000,610000007247,
24,,Spine,4,6,Image 1,1,1,100000000,610000007270,
25,,Spine,4,6,Image 1,1,1,100000000,610000007294,
24,,Spine,4,6,Image 1,1,1,100000000,610000007317,
23,,Spine,4,6,Image 1,1,1,100000000,610000007339,
19,,Spine,4,1,Image 1,1,1,100000002,610000007357,
22,,Spine,4,3,Image 1,2,1,100000003,610000007378,
21,,Spine,4,3,Image 1,2,1,100000003,610000007398,
21,,Spine,4,3,Image 1,2,1,100000003,610000007418,
20,,Spine,4,3,Image 1,2,1,100000003,610000007437,
33,,Spine,4,1,Image 1,2,1,100000001,610000007469,
32,,Spine,4,1,Image 1,2,1,100000001,610000007500,
22,,Spine,4,0,Image 1,1,1,100000003,610000007521,
22,,Spine,4,0,Image 1,1,1,100000003,610000007542,
20,,Spine,4,0,Image 1,1,1,100000003,610000007561,
19,,Spine,4,0,Image 1,1,1,100000003,610000007579,
19,,Spine,4,0,Image 1,1,1,100000003,610000007597,
18,,Spine,4,0,Image 1,1,1,100000003,610000007614,
4,,Spine,4,12,Image 1,4,1,100000000,610000007623,
13,,Spine,4,3,Image 1,1,1,100000003,610000007635,
17,,Spine,4,1,Image 1,1,1,100000002,610000007651,
10,,Spine,4,0,Image 1,1,1,100000001,610000007660,
8,,Spine,4,0,Image 1,1,1,100000001,610000007667,
13,,Spine,4,1,Image 1,2,1,100000001,610000007679,
15,,Spine,4,1,Image 1,1,1,100000000,610000007693,
14,,Spine,4,1,Image 1,1,1,100000000,610000007706,
13,,Spine,4,1,Image 1,1,1,100000000,610000007718,
12,,Spine,4,1,Image 1,1,1,100000000,610000007729,
16,,Spine,4,1,Image 1,2,1,100000000,610000007744,
15,,Spine,4,1,Image 1,2,1,100000000,610000007758,
9,,Spine,4,1,Image 1,2,1,100000000,610000007767,
9,,Spine,4,1,Image 1,2,1,100000000,610000007775,
6,,Spine,4,0,Image 1,1,1,100000003,610000007784,
13,,Spine,4,4,Image 1,1,1,100000000,610000007796,
10,,Spine,4,4,Image 1,1,1,100000000,610000007805,
6,,Spine,4,7,Image 1,3,1,100000001,610000007810,
5,,Spine,4,7,Image 1,3,1,100000001,610000007814,
3,,Spine,4,6,Image 1,5,1,100000002,610000007816,
13,,Spine,4,0,Image 1,1,1,100000003,610000007829,
8,,Spine,4,6,Image 1,2,1,100000000,610000007836,
7,,Spine,4,10,Image 1,6,1,100000000,610000007842,
8,,Spine,4,6,Image 1,2,1,100000000,610000007849,
6,,Spine,4,10,Image 1,6,1,100000000,610000007854,
6,,Spine,4,6,Image 1,2,1,100000000,610000007859,
9,,Spine,4,1,Image 1,1,1,100000001,610000007867,
10,,Spine,4,0,Image 1,1,1,100000003,610000007877,
4,,Spine,4,10,Image 1,6,1,100000000,610000007880,
4,,Spine,4,0,Image 1,1,1,100000003,610000007883,
5,,Spine,4,4,Image 1,1,1,100000002,610000007887,
5,,Spine,4,6,Image 1,2,1,100000000,610000007891,
9,,Spine,4,1,Image 1,1,1,100000001,610000007899,
7,,Spine,4,0,Image 1,1,1,100000000,610000007906,
6,,Spine,4,1,Image 1,1,1,100000002,610000007911,
8,,Spine,4,1,Image 1,1,1,100000001,610000007918,
8,,Spine,4,1,Image 1,1,1,100000001,610000007926,
5,,Spine,4,3,Image 1,1,1,100000003,610000007930,
5,,Spine,4,3,Image 1,1,1,100000000,610000007934,
3,,Spine,4,6,Image 1,3,1,100000000,610000007936,
6,,Spine,4,0,Image 1,1,1,100000002,610000007942,
4,,Spine,4,10,Image 1,5,1,100000000,610000007945,
5,,Spine,4,7,Image 1,3,1,100000000,610000007949,
7,,Spine,4,0,Image 1,1,1,100000000,610000007955,
4,,Spine,4,0,Image 1,1,1,100000001,610000007959,
3,,Spine,4,2,Image 1,1,1,100000000,610000007961,
7,,Spine,4,0,Image 1,1,1,100000003,610000007967,
3,,Spine,4,1,Image 1,1,1,100000001,610000007969,
6,,Spine,4,0,Image 1,1,1,100000002,610000007976,
6,,Spine,4,2,Image 1,1,1,100000000,610000007981,
4,,Spine,4,1,Image 1,1,1,100000002,610000007984,
3,,Spine,4,6,Image 1,3,1,100000000,610000007986,
7,,Spine,4,0,Image 1,1,1,100000003,610000007993,
4,,Spine,4,12,Image 1,5,1,100000000,610000007996,
4,,Spine,4,1,Image 1,2,1,100000000,610000007999,
4,,Spine,4,7,Image 1,3,1,100000000,610000008002,
2,,Spine,4,0,Image 1,1,1,100000000,610000008004,
4,,Spine,4,0,Image 1,1,1,100000000,610000008007,
6,,Spine,4,1,Image 1,2,1,100000000,610000008012,
4,,Spine,4,11,Image 1,4,1,100000000,610000008015,
2,,Spine,4,0,Image 1,1,1,100000000,610000008017,
3,,Spine,4,3,Image 1,3,1,100000001,610000008019,
6,,Spine,4,0,Image 1,1,1,100000003,610000008024,
4,,Spine,4,0,Image 1,1,1,100000002,610000008027,
4,,Spine,4,4,Image 1,4,1,100000002,610000008030,
3,,Spine,4,0,Image 1,1,1,100000002,610000008033,
3,,Spine,4,0,Image 1,1,1,100000002,610000008036,
3,,Spine,4,2,Image 1,2,1,100000000,610000008038,
5,,Spine,4,1,Image 1,2,1,100000000,610000008042,
4,,Spine,4,3,Image 1,4,1,100000002,610000008045,
4,,Spine,4,1,Image 1,1,1,100000001,610000008048,
5,,Spine,4,2,Image 1,1,1,100000000,610000008052,
5,,Spine,4,9,Image 1,4,1,100000000,610000008056,
3,,Spine,4,4,Image 1,1,1,100000000,610000008058,
4,,Spine,4,1,Image 1,2,1,100000000,610000008061,
3,,Spine,4,0,Image 1,1,1,100000000,610000008063,
3,,Spine,4,0,Image 1,1,1,100000001,610000008066,
5,,Spine,4,0,Image 1,1,1,100000000,610000008070,
3,,Spine,4,1,Image 1,1,1,100000000,610000008072,
3,,Spine,4,6,Image 1,3,1,100000001,610000008074,
3,,Spine,4,14,Image 1,6,1,100000000,610000008076,
2,,Spine,4,0,Image 1,1,1,100000000,610000008078,
3,,Spine,4,7,Image 1,3,1,100000001,610000008080,
4,,Spine,4,0,Image 1,1,1,100000000,610000008084,
3,,Spine,4,6,Image 1,3,1,100000002,610000008086,
5,,Spine,4,10,Image 1,5,1,100000000,610000008090,
4,,Spine,4,0,Image 1,1,1,100000000,610000008094,
2,,Spine,4,0,Image 1,1,1,100000000,610000008096,
3,,Spine,4,7,Image 1,3,1,100000001,610000008098,
4,,Spine,4,1,Image 1,1,1,100000001,610000008101,
5,,Spine,4,0,Image 1,1,1,100000000,610000008105,
5,,Spine,4,0,Image 1,1,1,100000000,610000008109,
4,,Spine,4,0,Image 1,1,1,100000002,610000008114,
4,,Spine,4,0,Image 1,1,1,100000000,610000008117,
3,,Spine,4,1,Image 1,1,1,100000002,610000008120,
4,,Spine,4,0,Image 1,1,1,100000003,610000008125,
3,,Spine,4,0,Image 1,1,1,100000003,610000008128,
4,,Spine,4,10,Image 1,5,1,100000000,610000008131,
3,,Spine,4,10,Image 1,5,1,100000000,610000008133,
3,,Spine,4,0,Image 1,1,1,100000000,610000008136,
4,,Spine,4,0,Image 1,1,1,100000000,610000008139,
2,,Spine,4,0,Image 1,1,1,100000001,610000008142,
3,,Spine,4,5,Image 1,1,1,100000002,610000008144,
2,,Spine,4,0,Image 1,1,1,100000002,610000008148,
4,,Spine,4,1,Image 1,1,1,100000003,610000008151,
3,,Spine,4,2,Image 1,1,1,100000001,610000008153,
2,,Spine,4,0,Image 1,1,1,100000000,610000008155,
3,,Spine,4,0,Image 1,1,1,100000000,610000008157,
2,,Spine,4,0,Image 1,1,1,100000000,610000008159,
2,,Spine,4,0,Image 1,1,1,100000000,610000008161,
3,,Spine,4,0,Image 1,1,1,100000003,610000008163,
3,,Spine,4,2,Image 1,2,1,100000002,610000008166,
3,,Spine,4,9,Image 1,4,1,100000000,610000008168,
2,,Spine,4,0,Image 1,1,1,100000000,610000008170,
3,,Spine,4,0,Image 1,1,1,100000001,610000008172,
3,,Spine,4,0,Image 1,1,1,100000002,610000008175,
3,,Spine,4,10,Image 1,5,1,100000000,610000008177,
3,,Spine,4,1,Image 1,2,1,100000003,610000008181,
2,,Spine,4,0,Image 1,1,1,100000001,610000008183,
2,,Spine,4,0,Image 1,1,1,100000001,610000008185,
4,,Spine,4,0,Image 1,1,1,100000000,610000008189,
2,,Spine,4,0,Image 1,1,1,100000001,610000008194,
4,,Spine,4,9,Image 1,3,1,100000000,610000008200,
3,,Spine,4,9,Image 1,5,1,100000000,610000008202,
3,,Spine,4,1,Image 1,1,1,100000001,610000008204,
3,,Spine,4,4,Image 1,1,1,100000000,610000008206,
3,,Spine,4,3,Image 1,1,1,100000002,610000008208,
3,,Spine,4,9,Image 1,4,1,100000000,610000008212,
3,,Spine,4,2,Image 1,3,1,100000001,610000008219,
2,,Spine,4,0,Image 1,1,1,100000000,610000008221,
3,,Spine,4,13,Image 1,4,1,100000000,610000008224,
3,,Spine,4,2,Image 1,1,1,100000002,610000008227,
4,,Spine,4,10,Image 1,5,1,100000000,610000008231,
3,,Spine,4,13,Image 1,5,1,100000000,610000008233,
2,,Spine,4,0,Image 1,1,1,100000001,610000008235,
3,,Spine,4,0,Image 1,1,1,100000002,610000008239,
2,,Spine,4,0,Image 1,1,1,100000002,610000008243,
2,,Spine,4,0,Image 1,1,1,100000001,610000008245,
2,,Spine,4,0,Image 1,1,1,100000002,610000008247,
3,,Spine,4,4,Image 1,2,1,100000002,610000008252,
2,,Spine,4,0,Image 1,1,1,100000001,610000008254,
3,,Spine,4,1,Image 1,1,1,100000003,610000008256,
2,,Spine,4,0,Image 1,1,1,100000001,610000008259,
3,,Spine,4,10,Image 1,5,1,100000000,610000008262,
3,,Spine,4,0,Image 1,1,1,100000000,610000008265,
2,,Spine,4,0,Image 1,1,1,100000003,610000008269,
3,,Spine,4,2,Image 1,1,1,100000000,610000008271,
3,,Spine,4,6,Image 1,4,1,100000001,610000008279,
3,,Spine,4,6,Image 1,4,1,100000001,610000008282,
3,,Spine,4,5,Image 1,2,1,100000002,610000008284,
2,,Spine,4,0,Image 1,1,1,100000002,610000008288,
2,,Spine,4,0,Image 1,1,1,100000003,610000008290,
3,,Spine,4,0,Image 1,1,1,100000000,610000008296,
3,,Spine,4,1,Image 1,1,1,100000001,610000008310,
2,,Spine,4,0,Image 1,1,1,100000002,610000008315,
2,,Spine,4,0,Image 1,1,1,100000003,610000008319,
3,,Spine,4,0,Image 1,1,1,100000000,610000008321,
3,,Spine,4,2,Image 1,2,1,100000003,610000008324,
3,,Spine,4,3,Image 1,1,1,100000000,610000008333,
3,,Spine,4,9,Image 1,3,1,100000000,610000008340,
3,,Spine,4,4,Image 1,2,1,100000002,610000008351,
3,,Spine,4,0,Image 1,1,1,100000000,610000008356,
2,,Spine,4,13,Image 1,5,1,100000000,610000008368,
2,,Spine,4,13,Image 1,5,1,100000000,610000008369,
2,,Spine,4,13,Image 1,4,1,100000000,610000008370,
2,,Spine,4,12,Image 1,5,1,100000000,610000008371,
2,,Spine,4,11,Image 1,4,1,100000000,610000008372,
2,,Spine,4,10,Image 1,5,1,100000000,610000008373,
2,,Spine,4,13,Image 1,6,1,100000000,610000008374,
2,,Spine,4,13,Image 1,6,1,100000000,610000008375,
2,,Spine,4,12,Image 1,5,1,100000000,610000008376,
2,,Spine,4,12,Image 1,6,1,100000000,610000008377,
2,,Spine,4,13,Image 1,7,1,100000000,610000008378,
2,,Spine,4,10,Image 1,6,1,100000000,610000008379,
2,,Spine,4,10,Image 1,6,1,100000000,610000008380,
2,,Spine,4,1,Image 1,2,1,100000000,610000008381,
2,,Spine,4,1,Image 1,2,1,100000000,610000008382,
2,,Spine,4,1,Image 1,2,1,100000000,610000008383,
2,,Spine,4,1,Image 1,2,1,100000000,610000008384,
