
Segment Branch Level
 ==================== 
Segment Branch Level,Unit,Category,Depth,Level,Time,FilamentID,ID,
3,,Segment,3,3,1,100000002,510000000148,
2,,Segment,2,2,1,100000002,510000000163,
1,,Segment,1,1,1,100000002,510000000196,
1,,Segment,0,1,1,100000002,510000000247,
2,,Segment,4,2,1,100000001,510000000361,
1,,Segment,3,1,1,100000001,510000000376,
1,,Segment,2,1,1,100000001,510000000411,
1,,Segment,1,1,1,100000001,510000000460,
1,,Segment,0,1,1,100000001,510000000489,
5,,Segment,13,5,1,100000000,510000000691,
4,,Segment,12,4,1,100000000,510000000694,
3,,Segment,11,3,1,100000000,510000000721,
3,,Segment,10,3,1,100000000,510000000747,
3,,Segment,9,3,1,100000000,510000000763,
3,,Segment,8,3,1,100000000,510000000765,
3,,Segment,7,3,1,100000000,510000000776,
2,,Segment,6,2,1,100000000,510000000781,
2,,Segment,5,2,1,100000000,510000000784,
2,,Segment,4,2,1,100000000,510000000792,
2,,Segment,3,2,1,100000000,510000000798,
1,,Segment,1,1,1,100000000,510000000811,
3,,Segment,5,3,1,100000002,510000000907,
2,,Segment,4,2,1,100000002,510000000995,
1,,Segment,3,1,1,100000002,510000001022,
1,,Segment,2,1,1,100000002,510000001050,
1,,Segment,1,1,1,100000002,510000001057,
1,,Segment,0,1,1,100000002,510000001079,
6,,Segment,14,6,1,100000000,510000001110,
6,,Segment,13,6,1,100000000,510000001149,
5,,Segment,12,5,1,100000000,510000001177,
5,,Segment,11,5,1,100000000,510000001194,
5,,Segment,10,5,1,100000000,510000001215,
4,,Segment,9,4,1,100000000,510000001226,
4,,Segment,8,4,1,100000000,510000001250,
3,,Segment,7,3,1,100000000,510000001255,
3,,Segment,6,3,1,100000000,510000001268,
7,,Segment,14,7,1,100000000,510000001272,
3,,Segment,7,3,1,100000001,510000001296,
3,,Segment,6,3,1,100000001,510000001344,
2,,Segment,5,2,1,100000001,510000001416,
1,,Segment,4,1,1,100000001,510000001442,
1,,Segment,3,1,1,100000001,510000001454,
1,,Segment,2,1,1,100000001,510000001465,
1,,Segment,1,1,1,100000001,510000001506,
1,,Segment,0,1,1,100000001,510000001510,
3,,Segment,6,3,1,100000002,510000001527,
2,,Segment,5,2,1,100000002,510000001541,
5,,Segment,4,5,1,100000001,510000001613,
4,,Segment,3,4,1,100000001,510000001684,
3,,Segment,2,3,1,100000001,510000001707,
2,,Segment,1,2,1,100000001,510000001765,
1,,Segment,0,1,1,100000001,510000001810,
