
Spine Part Max Diameter Neck
 ==================== 
Spine Part Max Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,Spine Part Max Diameter,7,2,1,100000001,610000007000,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007037,
0.744937,µm,Spine,Spine Part Max Diameter,3,3,1,100000003,610000007066,
0.744937,µm,Spine,Spine Part Max Diameter,3,3,1,100000003,610000007096,
0.622335,µm,Spine,Spine Part Max Diameter,3,3,1,100000003,610000007124,
0.416667,µm,Spine,Spine Part Max Diameter,3,3,1,100000003,610000007147,
0.833333,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007172,
0.833333,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007198,
0.820693,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007222,
0.833333,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007247,
0.820693,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007270,
0.820693,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007294,
0.820693,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007317,
0.820693,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000007339,
0.416667,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000007357,
0.449905,µm,Spine,Spine Part Max Diameter,3,2,1,100000003,610000007378,
0.416667,µm,Spine,Spine Part Max Diameter,3,2,1,100000003,610000007398,
0.416667,µm,Spine,Spine Part Max Diameter,3,2,1,100000003,610000007418,
0.416667,µm,Spine,Spine Part Max Diameter,3,2,1,100000003,610000007437,
0.870474,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000007469,
0.870474,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000007500,
0.815281,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007521,
0.815281,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007542,
0.586423,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007561,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007579,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007597,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007614,
0.416667,µm,Spine,Spine Part Max Diameter,12,4,1,100000000,610000007623,
0.416667,µm,Spine,Spine Part Max Diameter,3,1,1,100000003,610000007635,
0.416667,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000007651,
0.499138,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000007660,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000007667,
0.416667,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000007679,
0.996282,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000007693,
0.996282,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000007706,
0.996282,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000007718,
2.20712,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000007729,
0.718952,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000007744,
0.718952,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000007758,
0.540462,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000007767,
0.464541,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000007775,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007784,
0.65023,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000007796,
0.525968,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000007805,
0.416667,µm,Spine,Spine Part Max Diameter,7,3,1,100000001,610000007810,
0,µm,Spine,Spine Part Max Diameter,7,3,1,100000001,610000007814,
0,µm,Spine,Spine Part Max Diameter,6,5,1,100000002,610000007816,
1.69076,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007829,
1.14303,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000007836,
1.04167,µm,Spine,Spine Part Max Diameter,10,6,1,100000000,610000007842,
1.11267,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000007849,
1.03841,µm,Spine,Spine Part Max Diameter,10,6,1,100000000,610000007854,
1.003,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000007859,
1.8785,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000007867,
1.53519,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007877,
1.08398,µm,Spine,Spine Part Max Diameter,10,6,1,100000000,610000007880,
0.65036,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007883,
0,µm,Spine,Spine Part Max Diameter,4,1,1,100000002,610000007887,
0,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000007891,
2.69702,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000007899,
2.13719,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000007906,
0.78125,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000007911,
1.8785,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000007918,
2.69702,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000007926,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000003,610000007930,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000007934,
0,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000007936,
1.18693,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000007942,
1.07102,µm,Spine,Spine Part Max Diameter,10,5,1,100000000,610000007945,
0,µm,Spine,Spine Part Max Diameter,7,3,1,100000000,610000007949,
0.886512,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000007955,
1.74637,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000007959,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000007961,
1.875,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007967,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000007969,
1.55398,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000007976,
1.23523,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000007981,
1.03761,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000007984,
0,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000007986,
0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000007993,
0.833333,µm,Spine,Spine Part Max Diameter,12,5,1,100000000,610000007996,
0.526893,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000007999,
1.04896,µm,Spine,Spine Part Max Diameter,7,3,1,100000000,610000008002,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008004,
1.04167,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008007,
1.74425,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000008012,
0.885417,µm,Spine,Spine Part Max Diameter,11,4,1,100000000,610000008015,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008017,
0,µm,Spine,Spine Part Max Diameter,3,3,1,100000001,610000008019,
1.875,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000008024,
1.20315,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000008027,
1.10502,µm,Spine,Spine Part Max Diameter,4,4,1,100000002,610000008030,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000008033,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000008036,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000008038,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000008042,
0.731156,µm,Spine,Spine Part Max Diameter,3,4,1,100000002,610000008045,
1.36596,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000008048,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000008052,
0,µm,Spine,Spine Part Max Diameter,9,4,1,100000000,610000008056,
0,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000008058,
1.875,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000008061,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008063,
0,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000008066,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008070,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008072,
0,µm,Spine,Spine Part Max Diameter,6,3,1,100000001,610000008074,
0,µm,Spine,Spine Part Max Diameter,14,6,1,100000000,610000008076,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008078,
0,µm,Spine,Spine Part Max Diameter,7,3,1,100000001,610000008080,
0.416667,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008084,
0,µm,Spine,Spine Part Max Diameter,6,3,1,100000002,610000008086,
0,µm,Spine,Spine Part Max Diameter,10,5,1,100000000,610000008090,
1.18072,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008094,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008096,
0,µm,Spine,Spine Part Max Diameter,7,3,1,100000001,610000008098,
1.07747,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000008101,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008105,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008109,
1.10758,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000008114,
0.949136,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008117,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000008120,
1.62663,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000008125,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000008128,
0.71058,µm,Spine,Spine Part Max Diameter,10,5,1,100000000,610000008131,
0,µm,Spine,Spine Part Max Diameter,10,5,1,100000000,610000008133,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008136,
1.40717,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008139,
0,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000008142,
0,µm,Spine,Spine Part Max Diameter,5,1,1,100000002,610000008144,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000008148,
0.766498,µm,Spine,Spine Part Max Diameter,1,1,1,100000003,610000008151,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000008153,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008155,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008157,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008159,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008161,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000008163,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000008166,
0,µm,Spine,Spine Part Max Diameter,9,4,1,100000000,610000008168,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008170,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000008172,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000008175,
0,µm,Spine,Spine Part Max Diameter,10,5,1,100000000,610000008177,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000003,610000008181,
0,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000008183,
0,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000008185,
1.14868,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008189,
0,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000008194,
1.06158,µm,Spine,Spine Part Max Diameter,9,3,1,100000000,610000008200,
0,µm,Spine,Spine Part Max Diameter,9,5,1,100000000,610000008202,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000008204,
0,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000008206,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000002,610000008208,
0,µm,Spine,Spine Part Max Diameter,9,4,1,100000000,610000008212,
0,µm,Spine,Spine Part Max Diameter,2,3,1,100000001,610000008219,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008221,
0,µm,Spine,Spine Part Max Diameter,13,4,1,100000000,610000008224,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000002,610000008227,
1.83301,µm,Spine,Spine Part Max Diameter,10,5,1,100000000,610000008231,
0,µm,Spine,Spine Part Max Diameter,13,5,1,100000000,610000008233,
0,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000008235,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000008239,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000008243,
0,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000008245,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000008247,
0,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000008252,
0,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000008254,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000003,610000008256,
0,µm,Spine,Spine Part Max Diameter,3,4,1,100000001,610000008259,
0,µm,Spine,Spine Part Max Diameter,10,5,1,100000000,610000008262,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008265,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000008269,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000008271,
0,µm,Spine,Spine Part Max Diameter,6,4,1,100000001,610000008279,
0,µm,Spine,Spine Part Max Diameter,6,4,1,100000001,610000008282,
0,µm,Spine,Spine Part Max Diameter,5,2,1,100000002,610000008284,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000008288,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000008290,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008296,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000008310,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000008315,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000008319,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008321,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000003,610000008324,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000008333,
0,µm,Spine,Spine Part Max Diameter,9,3,1,100000000,610000008340,
0,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000008351,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008356,
0,µm,Spine,Spine Part Max Diameter,13,5,1,100000000,610000008368,
0,µm,Spine,Spine Part Max Diameter,13,5,1,100000000,610000008369,
0,µm,Spine,Spine Part Max Diameter,13,4,1,100000000,610000008370,
0,µm,Spine,Spine Part Max Diameter,12,5,1,100000000,610000008371,
0,µm,Spine,Spine Part Max Diameter,11,4,1,100000000,610000008372,
0,µm,Spine,Spine Part Max Diameter,10,5,1,100000000,610000008373,
0,µm,Spine,Spine Part Max Diameter,13,6,1,100000000,610000008374,
0,µm,Spine,Spine Part Max Diameter,13,6,1,100000000,610000008375,
0,µm,Spine,Spine Part Max Diameter,12,5,1,100000000,610000008376,
0,µm,Spine,Spine Part Max Diameter,12,6,1,100000000,610000008377,
0,µm,Spine,Spine Part Max Diameter,13,7,1,100000000,610000008378,
0,µm,Spine,Spine Part Max Diameter,10,6,1,100000000,610000008379,
0,µm,Spine,Spine Part Max Diameter,10,6,1,100000000,610000008380,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000008381,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000008382,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000008383,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000008384,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008385,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008386,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008387,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000008388,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000008389,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000008390,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000008391,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000008392,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000008393,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000008394,
0,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000008395,
0,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000008396,
0,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000008397,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008398,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008399,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008400,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008401,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008403,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000008404,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000008405,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000008406,
0,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000008407,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008408,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000008409,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000008410,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000008411,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000008412,
0,µm,Spine,Spine Part Max Diameter,7,3,1,100000001,610000008413,
0,µm,Spine,Spine Part Max Diameter,7,4,1,100000001,610000008414,
0,µm,Spine,Spine Part Max Diameter,6,3,1,100000001,610000008415,
0,µm,Spine,Spine Part Max Diameter,7,3,1,100000001,610000008416,
0,µm,Spine,Spine Part Max Diameter,7,3,1,100000001,610000008417,
