
Spine Attachment Pt Time Index
 ==================== 
Spine Attachment Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,3,2,1,,610000008481,
1,,Spine,1,1,1,,610000008481,
1,,Spine,1,1,1,,610000008482,
1,,Spine,7,3,1,,610000008482,
1,,Spine,10,5,1,,610000008482,
1,,Spine,3,2,1,,610000008483,
1,,Spine,7,3,1,,610000008483,
1,,Spine,12,5,1,,610000008483,
1,,Spine,3,4,1,,610000008483,
1,,Spine,7,2,1,,610000008484,
1,,Spine,3,1,1,,610000008484,
1,,Spine,3,4,1,,610000008484,
1,,Spine,11,4,1,,610000008484,
1,,Spine,7,2,1,,610000008485,
1,,Spine,4,4,1,,610000008485,
1,,Spine,0,1,1,,610000008485,
1,,Spine,13,4,1,,610000008485,
1,,Spine,7,2,1,,610000008486,
1,,Spine,13,5,1,,610000008486,
1,,Spine,4,4,1,,610000008486,
1,,Spine,6,5,1,,610000008487,
1,,Spine,6,2,1,,610000008487,
1,,Spine,13,5,1,,610000008487,
1,,Spine,6,2,1,,610000008488,
1,,Spine,0,1,1,,610000008488,
1,,Spine,1,1,1,,610000008488,
1,,Spine,6,3,1,,610000008489,
1,,Spine,0,1,1,,610000008489,
1,,Spine,7,4,1,,610000008490,
1,,Spine,0,1,1,,610000008490,
1,,Spine,7,3,1,,610000008491,
1,,Spine,1,2,1,,610000008491,
1,,Spine,2,2,1,,610000008492,
1,,Spine,2,3,1,,610000008492,
1,,Spine,2,2,1,,610000008493,
1,,Spine,3,4,1,,610000008493,
1,,Spine,2,2,1,,610000008494,
1,,Spine,2,2,1,,610000008495,
1,,Spine,2,2,1,,610000008496,
1,,Spine,2,2,1,,610000008497,
1,,Spine,2,2,1,,610000008498,
1,,Spine,6,3,1,,610000008499,
1,,Spine,5,2,1,,610000008500,
1,,Spine,5,2,1,,610000008501,
1,,Spine,0,1,1,,610000008503,
1,,Spine,0,1,1,,610000008504,
1,,Spine,0,1,1,,610000008505,
1,,Spine,1,1,1,,610000008506,
1,,Spine,1,2,1,,610000008507,
1,,Spine,1,2,1,,610000008508,
1,,Spine,3,2,1,,610000008509,
1,,Spine,1,2,1,,610000008510,
1,,Spine,1,2,1,,610000008512,
1,,Spine,0,1,1,,610000008513,
1,,Spine,1,1,1,,610000008514,
1,,Spine,1,1,1,,610000008515,
