
Spine Attachment Pt Time Index
 ==================== 
Spine Attachment Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,3,3,1,100000003,610000007147,
1,,Spine,6,1,1,100000000,610000007339,
1,,Spine,3,2,1,100000003,610000007437,
1,,Spine,0,1,1,100000003,610000007614,
1,,Spine,12,4,1,100000000,610000007623,
1,,Spine,0,1,1,100000001,610000007667,
1,,Spine,1,1,1,100000000,610000007729,
1,,Spine,1,2,1,100000000,610000007775,
1,,Spine,0,1,1,100000003,610000007784,
1,,Spine,4,1,1,100000000,610000007805,
1,,Spine,7,3,1,100000001,610000007814,
1,,Spine,6,5,1,100000002,610000007816,
1,,Spine,10,6,1,100000000,610000007880,
1,,Spine,0,1,1,100000003,610000007883,
1,,Spine,6,2,1,100000000,610000007891,
1,,Spine,1,1,1,100000002,610000007911,
1,,Spine,3,1,1,100000003,610000007930,
1,,Spine,3,1,1,100000000,610000007934,
1,,Spine,6,3,1,100000000,610000007936,
1,,Spine,7,3,1,100000000,610000007949,
1,,Spine,2,1,1,100000000,610000007961,
1,,Spine,1,1,1,100000001,610000007969,
1,,Spine,2,1,1,100000000,610000007981,
1,,Spine,6,3,1,100000000,610000007986,
1,,Spine,12,5,1,100000000,610000007996,
1,,Spine,7,3,1,100000000,610000008002,
1,,Spine,0,1,1,100000000,610000008007,
1,,Spine,11,4,1,100000000,610000008015,
1,,Spine,3,3,1,100000001,610000008019,
1,,Spine,0,1,1,100000003,610000008024,
1,,Spine,0,1,1,100000002,610000008027,
1,,Spine,4,4,1,100000002,610000008030,
1,,Spine,1,2,1,100000000,610000008042,
1,,Spine,3,4,1,100000002,610000008045,
1,,Spine,2,1,1,100000000,610000008052,
1,,Spine,9,4,1,100000000,610000008056,
1,,Spine,4,1,1,100000000,610000008058,
1,,Spine,0,1,1,100000000,610000008063,
1,,Spine,1,1,1,100000000,610000008072,
1,,Spine,6,3,1,100000001,610000008074,
1,,Spine,14,6,1,100000000,610000008076,
1,,Spine,7,3,1,100000001,610000008080,
1,,Spine,6,3,1,100000002,610000008086,
1,,Spine,10,5,1,100000000,610000008090,
1,,Spine,0,1,1,100000000,610000008105,
1,,Spine,0,1,1,100000000,610000008109,
1,,Spine,1,1,1,100000002,610000008120,
1,,Spine,0,1,1,100000003,610000008128,
1,,Spine,10,5,1,100000000,610000008133,
1,,Spine,5,1,1,100000002,610000008144,
1,,Spine,2,1,1,100000001,610000008153,
1,,Spine,0,1,1,100000003,610000008163,
1,,Spine,2,2,1,100000002,610000008166,
1,,Spine,9,4,1,100000000,610000008168,
1,,Spine,10,5,1,100000000,610000008177,
1,,Spine,1,2,1,100000003,610000008181,
1,,Spine,9,5,1,100000000,610000008202,
1,,Spine,4,1,1,100000000,610000008206,
1,,Spine,3,1,1,100000002,610000008208,
1,,Spine,9,4,1,100000000,610000008212,
1,,Spine,2,3,1,100000001,610000008219,
1,,Spine,13,4,1,100000000,610000008224,
1,,Spine,2,1,1,100000002,610000008227,
1,,Spine,10,5,1,100000000,610000008231,
1,,Spine,13,5,1,100000000,610000008233,
1,,Spine,4,2,1,100000002,610000008252,
1,,Spine,10,5,1,100000000,610000008262,
1,,Spine,0,1,1,100000000,610000008265,
1,,Spine,2,1,1,100000000,610000008271,
1,,Spine,6,4,1,100000001,610000008279,
1,,Spine,6,4,1,100000001,610000008282,
1,,Spine,5,2,1,100000002,610000008284,
1,,Spine,0,1,1,100000000,610000008321,
1,,Spine,2,2,1,100000003,610000008324,
1,,Spine,3,1,1,100000000,610000008333,
1,,Spine,9,3,1,100000000,610000008340,
1,,Spine,4,2,1,100000002,610000008351,
1,,Spine,0,1,1,100000000,610000008356,
1,,Spine,0,1,1,,610000008474,
1,,Spine,2,1,1,,610000008474,
1,,Spine,2,3,1,,610000008474,
1,,Spine,1,2,1,,610000008474,
1,,Spine,2,1,1,,610000008475,
1,,Spine,2,3,1,,610000008475,
1,,Spine,3,1,1,,610000008475,
1,,Spine,13,6,1,,610000008475,
1,,Spine,2,2,1,,610000008476,
1,,Spine,2,3,1,,610000008476,
1,,Spine,13,6,1,,610000008476,
1,,Spine,1,1,1,,610000008477,
1,,Spine,3,3,1,,610000008477,
1,,Spine,12,5,1,,610000008477,
1,,Spine,12,6,1,,610000008478,
1,,Spine,2,1,1,,610000008478,
1,,Spine,1,2,1,,610000008478,
1,,Spine,1,1,1,,610000008479,
1,,Spine,3,1,1,,610000008479,
1,,Spine,13,7,1,,610000008479,
1,,Spine,10,6,1,,610000008480,
1,,Spine,4,1,1,,610000008480,
1,,Spine,1,1,1,,610000008480,
1,,Spine,10,6,1,,610000008481,
1,,Spine,4,1,1,,610000008481,
