
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1205.46,18121.6,1460.8,µm,Spine,Spine Attachment Pt Position,13,6,1,,610000008476,
1215.3,18133.1,1465.7,µm,Spine,Spine Attachment Pt Position,13,7,1,,610000008479,
1201.05,18121.7,1461.7,µm,Spine,Spine Attachment Pt Position,14,6,1,100000000,610000008076,
1244.89,18126,1461.3,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000007961,
1228.43,18121,1468.71,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000007981,
1228.17,18121.5,1468.91,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000008052,
1212.71,18181.5,1462.94,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000008153,
1179.08,18117.6,1460.06,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000008227,
1244.05,18125.6,1461.76,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000008271,
1210.93,18178.7,1463.1,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000008474,
1211.03,18178.9,1463.06,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000008475,
1180.59,18117.2,1460.52,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000008478,
1176.45,18102.1,1467.89,µm,Spine,Spine Attachment Pt Position,2,2,1,100000002,610000008166,
1273.54,18162.7,1462.57,µm,Spine,Spine Attachment Pt Position,2,2,1,100000003,610000008324,
1191.34,18105.6,1457.13,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000008476,
1253.26,18118.6,1474.68,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000008492,
1253.36,18120.1,1474.74,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000008493,
1253.35,18120.6,1474.71,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000008494,
1252.68,18122.9,1473.43,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000008495,
1251.7,18124.9,1472.5,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000008496,
1251.6,18125.7,1472.27,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000008497,
1249.93,18129.5,1467.52,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000008498,
1173.65,18160.8,1460.51,µm,Spine,Spine Attachment Pt Position,2,3,1,100000001,610000008219,
1197.11,18106.6,1462.8,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000008474,
1193.67,18107.8,1459.87,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000008475,
1268.87,18172.8,1457.96,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000008476,
1170.57,18160.5,1459.87,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000008492,
1274.17,18197,1462.1,µm,Spine,Spine Attachment Pt Position,3,1,1,100000003,610000007930,
1226.99,18119.4,1468,µm,Spine,Spine Attachment Pt Position,3,1,1,100000000,610000007934,
1175.23,18120.6,1459.46,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000008208,
1248.64,18129.6,1457.98,µm,Spine,Spine Attachment Pt Position,3,1,1,100000000,610000008333,
1262.67,18167.1,1457.25,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000008475,
1174.13,18122.8,1459.49,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000008479,
1273.14,18194.9,1463.3,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000008484,
1273.84,18168.3,1470.29,µm,Spine,Spine Attachment Pt Position,3,2,1,100000003,610000007437,
1193.14,18176.4,1458.61,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000008481,
1276.87,18189,1460.28,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000008483,
1236.06,18120.6,1462.27,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000008509,
1271.94,18173.1,1456.59,µm,Spine,Spine Attachment Pt Position,3,3,1,100000003,610000007147,
1171.29,18159.6,1468.83,µm,Spine,Spine Attachment Pt Position,3,3,1,100000001,610000008019,
1270.32,18170.9,1464.21,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000008477,
1167.91,18098.8,1469.83,µm,Spine,Spine Attachment Pt Position,3,4,1,100000002,610000008045,
1167.78,18099.1,1469.69,µm,Spine,Spine Attachment Pt Position,3,4,1,,610000008483,
1167.3,18097,1470.13,µm,Spine,Spine Attachment Pt Position,3,4,1,,610000008484,
1167.62,18160.7,1457.47,µm,Spine,Spine Attachment Pt Position,3,4,1,,610000008493,
1250.56,18130.9,1458.36,µm,Spine,Spine Attachment Pt Position,4,1,1,100000000,610000007805,
1226.81,18118.4,1467.2,µm,Spine,Spine Attachment Pt Position,4,1,1,100000000,610000008058,
1252.84,18132.8,1458.51,µm,Spine,Spine Attachment Pt Position,4,1,1,100000000,610000008206,
1173.21,18126.4,1457.53,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000008480,
1173.84,18123.3,1459.66,µm,Spine,Spine Attachment Pt Position,4,1,1,,610000008481,
1160.58,18117.8,1458.15,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000008252,
1160.89,18118.1,1457.67,µm,Spine,Spine Attachment Pt Position,4,2,1,100000002,610000008351,
1166.89,18092.7,1468.29,µm,Spine,Spine Attachment Pt Position,4,4,1,100000002,610000008030,
1166.75,18093.1,1468.58,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000008485,
1167.24,18089.9,1468.1,µm,Spine,Spine Attachment Pt Position,4,4,1,,610000008486,
1167.58,18135.2,1467.98,µm,Spine,Spine Attachment Pt Position,5,1,1,100000002,610000008144,
1158.84,18117.2,1459.66,µm,Spine,Spine Attachment Pt Position,5,2,1,100000002,610000008284,
1257.2,18135,1456.41,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000008500,
1255.47,18135.5,1457.34,µm,Spine,Spine Attachment Pt Position,5,2,1,,610000008501,
1256.04,18142,1458.79,µm,Spine,Spine Attachment Pt Position,6,1,1,100000000,610000007339,
1260.05,18128.9,1465.92,µm,Spine,Spine Attachment Pt Position,6,2,1,100000000,610000007891,
1193.94,18195.6,1463.42,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000008487,
1193.11,18196.1,1463.44,µm,Spine,Spine Attachment Pt Position,6,2,1,,610000008488,
1263.22,18137.8,1475.22,µm,Spine,Spine Attachment Pt Position,6,3,1,100000000,610000007936,
1263.11,18138,1475.35,µm,Spine,Spine Attachment Pt Position,6,3,1,100000000,610000007986,
1175.67,18184.1,1462.56,µm,Spine,Spine Attachment Pt Position,6,3,1,100000001,610000008074,
1158.44,18113,1456.03,µm,Spine,Spine Attachment Pt Position,6,3,1,100000002,610000008086,
1175.42,18189.4,1461.4,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000008489,
1262.95,18135.7,1474.8,µm,Spine,Spine Attachment Pt Position,6,3,1,,610000008499,
1179.85,18172.1,1462.23,µm,Spine,Spine Attachment Pt Position,6,4,1,100000001,610000008279,
1180.81,18172.3,1464.01,µm,Spine,Spine Attachment Pt Position,6,4,1,100000001,610000008282,
1168.34,18080.2,1470.74,µm,Spine,Spine Attachment Pt Position,6,5,1,100000002,610000007816,
1169.53,18077.1,1467.39,µm,Spine,Spine Attachment Pt Position,6,5,1,,610000008487,
1208.48,18187.7,1466.73,µm,Spine,Spine Attachment Pt Position,7,2,1,,610000008484,
1207.6,18189.5,1467.4,µm,Spine,Spine Attachment Pt Position,7,2,1,,610000008485,
1205.23,18190.4,1467.63,µm,Spine,Spine Attachment Pt Position,7,2,1,,610000008486,
1201.18,18195.7,1467.39,µm,Spine,Spine Attachment Pt Position,7,3,1,100000001,610000007814,
1226.18,18116.8,1467.9,µm,Spine,Spine Attachment Pt Position,7,3,1,100000000,610000007949,
1225.4,18115,1468.19,µm,Spine,Spine Attachment Pt Position,7,3,1,100000000,610000008002,
1172.72,18190.7,1456.13,µm,Spine,Spine Attachment Pt Position,7,3,1,100000001,610000008080,
1201.47,18196.6,1471.26,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000008482,
1201.04,18195.7,1467.26,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000008483,
1175.16,18192,1460.21,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000008491,
1174.41,18193.5,1460.7,µm,Spine,Spine Attachment Pt Position,7,4,1,,610000008490,
1226,18111.8,1470.8,µm,Spine,Spine Attachment Pt Position,9,3,1,100000000,610000008340,
1220.49,18124,1465.89,µm,Spine,Spine Attachment Pt Position,9,4,1,100000000,610000008056,
1225.64,18113.5,1466.76,µm,Spine,Spine Attachment Pt Position,9,4,1,100000000,610000008168,
1223.52,18120.6,1457.32,µm,Spine,Spine Attachment Pt Position,9,4,1,100000000,610000008212,
1219.06,18119,1468.93,µm,Spine,Spine Attachment Pt Position,9,5,1,100000000,610000008202,
