
Segment Number of Voxel Ch=1 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1226,,Segment,1,3,Image 1,3,1,100000002,510000000148,
611,,Segment,1,2,Image 1,2,1,100000002,510000000163,
1930,,Segment,1,1,Image 1,1,1,100000002,510000000196,
1719,,Segment,1,0,Image 1,1,1,100000002,510000000247,
910,,Segment,1,4,Image 1,2,1,100000001,510000000361,
361,,Segment,1,3,Image 1,1,1,100000001,510000000376,
999,,Segment,1,2,Image 1,1,1,100000001,510000000411,
793,,Segment,1,1,Image 1,1,1,100000001,510000000460,
563,,Segment,1,0,Image 1,1,1,100000001,510000000489,
3199,,Segment,1,13,Image 1,5,1,100000000,510000000691,
149,,Segment,1,12,Image 1,4,1,100000000,510000000694,
1160,,Segment,1,11,Image 1,3,1,100000000,510000000721,
1900,,Segment,1,10,Image 1,3,1,100000000,510000000747,
2266,,Segment,1,9,Image 1,3,1,100000000,510000000763,
1164,,Segment,1,8,Image 1,3,1,100000000,510000000765,
3188,,Segment,1,7,Image 1,3,1,100000000,510000000776,
2466,,Segment,1,6,Image 1,2,1,100000000,510000000781,
898,,Segment,1,5,Image 1,2,1,100000000,510000000784,
700,,Segment,1,4,Image 1,2,1,100000000,510000000792,
1543,,Segment,1,3,Image 1,2,1,100000000,510000000798,
1946,,Segment,1,1,Image 1,1,1,100000000,510000000811,
1556,,Segment,1,5,Image 1,3,1,100000002,510000000907,
2259,,Segment,1,4,Image 1,2,1,100000002,510000000995,
1276,,Segment,1,3,Image 1,1,1,100000002,510000001022,
1625,,Segment,1,2,Image 1,1,1,100000002,510000001050,
1340,,Segment,1,1,Image 1,1,1,100000002,510000001057,
1771,,Segment,1,0,Image 1,1,1,100000002,510000001079,
536,,Segment,1,14,Image 1,6,1,100000000,510000001110,
677,,Segment,1,13,Image 1,6,1,100000000,510000001149,
771,,Segment,1,12,Image 1,5,1,100000000,510000001177,
1043,,Segment,1,11,Image 1,5,1,100000000,510000001194,
2047,,Segment,1,10,Image 1,5,1,100000000,510000001215,
2320,,Segment,1,9,Image 1,4,1,100000000,510000001226,
571,,Segment,1,8,Image 1,4,1,100000000,510000001250,
217,,Segment,1,7,Image 1,3,1,100000000,510000001255,
2197,,Segment,1,6,Image 1,3,1,100000000,510000001268,
182,,Segment,1,14,Image 1,7,1,100000000,510000001272,
866,,Segment,1,7,Image 1,3,1,100000001,510000001296,
1184,,Segment,1,6,Image 1,3,1,100000001,510000001344,
715,,Segment,1,5,Image 1,2,1,100000001,510000001416,
758,,Segment,1,4,Image 1,1,1,100000001,510000001442,
464,,Segment,1,3,Image 1,1,1,100000001,510000001454,
282,,Segment,1,2,Image 1,1,1,100000001,510000001465,
1057,,Segment,1,1,Image 1,1,1,100000001,510000001506,
212,,Segment,1,0,Image 1,1,1,100000001,510000001510,
408,,Segment,1,6,Image 1,3,1,100000002,510000001527,
552,,Segment,1,5,Image 1,2,1,100000002,510000001541,
627,,Segment,1,4,Image 1,5,1,100000001,510000001613,
