
Soma Intensity Sum Ch=2 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
19641,,Soma,2,Image 1,1,100000000,800000000,
23984,,Soma,2,Image 1,1,100000001,800000001,
20010,,Soma,2,Image 1,1,100000002,800000002,
75005,,Soma,2,Image 1,1,100000003,800000003,
