
Segment Spine Density
 ==================== 
Segment Spine Density,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,1/10µm,Segment,,,1,100000006,510000000003,
0,1/10µm,Segment,,,1,100000006,510000000006,
0,1/10µm,Segment,,,1,100000006,510000000009,
0,1/10µm,Segment,,,1,100000006,510000000015,
9.72727,1/10µm,Segment,,,1,100000006,510000000021,
0,1/10µm,Segment,0,1,1,100000002,510000000185,
0,1/10µm,Segment,,,1,100000006,510000000200,
0,1/10µm,Segment,,,1,100000006,510000000208,
0,1/10µm,Segment,,,1,100000006,510000000222,
14.2662,1/10µm,Segment,5,1,1,100000000,510000000331,
8.3359,1/10µm,Segment,4,1,1,100000000,510000000342,
17.3026,1/10µm,Segment,3,1,1,100000000,510000000370,
5.80684,1/10µm,Segment,2,1,1,100000000,510000000387,
7.04604,1/10µm,Segment,1,1,1,100000000,510000000401,
0,1/10µm,Segment,0,1,1,100000000,510000000421,
5.66286,1/10µm,Segment,5,2,1,100000000,510000000439,
0,1/10µm,Segment,4,2,1,100000000,510000000442,
0,1/10µm,Segment,3,2,1,100000000,510000000448,
2.46028,1/10µm,Segment,0,1,1,100000002,510000000488,
4.64028,1/10µm,Segment,2,1,1,100000002,510000000528,
8.95822,1/10µm,Segment,1,1,1,100000002,510000000537,
7.97898,1/10µm,Segment,0,1,1,100000002,510000000545,
11.0744,1/10µm,Segment,1,2,1,100000002,510000000575,
0,1/10µm,Segment,2,2,1,100000000,510000000578,
26.2759,1/10µm,Segment,3,3,1,100000002,510000000582,
0,1/10µm,Segment,3,2,1,100000002,510000000585,
0,1/10µm,Segment,0,1,1,100000000,510000000601,
0,1/10µm,Segment,1,2,1,100000000,510000000631,
0,1/10µm,Segment,0,1,1,100000000,510000000687,
0,1/10µm,Segment,2,2,1,100000002,510000000883,
0,1/10µm,Segment,,,1,100000006,510000000910,
