
Spine Intensity Max Ch=4 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
96,,Spine,4,5,Image 1,1,1,100000000,610000000776,
89,,Spine,4,1,Image 1,2,1,100000002,610000000778,
52,,Spine,4,3,Image 1,1,1,100000000,610000000783,
55,,Spine,4,1,Image 1,1,1,100000000,610000000785,
0,,Spine,4,1,Image 1,2,1,100000006,610000000790,
0,,Spine,4,1,Image 1,2,1,100000006,610000000794,
60,,Spine,4,3,Image 1,1,1,100000000,610000000797,
108,,Spine,4,5,Image 1,1,1,100000000,610000000800,
0,,Spine,4,1,Image 1,2,1,100000006,610000000806,
127,,Spine,4,5,Image 1,1,1,100000000,610000000808,
78,,Spine,4,5,Image 1,1,1,100000000,610000000811,
108,,Spine,4,5,Image 1,1,1,100000000,610000000813,
127,,Spine,4,5,Image 1,1,1,100000000,610000000815,
106,,Spine,4,1,Image 1,2,1,100000002,610000000820,
83,,Spine,4,1,Image 1,2,1,100000002,610000000822,
82,,Spine,4,1,Image 1,2,1,100000002,610000000829,
101,,Spine,4,1,Image 1,2,1,100000002,610000000833,
44,,Spine,4,5,Image 1,1,1,100000000,610000000839,
80,,Spine,4,5,Image 1,1,1,100000000,610000000840,
89,,Spine,4,5,Image 1,2,1,100000000,610000000841,
57,,Spine,4,4,Image 1,1,1,100000000,610000000842,
52,,Spine,4,3,Image 1,1,1,100000000,610000000843,
51,,Spine,4,3,Image 1,1,1,100000000,610000000844,
93,,Spine,4,2,Image 1,1,1,100000000,610000000845,
68,,Spine,4,0,Image 1,1,1,100000002,610000000888,
129,,Spine,4,2,Image 1,1,1,100000002,610000000889,
50,,Spine,4,3,Image 1,3,1,100000002,610000000890,
60,,Spine,4,2,Image 1,1,1,100000002,610000000891,
81,,Spine,4,1,Image 1,2,1,100000002,610000000892,
114,,Spine,4,1,Image 1,2,1,100000002,610000000893,
86,,Spine,4,0,Image 1,1,1,100000002,610000000894,
54,,Spine,4,1,Image 1,2,1,100000004,610000000903,
64,,Spine,4,1,Image 1,2,1,100000005,610000000904,
0,,Spine,4,1,Image 1,2,1,100000006,610000000911,
