
Filament Length (sum)
 ==================== 
Filament Length (sum),Unit,Category,Time,ID,
23.4368,µm,Filament,1,100000000,
15.8801,µm,Filament,1,100000002,
0.175634,µm,Filament,1,100000004,
0.230048,µm,Filament,1,100000005,
10.6138,µm,Filament,1,100000006,
