
Spine Number of Voxel Ch=2 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1320,,Spine,2,5,Image 1,1,1,100000000,610000000776,
134,,Spine,2,1,Image 1,2,1,100000002,610000000778,
107,,Spine,2,3,Image 1,1,1,100000000,610000000783,
81,,Spine,2,1,Image 1,1,1,100000000,610000000785,
178,,Spine,2,1,Image 1,2,1,100000006,610000000790,
88,,Spine,2,1,Image 1,2,1,100000006,610000000794,
148,,Spine,2,3,Image 1,1,1,100000000,610000000797,
126,,Spine,2,5,Image 1,1,1,100000000,610000000800,
155,,Spine,2,1,Image 1,2,1,100000006,610000000806,
134,,Spine,2,5,Image 1,1,1,100000000,610000000808,
124,,Spine,2,5,Image 1,1,1,100000000,610000000811,
269,,Spine,2,5,Image 1,1,1,100000000,610000000813,
119,,Spine,2,5,Image 1,1,1,100000000,610000000815,
221,,Spine,2,1,Image 1,2,1,100000002,610000000820,
625,,Spine,2,1,Image 1,2,1,100000002,610000000822,
43,,Spine,2,1,Image 1,2,1,100000002,610000000829,
118,,Spine,2,1,Image 1,2,1,100000002,610000000833,
116,,Spine,2,5,Image 1,1,1,100000000,610000000839,
115,,Spine,2,5,Image 1,1,1,100000000,610000000840,
42,,Spine,2,5,Image 1,2,1,100000000,610000000841,
90,,Spine,2,4,Image 1,1,1,100000000,610000000842,
91,,Spine,2,3,Image 1,1,1,100000000,610000000843,
93,,Spine,2,3,Image 1,1,1,100000000,610000000844,
75,,Spine,2,2,Image 1,1,1,100000000,610000000845,
23,,Spine,2,0,Image 1,1,1,100000002,610000000888,
214,,Spine,2,2,Image 1,1,1,100000002,610000000889,
68,,Spine,2,3,Image 1,3,1,100000002,610000000890,
102,,Spine,2,2,Image 1,1,1,100000002,610000000891,
81,,Spine,2,1,Image 1,2,1,100000002,610000000892,
291,,Spine,2,1,Image 1,2,1,100000002,610000000893,
248,,Spine,2,0,Image 1,1,1,100000002,610000000894,
48,,Spine,2,1,Image 1,2,1,100000004,610000000903,
25,,Spine,2,1,Image 1,2,1,100000005,610000000904,
118,,Spine,2,1,Image 1,2,1,100000006,610000000911,
