
Spine Part Volume Ground
 ==================== 
Spine Part Volume Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.0614349,µm^3,Spine,Spine Part Volume,5,1,1,100000000,610000000776,
0.0368806,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000000778,
0.0186773,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000000783,
0.0166455,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000000785,
0.0381743,µm^3,Spine,Spine Part Volume,,,1,100000006,610000000790,
0.0162243,µm^3,Spine,Spine Part Volume,,,1,100000006,610000000794,
0.0208942,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000000797,
0.0108087,µm^3,Spine,Spine Part Volume,5,1,1,100000000,610000000800,
0.0327175,µm^3,Spine,Spine Part Volume,,,1,100000006,610000000806,
0.0147791,µm^3,Spine,Spine Part Volume,5,1,1,100000000,610000000808,
0.0413095,µm^3,Spine,Spine Part Volume,5,1,1,100000000,610000000811,
0.0485159,µm^3,Spine,Spine Part Volume,5,1,1,100000000,610000000813,
0.0134662,µm^3,Spine,Spine Part Volume,5,1,1,100000000,610000000815,
0.0318263,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000000820,
0.185028,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000000822,
0.0142371,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000000829,
0.0357332,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000000833,
0.00742603,µm^3,Spine,Spine Part Volume,5,1,1,100000000,610000000839,
0.0110341,µm^3,Spine,Spine Part Volume,5,1,1,100000000,610000000840,
0.00574248,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000000841,
0.0189944,µm^3,Spine,Spine Part Volume,4,1,1,100000000,610000000842,
0.022345,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000000843,
0.0119068,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000000844,
0.0114407,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000000845,
0.00615585,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000000888,
0.0192875,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000000889,
0.0129322,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000000890,
0.0226896,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000000891,
0.0166868,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000000892,
0.0723851,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000000893,
0.0261481,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000000894,
0.0166164,µm^3,Spine,Spine Part Volume,,,1,100000004,610000000903,
0.00787508,µm^3,Spine,Spine Part Volume,,,1,100000005,610000000904,
0.0168189,µm^3,Spine,Spine Part Volume,,,1,100000006,610000000911,
