
Segment Center Intensity Max Ch=2 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
62,,Segment,2,0,Image 1,1,1,100000006,510000000003,
80,,Segment,2,0,Image 1,1,1,100000006,510000000006,
58,,Segment,2,0,Image 1,1,1,100000006,510000000009,
68,,Segment,2,0,Image 1,1,1,100000006,510000000015,
109,,Segment,2,0,Image 1,1,1,100000006,510000000021,
25,,Segment,2,0,Image 1,1,1,100000002,510000000185,
105,,Segment,2,0,Image 1,1,1,100000006,510000000200,
73,,Segment,2,0,Image 1,1,1,100000006,510000000208,
68,,Segment,2,0,Image 1,1,1,100000006,510000000222,
101,,Segment,2,5,Image 1,1,1,100000000,510000000331,
77,,Segment,2,4,Image 1,1,1,100000000,510000000342,
58,,Segment,2,3,Image 1,1,1,100000000,510000000370,
89,,Segment,2,2,Image 1,1,1,100000000,510000000387,
89,,Segment,2,1,Image 1,1,1,100000000,510000000401,
80,,Segment,2,0,Image 1,1,1,100000000,510000000421,
77,,Segment,2,5,Image 1,2,1,100000000,510000000439,
38,,Segment,2,4,Image 1,2,1,100000000,510000000442,
57,,Segment,2,3,Image 1,2,1,100000000,510000000448,
89,,Segment,2,0,Image 1,1,1,100000002,510000000488,
118,,Segment,2,2,Image 1,1,1,100000002,510000000528,
74,,Segment,2,1,Image 1,1,1,100000002,510000000537,
85,,Segment,2,0,Image 1,1,1,100000002,510000000545,
133,,Segment,2,1,Image 1,2,1,100000002,510000000575,
89,,Segment,2,2,Image 1,2,1,100000000,510000000578,
62,,Segment,2,3,Image 1,3,1,100000002,510000000582,
62,,Segment,2,3,Image 1,2,1,100000002,510000000585,
30,,Segment,2,0,Image 1,1,1,100000000,510000000601,
58,,Segment,2,1,Image 1,2,1,100000000,510000000631,
117,,Segment,2,0,Image 1,1,1,100000000,510000000687,
62,,Segment,2,2,Image 1,2,1,100000002,510000000883,
34,,Segment,2,0,Image 1,1,1,100000006,510000000910,
