
Spine Attachment Pt Distance
 ==================== 
Spine Attachment Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
2.80725,µm,Spine,1,2,1,100000002,610000000778,
4.66266,µm,Spine,3,1,1,100000000,610000000783,
1.58208,µm,Spine,1,1,1,100000000,610000000785,
5.83995,µm,Spine,3,1,1,100000000,610000000797,
9.07181,µm,Spine,5,1,1,100000000,610000000800,
7.95277,µm,Spine,5,1,1,100000000,610000000808,
9.27587,µm,Spine,5,1,1,100000000,610000000813,
7.71227,µm,Spine,5,1,1,100000000,610000000815,
10.2547,µm,Spine,5,1,1,100000000,610000000839,
8.97067,µm,Spine,5,1,1,100000000,610000000840,
7.90899,µm,Spine,5,2,1,100000000,610000000841,
6.18797,µm,Spine,4,1,1,100000000,610000000842,
4.72913,µm,Spine,3,1,1,100000000,610000000843,
4.66266,µm,Spine,3,1,1,100000000,610000000844,
2.69422,µm,Spine,2,1,1,100000000,610000000845,
2.94517,µm,Spine,0,1,1,100000002,610000000888,
3.65291,µm,Spine,2,1,1,100000002,610000000889,
2.88361,µm,Spine,3,3,1,100000002,610000000890,
2.36959,µm,Spine,2,1,1,100000002,610000000891,
2.70409,µm,Spine,1,2,1,100000002,610000000892,
2.03078,µm,Spine,1,2,1,100000002,610000000893,
0.701137,µm,Spine,0,1,1,100000002,610000000894,
